NrHaul,RectangleAlpha,ICESSD,Latitude1_deg,Latitude1_dec_min,Longitude1_deg,Longitude1_dec_min,Latitude_end_deg,Latitude_end_dec_min,Longitude_end_deg,Longitude_end_dec_min,Layer,EEZ,Latitude1_deg_dec,Longitude1_deg_dec,Latitude_end_deg_dec,Longitude_end_deg_dec,codstock,Country
24047,38G4,24,54,35,4,14,27,96,54,34,47,14,30,3,2,GFR,54.59,14.466,54.5745,14.505,21-24,DK_extra
24057,37G4,24,54,32,3,14,56,3,54,33,1,14,59,2,2,POL,54.5383333333333,14.9383333333333,54.5516666666667,14.9866666666667,21-24,DK_extra
24183,38G3,24,55,0,13,31,7,54,58,36,13,35,74,3,GFR,55,13.5283333333333,54.9726666666667,13.5956666666667,21-24,DK_extra
24228,39G3,24,55,0,57,13,40,37,55,1,06,13,44,65,3,GFR,55.0095,13.6728333333333,55.0176666666667,13.7441666666667,21-24,DK_extra
24300,38G4,24,54,51,74,14,47,68,54,49,08,14,43,4,2,DEN,54.8623333333333,14.7946666666667,54.818,14.7233333333333,21-24,DK_extra
25076,39G5,25,55,21,1,15,4,4,55,18,15,2,9,4,DEN,55.3516666666667,15.0733333333333,55.3,15.0483333333333,25-32,DK_extra
25171,38G5,25,54,39,2,15,4,4,54,39,22,15,8,72,4,DEN,54.6533333333333,15.0733333333333,54.6536666666667,15.1453333333333,25-32,DK_extra
25229,39G6,25,55,16,7,16,52,3,55,16,9,16,56,2,4,POL,55.2783333333333,16.8716666666667,55.2816666666667,16.9366666666667,25-32,DK_extra
25316,38G5,25,54,56,4,15,39,54,55,15,42,4,DEN,54.94,15.65,54.9166666666667,15.7,25-32,DK_extra
25333,39G6,25,55,19,16,11,55,16,9,16,6,2,4,DEN,55.3166666666667,16.1833333333333,55.2816666666667,16.1033333333333,25-32,DK_extra
