RectangleAlpha;NrHaul;Status;Dist;Mean_Depth;Layer;EEZ;NM12;lat1;lon1;lat2;lon2;lat3;lon3;lat4;lon4;lat5;lon5;lat6;lon6;lat7;lon7;lat8;lon8;lat9;lon9;lat10;lon10;lat_end;lon_end;length;Area;type;Country;Pct
40G2;23066;V;NA;11;2;DEN;No;55,75225;12,7199666666667;55,7402333333333;12,7112833333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,7402333333333;12,7112833333333;1444,76914271669;23;Allocated;DK;100
40G5;25413;V;2,155020453;57;3;SWE;No;55,835;15,9466666666667;55,8516666666667;16,0033333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,8516666666667;16,0033333333333;4005,63092723701;25;Allocated;DK;100
40G5;25507;V;1,580226608;66;4;SWE;No;55,65475;15,7849833333333;55,66045;15,7857;55,6649166666667;15,7863666666667;55,67015;15,78835;55,67425;15,7903333333333;55,6803666666667;15,7944333333333;NA;NA;NA;NA;NA;NA;NA;NA;55,6803666666667;15,7944333333333;2932,59829108465;25;Allocated;DK;100
40G5;25399;V;2,502919273;51;3;SWE;No;55,8798333333333;15,7146666666667;55,8735;15,7881666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,8735;15,7881666666667;4654,1902942464;25;Allocated;DK;100
40G5;25277;V;3,003229491;75;4;DEN;No;55,5733333333333;15,58;55,5583333333333;15,5816666666667;55,5416666666667;15,5816666666667;55,5233333333333;15,5833333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5233333333333;15,5833333333333;5572,69804328274;25;Allocated;DK;100
40G5;25429;V;1,683440263;46;3;SWE;No;55,9651666666667;15,41;55,9375;15,4016666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,9375;15,4016666666667;3124,11316015918;25;Allocated;SE;100
40G5;25446;V;3,102451143;78;4;DEN;No;55,5446666666667;15,256;55,534;15,2135;55,5243333333333;15,172;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5243333333333;15,172;5767,27438418822;25;Mooved to new Layer;DK;100
40G5;25272;V;1,476286931;69;4;DEN;No;55,665;15,2233333333333;55,6633333333333;15,2383333333333;55,6633333333333;15,2533333333333;55,6633333333333;15,2666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,6633333333333;15,2666666666667;2745,18761522365;25;Mooved to new Layer;DK;100
40G5;25270;V;3,723683463;66;4;DEN;No;55,655;15,1033333333333;55,6566666666667;15,0733333333333;55,6566666666667;15,04;55,65;14,995;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,65;14,995;6924,01781429436;25;Mooved to new Layer;DK;100
40G5;25292;V;2,499483945;55;3;SWE;No;55,76475;15,3964666666667;55,7647833333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,7647833333333;NA;0;25;Allocated;DK;100
40G5;25297;V;2,498809844;61;4;SWE;No;55,7266666666667;15,32;55,7516666666667;15,3791666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,7516666666667;15,3791666666667;4643,17401538926;25;Allocated;DK;100
40G5;25445;V;2,548367789;74;4;DEN;No;55,5943333333333;15,2188333333333;55,6;15,2933333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,6;15,2933333333333;4738,67972444193;25;Allocated;DK;100
40G5;25100;V;3,293039535;86;5;DEN;No;55,6366666666667;15,1033333333333;55,625;15,0083333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,625;15,0083333333333;6123,04649453999;25;Allocated;DK;100
40G5;25280;V;1,721888917;76;4;SWE;No;55,6233333333333;15,86;55,61;15,905;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,61;15,905;3200,49008310896;25;Allocated;DK;100
40G5;25124;V;1,631297409;57;3;SWE;No;55,77;15,2516666666667;55,77;15,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,77;15,3;3033,53547364724;25;Allocated;DK;100
40G5;25426;V;1,569123552;50;3;SWE;No;55,8183333333333;15,26;55,8383333333333;15,29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,8383333333333;15,29;2914,30807973828;25;Allocated;DK;100
40G5;25447;V;3,315809637;80;5;DEN;No;55,5778333333333;15,0633333333333;55,5761666666667;15,0158333333333;55,5763333333333;14,9656666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5763333333333;14,9656666666667;6165,93825949907;25;Allocated;DK;100
40G7;25308;V;3,024437045;65;4;POL;No;55,735;17,9283333333333;55,7333333333333;17,9616666666667;55,7433333333333;17,9816666666667;55,7533333333333;18,005;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,7533333333333;18,005;5621,13488534436;25;Allocated;DK;100
40G7;25309;V;2,770408959;61;4;SWE;No;55,8383333333333;17,7066666666667;55,875;17,6566666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,875;17,6566666666667;5144,95403115426;25;Allocated;DK;100
40G7;25136;V;3,001786035;59;3;SWE;No;55,7766666666667;17,7;55,7883333333333;17,6916666666667;55,8;17,6816666666667;55,8233333333333;17,6683333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,8233333333333;17,6683333333333;5571,7606861757;25;Allocated;DK;100
40G7;25107;V;1,960788082;40;3;POL;No;55,5533333333333;17,6;55,5516666666667;17,5833333333333;55,5466666666667;17,5783333333333;55,54;17,55;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,54;17,55;3644,47822057173;25;Allocated;DK;100
40G8;26138;V;2,326727342;110;6;POL;No;55,88;18,8166666666667;55,8716666666667;18,8083333333333;55,865;18,7833333333333;55,855;18,7666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,855;18,7666666666667;4322,65271926791;26;Allocated;LV;100
40G8;26172;V;1,584728984;81;5;POL;No;55,53;18,1783333333333;55,53;18,225;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,53;18,225;2946,89887903004;26;Allocated;PL;100
40G8;26055;V;1,686250129;70;4;POL;No;55,8;18,1333333333333;55,8;18,15;55,8;18,1666666666667;55,8;18,1833333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,8;18,1833333333333;3135,72983940204;26;Allocated;LV;100
40G8;26221;V;4,614266473;111;6;SWE;No;55,92;18,5868333333333;55,9175;18,4496666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,9175;18,4496666666667;8580,66916374946;26;Allocated;LV;100
40G8;26053;V;2,9762575;76;4;POL;No;55,7;18,0116666666667;55,685;18,0233333333333;55,6683333333333;18,035;55,655;18,0483333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,655;18,0483333333333;5524,83045315353;26;Mooved to new Layer;PL;100
40G9;26191;V;2,138676344;91;5;POL;No;54,6783333333333;19,2966666666667;54,6433333333333;19,3083333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,6433333333333;19,3083333333333;3968,18124283511;26;Allocated;PL;100
40G9;26122;V;1,625582372;81;5;LAT;No;56,0016666666667;19,2983333333333;55,9983333333333;19,2816666666667;55,995;19,2683333333333;55,9916666666667;19,2533333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,9916666666667;19,2533333333333;3022,07446127064;26;Allocated;LV;100
40G9;26090;V;1,759023482;92;5;POL;No;54,705;19,0366666666667;54,71;19,0866666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,71;19,0866666666667;3270,64853947862;26;Allocated;PL;100
40G9;26060;V;1,63107507;73;4;LAT;No;55,9866666666667;19,3216666666667;55,9866666666667;19,3383333333333;55,9866666666667;19,3533333333333;55,9883333333333;19,37;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,9883333333333;19,37;3033,08909025284;26;Allocated;LV;100
40H0;26026;V;2,021057684;63;4;LTU;No;55,7833333333333;20,2066666666667;55,785;20,2166666666667;55,785;20,2233333333333;55,7833333333333;20,23;55,785;20,2383333333333;55,785;20,245;55,785;20,2533333333333;55,785;20,26;55,785;20,265;NA;NA;55,785;20,265;3757,92555864069;26;Allocated;LT;100
40H0;26134;V;1,593807411;36;2;LTU;No;55,9513333333333;20,4768333333333;55,9483333333333;20,4583333333333;55,945;20,4433333333333;55,9433333333333;20,4316666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,9433333333333;20,4316666666667;2963,26629332653;26;Allocated;LT;100
40H0;26052;V;1,941681888;66;4;LTU;No;55,5066666666667;20,61;55,5016666666667;20,6166666666667;55,4983333333333;20,6216666666667;55,4966666666667;20,6283333333333;55,495;20,6333333333333;55,4933333333333;20,64;55,49;20,645;55,4883333333333;20,65;55,4866666666667;20,6533333333333;NA;NA;55,4866666666667;20,6533333333333;3607,48910091918;26;Allocated;LT;100
40H0;26027;V;1,915182876;51;3;LTU;No;55,79;20,3866666666667;55,7883333333333;20,395;55,7883333333333;20,4033333333333;55,7883333333333;20,41;55,7883333333333;20,4166666666667;55,7866666666667;20,4233333333333;55,7866666666667;20,43;55,785;20,4366666666667;55,785;20,4416666666667;NA;NA;55,785;20,4416666666667;3560,99456078548;26;Allocated;LT;100
40H0;26028;V;1,788397802;50;3;LTU;No;55,7016666666667;20,6266666666667;55,7;20,6316666666667;55,7;20,64;55,6983333333333;20,645;55,6966666666667;20,65;55,695;20,655;55,6933333333333;20,66;55,6916666666667;20,6683333333333;55,6916666666667;20,675;NA;NA;55,6916666666667;20,675;3324,52061208678;26;Allocated;LT;100
41G2;23029;V;NA;24;2;DEN;No;56,1373333333333;12,4673333333333;56,1541666666667;12,4458333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56,1541666666667;12,4458333333333;2301,942290537;23;Allocated;DK;100
41G2;23010;V;;23,5;2;;No;56,2333333333333;12,4175;56,2;12,4333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56,2;12,4333333333333;3839,32740757438;23;Allocated;DK;100
41G6;25314;V;2,118181128;70;4;SWE;No;56,35;16,9666666666667;56,385;16,9583333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56,385;16,9583333333333;3931,07693073563;25;Allocated;SE;100
41G6;25406;V;2,073042869;64;4;SWE;No;56,4583333333333;16,7866666666667;56,4266666666667;16,7616666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56,4266666666667;16,7616666666667;3848,48529677461;25;Mooved to new Layer;SE;100
41G6;25315;V;1,918218077;70;4;SWE;No;56,4466666666667;16,975;56,4766666666667;16,955;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56,4766666666667;16,955;3560,77487258831;25;Mooved to new Layer;SE;100
41G7;25167;V;3,907240655;46;3;SWE;No;56,2666666666667;17,95;56,2683333333333;17,9183333333333;56,26;17,89;56,2333333333333;17,8666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56,2333333333333;17,8666666666667;7259,54384854692;25;Allocated;DK;100
41G7;25038;V;2,501632741;51;3;SWE;No;56,15;17,75;56,1416666666667;17,6766666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56,1416666666667;17,6766666666667;4651,70532336484;25;Allocated;DK;100
41G7;25461;V;2,502142001;40;3;SWE;No;56,0675;17,3645;56,0801666666667;17,3983333333333;56,0905;17,4268333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56,0905;17,4268333333333;4650,06039523789;25;Allocated;DK;100
41G8;26182;V;1,940394108;67;4;POL;No;55,0466666666667;18,3116666666667;55,0316666666667;18,3616666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,0316666666667;18,3616666666667;3606,46981274477;26;Allocated;PL;100
41G8;26124;V;3,440799039;83;5;SWE;No;56,2833333333333;18,5333333333333;56,3083333333333;18,5616666666667;56,3233333333333;18,5766666666667;56,3333333333333;18,5833333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56,3333333333333;18,5833333333333;6388,56464277519;26;Allocated;LV;100
41G8;26010;V;3,086807609;73;4;SWE;No;56,155;18,3283333333333;56,2033333333333;18,36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56,2033333333333;18,36;5729,75249527915;26;Allocated;LV;100
41G8;26140;V;2,951523093;123;6;SWE;No;56,0066666666667;18,9016666666667;56,05;18,9433333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56,05;18,9433333333333;5479,74231803655;26;Allocated;LV;100
41G8;26225;V;3,115610148;41;3;SWE;No;56,3133333333333;18,3881666666667;56,3525;18,4496666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56,3525;18,4496666666667;5787,10781248387;26;Allocated;LV;100
41G8;26013;V;3,570961195;37;2;SWE;No;56,3666666666667;18,4833333333333;56,3933333333333;18,5116666666667;56,41;18,5366666666667;56,4166666666667;18,5333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56,4166666666667;18,5333333333333;6631,02116671002;26;Allocated;LV;100
41G9;26030;V;3,155034376;57;3;LAT;No;56,13;19,85;56,1466666666667;19,8716666666667;56,1633333333333;19,8883333333333;56,175;19,8983333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56,175;19,8983333333333;5858,19473745513;26;Allocated;LV;100
41G9;26064;V;1,696153171;70;4;LTU;No;56,025;19,435;56,0333333333333;19,4466666666667;56,0383333333333;19,4533333333333;56,0483333333333;19,4633333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56,0483333333333;19,4633333333333;3149,66662704721;26;Mooved to new Layer;LV;100
41G9;26067;V;1,789048736;63;4;LAT;No;56,125;19,57;56,135;19,5783333333333;56,1416666666667;19,5866666666667;56,1516666666667;19,5933333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56,1516666666667;19,5933333333333;3321,38385168753;26;assigned manually;LV;100
41G9;26142;V;3,735586109;101;6;LAT;No;56,2;19,4666666666667;56,2283333333333;19,5033333333333;56,2433333333333;19,525;56,25;19,5333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56,25;19,5333333333333;6937,49726024434;26;Allocated;LV;100
41H0;26078;V;3,790110537;79;4;LAT;No;56,35;20,0333333333333;56,3733333333333;20,075;56,3883333333333;20,0933333333333;56,4;20,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56,4;20,1;7039,03041424629;26;Allocated;LV;100
42G6;27028;V;2,691168587;67;4;SWE;No;56,6575;16,9793333333333;56,6785;16,9915;56,7005;17,0025;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56,7005;17,0025;4995,36706769835;27;Allocated;SE;100
42H0;28013;V;1,570182009;51;3;LAT;No;56,65;20,67;56,655;20,6816666666667;56,6616666666667;20,695;56,6666666666667;20,7066666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56,6666666666667;20,7066666666667;2917,61725906267;28;Allocated;LV;100
42H0;28084;V;3,100633863;91;5;LAT;No;56,6;20,3383333333333;56,5833333333333;20,32;56,57;20,2983333333333;56,5583333333333;20,2833333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56,5583333333333;20,2833333333333;5758,47221756041;28;Allocated;LV;100
42H0;28157;V;1,604700988;39;2;LAT;No;56,6563333333333;20,7653333333333;56,6575;20,771;56,6733333333333;20,7755;56,6803333333333;20,7798333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56,6803333333333;20,7798333333333;2979,08372437234;28;Allocated;LV;100
43G6;27020;V;2,064154781;44;3;SWE;No;57,365;16,9183333333333;57,3833333333333;16,8891666666667;57,3933333333333;16,8933333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,3933333333333;16,8933333333333;3833,64176713288;27;Allocated;SE;100
43G7;27017;V;2,043442787;87;5;SWE;No;57,5;17,7166666666667;57,4671666666667;17,7335;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,4671666666667;17,7335;3793,44136119723;27;Allocated;SE;100
43G7;27025;V;1,735843235;74;4;SWE;No;57,4483333333333;17,105;57,467;17,0866666666667;57,4716666666667;17,075;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,4716666666667;17,075;3224,05365530198;27;Allocated;SE;100
43G7;27007;V;1,575471922;78;4;SWE;No;56,9891666666667;17,9438333333333;57,0146666666667;17,9553333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,0146666666667;17,9553333333333;2924,40636295754;27;Allocated;SE;100
43G7;27029;V;3,174646016;72;4;SWE;No;57,3021666666667;17,4163333333333;57,3285;17,4195;57,355;17,4215;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,355;17,4215;5892,48094298913;27;Allocated;SE;100
43G7;27003;V;2,562779259;54;3;SWE;No;57,4133333333333;17,025;57,4516666666667;16,99;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,4516666666667;16,99;4758,65154998142;27;Allocated;SE;100
43G7;27012;V;2,265992069;82;5;SWE;No;57,5;17,0333333333333;57,467;17,0675;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,467;17,0675;4207,94094021406;27;Allocated;SE;100
43G7;27009;V;2,041991329;79;4;SWE;No;57,0666666666667;17,9;57,1003333333333;17,9091666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,1003333333333;17,9091666666667;3790,14428600155;27;Allocated;SE;100
43G8;28180;V;2,601802187;54;3;SWE;No;57,2526666666667;18,9258333333333;57,2885;18,971;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,2885;18,971;4832,1685769443;28;Allocated;SE;100
43G8;28037;V;3,816031689;69;4;SWE;No;57,0416666666667;18,8283333333333;57,0216666666667;18,8183333333333;57,005;18,8066666666667;56,9816666666667;18,79;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56,9816666666667;18,79;7084,11521508228;28;Allocated;SE;100
43G8;28179;V;1,789033802;43;3;SWE;No;57,215;18,8533333333333;57,19;18,8233333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,19;18,8233333333333;3322,50261518758;28;Allocated;SE;100
43H0;28017;V;2,539167993;53;3;LAT;No;57,225;20,7466666666667;57,2116666666667;20,7516666666667;57,1966666666667;20,755;57,1833333333333;20,76;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,1833333333333;20,76;4713,13024446355;28;Mooved to new Layer;LV;100
43H0;28092;V;5,052455848;85;5;LAT;No;57,34;20,5933333333333;57,2816666666667;20,65;57,3;20,65;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,3;20,65;9380,92399603126;28;Allocated;LV;100
43H1;28093;V;1,535143958;22;2;LAT;No;57,4883333333333;21,4366666666667;57,4983333333333;21,4333333333333;57,505;21,43;57,5133333333333;21,4266666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,5133333333333;21,4266666666667;2849,7035085125;28;Allocated;LV;100
43H1;28122;V;1,087366871;45;3;LAT;No;57,3966666666667;21,2923333333333;57,4026666666667;21,2941666666667;57,4091666666667;21,2953333333333;57,4146666666667;21,296;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,4146666666667;21,296;2018,33520046071;28;Allocated;LV;100
43H1;28050;V;1,700000005;62;4;LAT;No;57,3083333333333;21,0933333333333;57,3183333333333;21,0933333333333;57,3266666666667;21,0933333333333;57,3366666666667;21,0933333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,3366666666667;21,0933333333333;3155,35974925741;28;Allocated;LV;100
43H1;28009;V;1,511529885;28;2;LAT;No;57,4033333333333;21,345;57,41;21,3533333333333;57,415;21,3616666666667;57,4233333333333;21,3733333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,4233333333333;21,3733333333333;2807,60540299154;28;Allocated;LV;100
43H1;28052;V;2,400000001;63;4;LAT;No;57,465;21,1633333333333;57,4783333333333;21,1633333333333;57,4916666666667;21,1633333333333;57,505;21,1633333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,505;21,1633333333333;4454,74123780961;28;Allocated;LV;100
43H1;28132;V;1,618260741;41;3;LAT;No;57,23;21,1566666666667;57,2533333333333;21,1816666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,2533333333333;21,1816666666667;3005,09714216939;28;Mooved to new Layer;LV;100
43H1;28138;V;1,572953177;31;2;LAT;No;57,0675;21,1295;57,0758333333333;21,134;57,0838333333333;21,1385;57,0926666666667;21,143;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,0926666666667;21,143;2919,891632194;28;Allocated;LV;100
44G8;27019;V;1,640107957;97;5;SWE;No;57,7133333333333;18,27;57,7366666666667;18,2966666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,7366666666667;18,2966666666667;3045,97865629605;27;Allocated;SE;100
44G9;28182;V;2,515481179;81;5;SWE;No;57,7785;19,4808333333333;57,766;19,4808333333333;57,7371666666667;19,4698333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,7371666666667;19,4698333333333;4669,54402036182;28;Allocated;SE;100
44G9;28027;V;2,100672828;45;3;SWE;No;57,8666666666667;19,4;57,9016666666667;19,4016666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,9016666666667;19,4016666666667;3899,39986942225;28;Mooved to new Layer;SE;100
44G9;28188;V;2,393449748;46;3;SWE;No;57,6146666666667;19,1691666666667;57,5976666666667;19,1555;57,5763333333333;19,1528333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,5763333333333;19,1528333333333;4443,30666849354;28;Allocated;SE;100
44G9;28105;V;1,665126829;69;4;SWE;No;57,9783333333333;19,5561666666667;58,005;19,5416666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;58,005;19,5416666666667;3091,41035560377;28;Allocated;SE;100
44G9;28053;V;3,741695956;60;4;SWE;No;57,535;19,2916666666667;57,515;19,2683333333333;57,4966666666667;19,2483333333333;57,48;19,2383333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,48;19,2383333333333;6948,12113886707;28;Allocated;SE;100
44G9;28104;V;1,679787425;69;4;SWE;No;57,855;19,47;57,8766666666667;19,5033333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,8766666666667;19,5033333333333;3120,49915945975;28;Allocated;SE;100
44H0;28190;V;0,823692024;91;5;EST;No;57,9816666666667;20,9738333333333;57,995;20,98;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,995;20,98;1529,17618317378;28;Allocated;EE;100
44H1;28091;V;2,50121837;42;3;EST;No;57,9413333333333;21,656;57,981;21,6801666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,981;21,6801666666667;4643,80205236847;28;Allocated;EE;100
44H1;28112;V;1,312722129;71;4;EST;No;57,8833333333333;21,3083333333333;57,9;21,2816666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,9;21,2816666666667;2438,70488662625;28;Allocated;EE;100
44H1;28030;V;1,402347739;50;3;EST;No;57,9116666666667;21,5783333333333;57,9016666666667;21,58;57,895;21,58;57,8883333333333;21,58;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,8883333333333;21,58;2603,14522566329;28;Allocated;EE;100
45G9;28100;V;2,131151757;59;3;SWE;No;58,2633333333333;19,1966666666667;58,2966666666667;19,1733333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;58,2966666666667;19,1733333333333;3957,09941761401;28;Allocated;SE;100
45G9;28060;V;1,970774268;72;4;SWE;No;58,4233333333333;19,3816666666667;58,455;19,3983333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;58,455;19,3983333333333;3659,06694516182;28;Allocated;SE;100
45H1;28061;V;1,624555809;68;4;EST;No;58,4633333333333;21,5766666666667;58,4616666666667;21,6283333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;58,4616666666667;21,6283333333333;3021,41309032871;28;Allocated;EE;100
37G1;22012;V;1,63928511;25;2;GFR;No;54,4203333333333;11,5178333333333;54,3935;11,509;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,3935;11,509;3041,46338775341;22;Allocated;DE;NA
37G1;22057;V;4,000503846;23;2;GFR;No;54,4088333333333;11,423;54,3431666666667;11,4031666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,3431666666667;11,4031666666667;7422,24435445027;22;Allocated;DE;NA
37G1;22051;V;1,66523591;25;2;GFR;No;54,2413333333333;11,7201666666667;54,2453333333333;11,7671666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,2453333333333;11,7671666666667;3096,2388522523;22;Allocated;DK;NA
37G1;22047;V;4,810127663;21;2;GFR;No;54,3021666666667;11,4248333333333;54,222;11,4238333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,222;11,4238333333333;8923,57993011739;22;Allocated;DE;NA
37G1;22142;V;1,70987683;24;2;GFR;No;54,265;11,5016666666667;54,2733333333333;11,5483333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,2733333333333;11,5483333333333;3178,77474156959;22;Allocated;DE;NA
38G0;22116;V;2,500655536;25;2;DEN;No;54,6861666666667;10,476;54,7126666666667;10,4203333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,7126666666667;10,4203333333333;4645,68836281162;22;Allocated;DK;NA
