NrHaul;Status;Dist;Mean_Depth;Layer;RectangleAlpha;EEZ;NM12;lat1;lon1;lat2;lon2;lat3;lon3;lat4;lon4;lat5;lon5;lat6;lon6;lat7;lon7;lat8;lon8;lat9;lon9;lat10;lon10;lat_end;lon_end;length;Area
22029;V;2,105211541;18;2;40G0;DEN;No;55,6516666666667;10,6616666666667;55,6233333333333;10,6983333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,6233333333333;10,6983333333333;3909,32334586263;22
22030;V;2,501233583;18;2;40G0;DEN;No;55,7056666666667;10,272;55,6995;10,1988333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,6995;10,1988333333333;4651,02111739373;22
22031;V;2,403787565;14;2;40G0;DEN;No;55,765;10,055;55,7833333333333;10,1183333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,7833333333333;10,1183333333333;4468,05741102799;22
22032;V;2,324290986;18;2;40G0;DEN;No;55,7783333333333;10,68;55,8016666666667;10,735;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,8016666666667;10,735;4318,88903692631;22
22033;V;2,3;19;2;40G0;DEN;No;55,9416666666667;10,48;55,9033333333333;10,48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,9033333333333;10,48;4268,04939602414;22
22034;V;2,293086292;14;2;40G0;DEN;No;55,9933333333333;10,64;55,9933333333333;10,7083333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,9933333333333;10,7083333333333;4264,23977347338;22
22035;V;2,202461055;20;2;40G0;DEN;No;55,9833333333333;10,88;55,9783333333333;10,945;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,9783333333333;10,945;4095,5498431018;22
22036;V;2,313716664;17;2;40G1;DEN;No;55,9216666666667;11,2266666666667;55,8933333333333;11,2733333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,8933333333333;11,2733333333333;4297,67832705729;22
22037;V;2,201736096;19;2;40G1;DEN;No;55,9816666666667;11,03;55,9533333333333;11,0716666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,9533333333333;11,0716666666667;4089,21888745996;22
22043;V;1,538497399;23;2;37G1;GFR;No;54,102;11,0743333333333;54,086;11,0401666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,086;11,0401666666667;2858,12741391036;22
22044;V;2,50137991;21;2;37G1;GFR;No;54,1188333333333;11,1668333333333;54,132;11,2343333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,132;11,2343333333333;4650,03528570082;22
22045;V;3,27520726;21;2;37G1;GFR;No;54,288;11,3018333333333;54,238;11,3393333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,238;11,3393333333333;6078,30081959811;22
22047;V;4,810127663;21;2;37G1;GFR;No;54,3021666666667;11,4248333333333;54,222;11,4238333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,222;11,4238333333333;8923,57993011739;22
22048;V;3,458943767;25;2;37G1;GFR;No;54,241;11,6185;54,2255;11,5235;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,2255;11,5235;6430,58655852929;22
22050;V;2,602628031;23;2;37G1;GFR;No;54,2433333333333;11,3366666666667;54,2;11,34;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,2;11,34;4828,29343847458;22
22051;V;1,66523591;25;2;37G1;GFR;No;54,2413333333333;11,7201666666667;54,2453333333333;11,7671666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,2453333333333;11,7671666666667;3096,2388522523;22
22052;V;1,500702709;23;2;37G1;GFR;No;54,2845;11,9156666666667;54,3083333333333;11,9286666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,3083333333333;11,9286666666667;2784,65514816467;22
22053;V;2,971989309;25;2;37G1;GFR;No;54,308;11,6903333333333;54,2963333333333;11,6078333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,2963333333333;11,6078333333333;5525,51724529246;22
22054;I;2,499128139;22;2;37G0;GFR;No;54,4871666666667;10,7038333333333;54,4858333333333;10,7755;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,4858333333333;10,7755;4647,00095530546;22
22055;I;2,50152487;22;2;37G0;GFR;No;54,3733333333333;10,6695;54,415;10,667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,415;10,667;4640,85570333361;22
22056;V;2,498215162;21;2;37G1;GFR;No;54,3383333333333;11,3763333333333;54,3026666666667;11,3395;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,3026666666667;11,3395;4637,47674846719;22
22057;V;4,000503846;23;2;37G1;GFR;No;54,4088333333333;11,423;54,3431666666667;11,4031666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,3431666666667;11,4031666666667;7422,24435445027;22
22058;V;3,171366239;24;2;37G1;GFR;No;54,4528333333333;11,4196666666667;54,4;11,4223333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,4;11,4223333333333;5883,57936643553;22
22060;V;2,808374984;25;2;37G1;GFR;No;54,375;11,7873333333333;54,3761666666667;11,707;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,3761666666667;11,707;5222,00221965283;22
22062;V;1,498487232;21;2;38G0;GFR;No;54,5398333333333;10,1496666666667;54,5571666666667;10,1806666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,5571666666667;10,1806666666667;2783,34207122311;22
22063;V;2,674295808;21;2;38G0;GFR;No;54,5596666666667;10,2251666666667;54,537;10,159;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,537;10,159;4969,83808740271;22
22064;V;2,696373855;21;2;38G0;GFR;No;54,6276666666667;10,3306666666667;54,6705;10,3541666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,6705;10,3541666666667;5003,57407579415;22
22065;V;2,503574502;25;2;38G0;DEN;No;54,6066666666667;10,643;54,6331666666667;10,5873333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,6331666666667;10,5873333333333;4651,08408133691;22
22071;V;2,882454463;28;2;38G1;DEN;No;54,54;11,4066666666667;54,5233333333333;11,455;54,51;11,4683333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,51;11,4683333333333;5354,73820867946;22
22072;V;1,560583391;28;2;38G1;GFR;No;54,5588333333333;11,3623333333333;54,5423333333333;11,397;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,5423333333333;11,397;2899,20236632865;22
22075;V;2,253023428;28;2;38G0;DEN;No;54,805;10,145;54,7733333333333;10,18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,7733333333333;10,18;4182,80326520294;22
22076;V;1,694786744;32;2;38G0;DEN;No;54,8185;10,2745;54,8443333333333;10,2546666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,8443333333333;10,2546666666667;3145,55727270977;22
22077;V;1,596016945;28;2;38G0;DEN;No;54,6938333333333;10,3241666666667;54,6898333333333;10,3696666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,6898333333333;10,3696666666667;2967,60196905966;22
22078;V;2,225532129;33;2;38G0;DEN;No;54,97;10,1133333333333;54,9366666666667;10,1416666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,9366666666667;10,1416666666667;4130,97024364758;22
22079;V;2,502682312;31;2;38G0;DEN;No;55,0848333333333;9,98466666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;22
22081;V;2,400982588;28;2;39F9;DEN;No;55,105;9,988;55,065;9,986;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,065;9,986;4454,83495934867;22
22082;V;2,497195923;37;2;39G1;DEN;No;55,106;11,325;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;22
22084;V;1,941279148;33;2;39G1;DEN;No;55,1983333333333;11,0766666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;22
22085;V;2,501765966;22;2;40G0;DEN;DEN;55,6443333333333;10,5351666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;22
22086;V;2,50224799;23;2;40G0;DEN;No;55,5993333333333;10,9226666666667;55,5583333333333;10,9091666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5583333333333;10,9091666666667;4643,42940529867;22
22087;V;2,244448428;38;2;40G0;DEN;No;55,5566666666667;10,8383333333333;55,5216666666667;10,8616666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5216666666667;10,8616666666667;4165,82278720312;22
22089;V;2,199041787;21;2;40G0;DEN;No;55,695;10,22;55,7033333333333;10,1566666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,7033333333333;10,1566666666667;4088,83728242716;22
22090;V;2,253864608;23;2;40G0;DEN;No;55,705;10,4633333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;22
22091;V;2,49852527;21;2;40G0;DEN;No;55,722;10,6366666666667;55,7175;10,5631666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,7175;10,5631666666667;4646,09063127613;22
22092;V;2,381611185;38;2;40G0;DEN;No;55,83;10,82;55,7916666666667;10,8383333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,7916666666667;10,8383333333333;4420,04654870335;22
22094;V;2,288424957;23;2;41G0;DEN;No;56,0433333333333;10,9266666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;22
22100;V;2,057291222;45;3;40G0;DEN;No;55,715;10,7866666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;22
22103;V;2,495294066;37;2;39G1;DEN;No;55,0553333333333;11,0303333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;22
22104;V;2,490990384;22;2;40G0;DEN;DEN;55,5738333333333;10,911;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;22
22106;V;2,501893033;18;2;40G0;DEN;No;55,6435;10,1976666666667;55,6365;10,2705;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,6365;10,2705;4652,16803520451;22
22108;V;2,501518681;22;2;37G0;GFR;No;54,4566666666667;10,6643333333333;54,4983333333333;10,6618333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,4983333333333;10,6618333333333;4640,90853717607;22
22111;V;2,502894006;31;2;38G0;DEN;No;54,9138333333333;10,0533333333333;54,873;10,0681666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,873;10,0681666666667;4644,20134163017;22
22112;V;2,497536563;25;2;40G0;DEN;No;55,6605;10,3973333333333;55,6518333333333;10,4695;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,6518333333333;10,4695;4643,92105885758;22
22114;V;1,612394072;26;2;37G1;GFR;No;54,145;11,2946666666667;54,1656666666667;11,324;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,1656666666667;11,324;2994,02952301453;22
22116;V;2,500655536;25;2;38G0;DEN;No;54,6861666666667;10,476;54,7126666666667;10,4203333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,7126666666667;10,4203333333333;4645,68836281162;22
22118;V;2,502761926;18;2;40G0;DEN;No;55,6295;10,3431666666667;55,6225;10,416;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,6225;10,416;4653,78013879457;22
22121;V;2,500912712;37;2;38G1;DEN;No;55,0491666666667;11,1001666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;22
22122;V;2,493024573;22;2;39G0;DEN;No;55,5415;10,8523333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;22
22123;V;1,499857173;20;2;37G0;GFR;No;54,4581666666667;10,5925;54,4503333333333;10,6333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,4503333333333;10,6333333333333;2788,28745576384;22
22124;V;2,505677405;33;2;38F9;DEN;No;54,8146666666667;10,2921666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;22
22125;V;2,494382432;22;2;39G0;DEN;No;55,4013333333333;10,8158333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;22
22127;V;1,963526485;27;2;37G1;GFR;No;54,5948333333333;11,227;54,6158333333333;11,1836666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,6158333333333;11,1836666666667;3647,72026793142;22
22128;I;2,498661026;33;2;38F9;DEN;No;54,8138333333333;10,1583333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;22
22129;I;2,496760899;37;2;38G0;DEN;No;54,6981666666667;10,7396666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;22
22130;V;2,495740794;22;2;39G0;DEN;No;55,3321666666667;10,8976666666667;55,2976666666667;10,9385;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,2976666666667;10,9385;4633,9750976682;22
22131;V;1,590010544;15;2;38G0;DEN;No;54,6283333333333;10,6486666666667;54,6018333333333;10,6488333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,6018333333333;10,6488333333333;2949,90490375495;22
22134;V;1,906998807;22;2;38G0;GFR;No;54,5521;10,7711666666667;54,5424333333333;10,7189666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,5424333333333;10,7189666666667;3545,24563742181;22
22135;V;2,237203429;28;2;38G1;GFR;No;54,6233333333333;11,0833333333333;54,5966666666667;11,1283333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,5966666666667;11,1283333333333;4155,20732303708;22
22136;V;2,281219718;23;2;38G0;GFR;No;54,7416666666667;10,1983333333333;54,7083333333333;10,23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,7083333333333;10,23;4234,56709680647;22
22137;V;2,081813345;18;2;38G0;DEN;No;54,715;10,7483333333333;54,6816666666667;10,7316666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,6816666666667;10,7316666666667;3863,05756730442;22
22138;I;2,20579963;23;2;38G0;DEN;No;54,78;10,4216666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;22
22139;I;2,652230416;25;2;37G1;GFR;No;54,4333333333333;11,525;54,39;11,51;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,39;11,51;4920,88534268457;22
22140;V;4,142090056;24;2;37G1;DEN;No;54,4316666666667;11,6166666666667;54,4083333333333;11,7283333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,4083333333333;11,7283333333333;7699,99316228854;22
22141;V;1,567341614;22;2;37G1;GFR;No;54,24;11,4216666666667;54,2516666666667;11,4616666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,2516666666667;11,4616666666667;2913,02606405147;22
22142;V;1,70987683;24;2;37G1;GFR;No;54,265;11,5016666666667;54,2733333333333;11,5483333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,2733333333333;11,5483333333333;3178,77474156959;22
22143;V;2,705490677;25;2;37G1;GFR;No;54,215;11,5516666666667;54,2316666666667;11,6233333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,2316666666667;11,6233333333333;5029,08171321458;22
22144;V;1,502232345;24;2;37G1;GFR;No;54,3038333333333;11,4861666666667;54,3053333333333;11,4433333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,3053333333333;11,4433333333333;2793,27954497938;22
22145;V;1,625729429;24;2;37G1;GFR;No;54,2983333333333;11,5266666666667;54,2916666666667;11,5716666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,2916666666667;11,5716666666667;3022,51692149782;22
22146;V;1,60670248;25;2;37G1;GFR;No;54,2958333333333;11,605;54,3221666666667;11,5966666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,3221666666667;11,5966666666667;2980,94662838594;22
22147;V;;24;2;38G1;DEN;;54,3793666666667;11,7758333333333;54,38;11,7233333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,38;11,7233333333333;3412,0523800495;22
22148;V;;27;2;38G1;DEN;;54,5416333333333;11,4008666666667;54,5483333333333;11,365;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,5483333333333;11,365;2438,03299044858;22
22149;V;;22;2;38G1;DEN;;54,6283833333333;11,1482;54,64;11,085;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,64;11,085;4281,10937742183;22
22150;V;;30;2;39F9;DEN;;55,1183333333333;9,72;55,1316666666667;9,765;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,1316666666667;9,765;3231,81590391685;22
22151;V;;33;2;39F9;DEN;;55,0583333333333;9,55666666666667;55,045;9,52833333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,045;9,52833333333333;2341,44251777432;22
22152;V;;20;2;39F9;DEN;;55,1616666666667;9,625;55,1566666666667;9,58;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,1566666666667;9,58;2921,83621785036;22
22153;V;;22;2;39F9;DEN;;55,1616666666667;9,77833333333333;55,1883333333333;9,775;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,1883333333333;9,775;2976,30070421964;22
23001;V;;26,5;2;41G2;;No;56,1397333333333;12,5094;55,9575;12,6736666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,9575;12,6736666666667;22726,13383556;23
23002;V;;19;2;40G2;;No;55,9483333333333;12,7215666666667;55,7726666666667;12,8218666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,7726666666667;12,8218666666667;20542,2387995774;23
23003;V;;13;2;40G2;;No;55,8568;12,7501;55,7718666666667;12,8597;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,7718666666667;12,8597;11689,0105441793;23
23004;V;;15;2;40G2;;No;55,7370333333333;12,8878333333333;55,6599;12,9252666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,6599;12,9252666666667;8904,45520621036;23
23005;V;;19,5;2;40G2;;No;55,809;12,7916933333333;55,7354233333333;12,8863333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,7354233333333;12,8863333333333;10118,5244180862;23
