"NrHaul";"RectangleAlpha";"ICES.SD";"Latitude1_deg";"Latitude1_dec_min";"Longitude1_deg";"Longitude1_dec_min";"Layer";"EEZ";"Latitude1_deg_dec";"Longitude1_deg_dec";"codstock";"country"
"1";25065;"39G5";25;55;3.6;15;20.1;4;"DEN";55.06;15.335;"25-32";"DEN ( 25-32 )"
