"NrHaul";"RectangleAlpha";"ICES.SD";"Latitude1_deg";"Latitude1_dec_min";"Longitude1_deg";"Longitude1_dec_min";"Layer";"EEZ";"Latitude1_deg_dec";"Longitude1_deg_dec";"codstock";"country"
"1";25433;"38G5";25;54;50.3;15;27.3;4;"DEN";54.8383333333333;15.455;"25-32";"DEN ( 25-32 )"
