"Year","Index2628Q4","Index2628Q4.CV"
"1991",140500.061833494,0.504842327033811
"1992",54170.1979767936,1.02581538223804
"1993",195282.743281656,0.45170961767704
"1994",173477.762512569,0.538252177037291
"1995",328835.459620382,0.428008788595974
"1996",111376.747723804,0.590011934927124
"1997",136289.093239785,0.271945458015542
"1998",81604.1346181904,0.383443001951322
"1999",70252.5897934143,0.247012769892071
"2000",121727.687724666,0.214909521984432
"2001",205951.392873208,0.225941106010427
"2002",252652.425781206,0.209003624776739
"2003",41348.8958227109,0.20750843925861
"2004",58848.5522579788,0.224198170751613
"2005",112032.743362332,0.165803403503917
"2006",62072.0103831812,0.195170603375558
"2007",249257.403984394,0.206723852683894
"2008",357754.763680937,0.184138850825174
"2009",119424.787137818,0.210696133563248
"2010",260238.604710509,0.180997822188163
"2011",132933.494650368,0.197279555358125
"2012",123440.000104336,0.195557665168913
"2013",93501.4349971868,0.186924967837983
"2014",57828.6153036014,0.194499788501129
"2015",97220.3499205937,0.200179317685027
"2016",85212.6606490723,0.16837454974147
"2017",113939.190632595,0.171061463868162
"2018",60795.8174747711,0.180857796369319
"2019",107053.548131809,0.16625495889634
"2020",60388.3719672634,0.178438926520066
"2021",55205.7029751183,0.177445274173849
"2022",90903.2601587087,0.184060787996368
"2023",61006.2765929372,0.170692336446431
