"Year","Index2223Q4","Index2223Q4.CV"
"1991",2856.69994429474,0.604435327003727
"1992",3735.82418679057,0.322812420147926
"1993",4658.87681630311,0.261410710263992
"1994",2381.11299148912,0.359966586769089
"1995",2481.56256601308,0.334734689321038
"1996",3742.34381832251,0.319657083411576
"1997",4325.67110016619,0.325054099214555
"1998",2206.3789491618,0.313366019461089
"1999",2233.49757840268,0.262267095454753
"2000",2705.55985522207,0.224787112424512
"2001",3201.28524616213,0.21880801405644
"2002",5304.44809422862,0.227422478588028
"2003",2992.89805274648,0.214550689369423
"2004",4747.51679602072,0.220265010484958
"2005",2325.75267332755,0.24173800303963
"2006",4355.45696270331,0.231281439558124
"2007",5570.93908136902,0.196644858510592
"2008",5984.54109800167,0.190286825579848
"2009",7327.93488333199,0.200637010485543
"2010",9119.64955579559,0.181065603557817
"2011",9551.9205489885,0.198436446067487
"2012",9090.19102437231,0.215411548924244
"2013",11044.9022417525,0.212120295868645
"2014",12625.2130517006,0.193767821661393
"2015",26660.6587950718,0.183350204737452
"2016",10812.3710892765,0.167998053883556
"2017",10280.4248952468,0.178349506737397
"2018",7982.98196985504,0.171489911365701
"2019",4396.73828674967,0.176159727574559
"2020",7371.33114493556,0.172349911271664
"2021",6854.93533900355,0.170377715142685
"2022",5669.46415572693,0.159987655812963
"2023",6010.99572770974,0.163929505836087
