NrHaul;Status;Dist;Mean_Depth;Layer;EEZ;NM12;lat1;lon1;lat2;lon2;lat3;lon3;lat4;lon4;lat5;lon5;lat6;lon6;lat7;lon7;lat8;lon8;lat9;lon9;lat10;lon10;lat_end;lon_end;geometry;length;Area
22002;V;3,37720131;18;2;GFR;No;54,1908333333333;11,9238888888889;54,1886111111111;11,8302777777778;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,1886111111111;11,8302777777778;c(11.9238888888889, 11.8302777777778, 54.1908333333333, 54.1886111111111);6115,67854986282;22
22003;V;2,402847472;19;2;GFR;No;54,1855555555556;11,8844444444444;54,2338888888889;11,8838888888889;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,2338888888889;11,8838888888889;c(11.8844444444444, 11.8838888888889, 54.1855555555556, 54.2338888888889);5380,0525846101;22
22004;V;2,523245588;18;2;GFR;No;54,4347222222222;10,6683333333333;54,4586111111111;10,5986111111111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,4586111111111;10,5986111111111;c(10.6683333333333, 10.5986111111111, 54.4347222222222, 54.4586111111111);5246,77500144311;22
22005;V;1,559254268;17;2;GFR;No;54,4066666666667;10,7575;54,4291666666667;10,7327777777778;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,4291666666667;10,7327777777778;c(10.7575, 10.7327777777778, 54.4066666666667, 54.4291666666667);2974,62662374437;22
22006;I;2,252025088;19;2;GFR;No;54,4855555555556;10,6838888888889;54,4519444444445;10,7016666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,4519444444445;10,7016666666667;c(10.6838888888889, 10.7016666666667, 54.4855555555556, 54.4519444444445);3914,91004404439;22
22007;V;3,997592151;16;2;GFR;No;54,4536111111111;11,3883333333333;54,3880555555556;11,3733333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,3880555555556;11,3733333333333;c(11.3883333333333, 11.3733333333333, 54.4536111111111, 54.3880555555556);7361,84897368053;22
22008;V;2,300739154;19;2;GFR;No;54,3355555555556;11,9175;54,3013888888889;11,9177777777778;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,3013888888889;11,9177777777778;c(11.9175, 11.9177777777778, 54.3355555555556, 54.3013888888889);3803,1662915677;22
22011;V;2,496299408;20;2;GFR;No;54,5819444444444;10,1719444444444;54,5647222222222;10,2366666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,5647222222222;10,2366666666667;c(10.1719444444444, 10.2366666666667, 54.5819444444444, 54.5647222222222);4603,82154530621;22
22012;V;1,63928511;25;2;GFR;No;54,4227777777778;11,5186111111111;54,4002777777778;11,515;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,4002777777778;11,515;c(11.5186111111111, 11.515, 54.4227777777778, 54.4002777777778);2515,48513234441;22
22013;V;1,645122169;28;2;GFR;No;54,5272222222222;11,3241666666667;54,5047222222222;11,3552777777778;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,5047222222222;11,3552777777778;c(11.3241666666667, 11.3552777777778, 54.5272222222222, 54.5047222222222);3214,4089940228;22
22014;V;1,63;19;2;DEN;No;54,6211111111111;10,6508333333333;54,5980555555556;10,6508333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,5980555555556;10,6508333333333;c(10.6508333333333, 10.6508333333333, 54.6211111111111, 54.5980555555556);2566,45966555169;22
22016;V;2,480063267;13;2;DEN;No;55,0858333333333;10,8019444444444;55,0519444444444;10,7686111111111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,0519444444444;10,7686111111111;c(10.8019444444444, 10.7686111111111, 55.0858333333333, 55.0519444444444);4332,17690738147;22
22018;V;2,269494257;13;2;DEN;No;55,0672222222222;11,0669444444444;55,0522222222222;11,0863888888889;55,0652777777778;11,085;55,035;11,1019444444444;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,035;11,1019444444444;c(11.0669444444444, 11.0863888888889, 11.085, 11.1019444444444, 55.0672222222222, 55.0522222222222, 55.0652777777778, 55.035);7077,87875621684;22
22019;V;2,498094604;17;2;DEN;No;55,0622222222222;11,4041666666667;55,0558333333333;11,3425;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,0558333333333;11,3425;c(11.4041666666667, 11.3425, 55.0622222222222, 55.0558333333333);4004,18206289435;22
22020;V;2,634058149;18;2;DEN;No;55,2019444444445;10,9341666666667;55,2180555555556;10,9508333333333;55,2186111111111;10,9838888888889;55,2338888888889;10,985;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,2338888888889;10,985;c(10.9341666666667, 10.9508333333333, 10.9838888888889, 10.985, 55.2019444444445, 55.2180555555556, 55.2186111111111, 55.2338888888889);5890,99906476326;22
22021;V;2,038348876;20;2;DEN;No;55,2358333333333;10,8352777777778;55,2338888888889;10,8344444444444;55,2175;10,8341666666667;55,2025;10,8336111111111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,2025;10,8336111111111;c(10.8352777777778, 10.8344444444444, 10.8341666666667, 10.8336111111111, 55.2358333333333, 55.2338888888889, 55.2175, 55.2025);3717,77645251501;22
22022;V;2,499074413;19;2;DEN;No;55,2352777777778;11,0508333333333;55,2341666666667;11,0180555555556;55,2319444444444;11,0016666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,2319444444444;11,0016666666667;c(11.0508333333333, 11.0180555555556, 11.0016666666667, 55.2352777777778, 55.2341666666667, 55.2319444444444);3160,63986589011;22
22023;V;2,49680013;15;2;DEN;No;55,3130555555556;11,0244444444444;55,2669444444444;11,0341666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,2669444444444;11,0341666666667;c(11.0244444444444, 11.0341666666667, 55.3130555555556, 55.2669444444444);5170,52339922078;22
22024;V;2,306584935;18;2;DEN;No;55,3525;9,75444444444445;55,4002777777778;9,74277777777778;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,4002777777778;9,74277777777778;c(9.75444444444445, 9.74277777777778, 55.3525, 55.4002777777778);5370,29317472549;22
22025;V;2,499614753;19;2;DEN;No;55,3872222222222;10,8488888888889;55,3936111111111;10,9263888888889;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,3936111111111;10,9263888888889;c(10.8488888888889, 10.9263888888889, 55.3872222222222, 55.3936111111111);4962,51031053081;22
22026;V;2,278922677;18;2;DEN;No;55,4177777777778;10,7694444444444;55,4172222222222;10,8361111111111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,4172222222222;10,8361111111111;c(10.7694444444444, 10.8361111111111, 55.4177777777778, 55.4172222222222);4222,31499198586;22
22027;V;2,310272905;17;2;DEN;No;55,6336111111111;10,0011111111111;55,6505555555556;10,0694444444444;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,6505555555556;10,0694444444444;c(10.0011111111111, 10.0694444444444, 55.6336111111111, 55.6505555555556);4698,21584403165;22
22029;V;2,105211541;18;2;DEN;No;55,6502777777778;10,6519444444444;55,6177777777778;10,6858333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,6177777777778;10,6858333333333;c(10.6519444444444, 10.6858333333333, 55.6502777777778, 55.6177777777778);4200,98230703762;22
22030;V;2,501233583;18;2;DEN;No;55,7094444444445;10,2755555555556;55,7102777777778;10,2091666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,7102777777778;10,2091666666667;c(10.2755555555556, 10.2091666666667, 55.7094444444445, 55.7102777777778);4174,19610797812;22
22032;V;2,324290986;18;2;DEN;No;55,7686111111111;10,6688888888889;55,8002777777778;10,7336111111111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,8002777777778;10,7336111111111;c(10.6688888888889, 10.7336111111111, 55.7686111111111, 55.8002777777778);5377,67650666508;22
22033;V;2,3;19;2;DEN;No;55,9347222222222;10,4688888888889;55,9005555555556;10,4688888888889;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,9005555555556;10,4688888888889;c(10.4688888888889, 10.4688888888889, 55.9347222222222, 55.9005555555556);3804,12796132622;22
22034;V;2,293086292;14;2;DEN;No;55,985;10,6344444444444;55,985;10,7013888888889;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,985;10,7013888888889;c(10.6344444444444, 10.7013888888889, 55.985, 55.985);4178,46688292163;22
22035;V;2,202461055;20;2;DEN;No;55,9986111111111;10,8688888888889;55,9686111111111;10,9352777777778;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,9686111111111;10,9352777777778;c(10.8688888888889, 10.9352777777778, 55.9986111111111, 55.9686111111111);5322,54384690725;22
22036;V;2,313716664;17;2;DEN;No;55,9175;11,2183333333333;55,885;11,2677777777778;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,885;11,2677777777778;c(11.2183333333333, 11.2677777777778, 55.9175, 55.885);4760,20514386007;22
22037;V;2,201736096;19;2;DEN;No;55,9691666666667;11,0188888888889;55,9505555555556;11,0675;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,9505555555556;11,0675;c(11.0188888888889, 11.0675, 55.9691666666667, 55.9505555555556);3675,86567507978;22
22043;V;1,538497399;23;2;GFR;No;54,1033333333333;11,0794444444444;54,0877777777778;11,0447222222222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,0877777777778;11,0447222222222;c(11.0794444444444, 11.0447222222222, 54.1033333333333, 54.0877777777778);2856,32400710546;22
22044;V;2,50137991;21;2;GFR;No;54,1202777777778;11,1669444444444;54,1422222222222;11,235;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,1422222222222;11,235;c(11.1669444444444, 11.235, 54.1202777777778, 54.1422222222222);5075,18789695439;22
22045;V;3,27520726;21;2;GFR;No;54,2911111111111;11,3030555555556;54,2411111111111;11,3433333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,2411111111111;11,3433333333333;c(11.3030555555556, 11.3433333333333, 54.2911111111111, 54.2411111111111);6153,21804537482;22
22047;V;4,810127663;21;2;GFR;No;54,3036111111111;11,4302777777778;54,2255555555556;11,4286111111111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,2255555555556;11,4286111111111;c(11.4302777777778, 11.4286111111111, 54.3036111111111, 54.2255555555556);8689,03678610519;22
22048;V;3,458943767;25;2;GFR;No;54,2461111111111;11,6197222222222;54,2313888888889;11,5280555555556;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,2313888888889;11,5280555555556;c(11.6197222222222, 11.5280555555556, 54.2461111111111, 54.2313888888889);6197,25098991876;22
22050;V;2,602628031;23;2;GFR;No;54,235;11,3338888888889;54,215;11,3344444444444;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,215;11,3344444444444;c(11.3338888888889, 11.3344444444444, 54.235, 54.215);2226,47867002935;22
22051;V;1,66523591;25;2;GFR;No;54,2466666666667;11,7225;54,2533333333333;11,7675;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,2533333333333;11,7675;c(11.7225, 11.7675, 54.2466666666667, 54.2533333333333);3025,61156108616;22
22052;V;1,500702709;23;2;GFR;No;54,2852777777778;11,9261111111111;54,3013888888889;11,9366666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,3013888888889;11,9366666666667;c(11.9261111111111, 11.9366666666667, 54.2852777777778, 54.3013888888889);1920,53396715583;22
22053;V;2,971989309;25;2;GFR;No;54,3133333333333;11,695;54,305;11,6130555555556;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,305;11,6130555555556;c(11.695, 11.6130555555556, 54.3133333333333, 54.305);5413,73334601137;22
22054;I;2,499128139;22;2;GFR;No;54,4897222222222;10,7063888888889;54,4875;10,7813888888889;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,4875;10,7813888888889;c(10.7063888888889, 10.7813888888889, 54.4897222222222, 54.4875);4866,69969747381;22
22055;I;2,50152487;22;2;GFR;No;54,3677777777778;10,6713888888889;54,4025;10,6672222222222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,4025;10,6672222222222;c(10.6713888888889, 10.6672222222222, 54.3677777777778, 54.4025);3874,47412773954;22
22056;V;2,498215162;21;2;GFR;No;54,3341666666667;11,3827777777778;54,3044444444444;11,3436111111111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,3044444444444;11,3436111111111;c(11.3827777777778, 11.3436111111111, 54.3341666666667, 54.3044444444444);4176,28819026057;22
22057;V;4,000503846;23;2;GFR;No;54,4147222222222;11,4272222222222;54,3497222222222;11,4052777777778;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,3497222222222;11,4052777777778;c(11.4272222222222, 11.4052777777778, 54.4147222222222, 54.3497222222222);7374,43632230669;22
22058;V;3,171366239;24;2;GFR;No;54,4547222222222;11,4216666666667;54,415;11,4261111111111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,415;11,4261111111111;c(11.4216666666667, 11.4261111111111, 54.4547222222222, 54.415);4430,9987700345;22
22060;V;2,808374984;25;2;GFR;No;54,3680555555556;11,79;54,3825;11,7116666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,3825;11,7116666666667;c(11.79, 11.7116666666667, 54.3680555555556, 54.3825);5338,34232383288;22
22062;V;1,498487232;21;2;GFR;No;54,5441666666667;10,1605555555556;54,5619444444444;10,19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,5619444444444;10,19;c(10.1605555555556, 10.19, 54.5441666666667, 54.5619444444444);2746,96666340427;22
22063;V;2,674295808;21;2;GFR;No;54,5661111111111;10,2308333333333;54,5394444444444;10,165;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,5394444444444;10,165;c(10.2308333333333, 10.165, 54.5661111111111, 54.5394444444444);5191,94363102202;22
22064;V;2,696373855;21;2;GFR;No;54,635;10,34;54,6730555555555;10,3569444444444;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,6730555555555;10,3569444444444;c(10.34, 10.3569444444444, 54.635, 54.6730555555555);4375,13145398008;22
22065;V;2,503574502;25;2;DEN;No;54,6011111111111;10,6494444444444;54,6441666666667;10,59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,6441666666667;10,59;c(10.6494444444444, 10.59, 54.6011111111111, 54.6441666666667);6141,19675698364;22
22071;V;2,882454463;28;2;DEN;No;54,5344444444444;11,4011111111111;54,5177777777778;11,4508333333333;54,5016666666667;11,4669444444444;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,5016666666667;11,4669444444444;c(11.4011111111111, 11.4508333333333, 11.4669444444444, 54.5344444444444, 54.5177777777778, 54.5016666666667);5790,55556232415;22
22072;V;1,560583391;28;2;GFR;No;54,5647222222222;11,3705555555556;54,5483333333333;11,4061111111111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,5483333333333;11,4061111111111;c(11.3705555555556, 11.4061111111111, 54.5647222222222, 54.5483333333333);2935,96923739453;22
22075;V;2,253023428;28;2;DEN;No;54,8008333333333;10,1352777777778;54,7677777777778;10,1688888888889;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,7677777777778;10,1688888888889;c(10.1352777777778, 10.1688888888889, 54.8008333333333, 54.7677777777778);4268,08418413477;22
22076;V;1,694786744;32;2;DEN;No;54,8197222222222;10,2797222222222;54,8516666666667;10,2577777777778;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,8516666666667;10,2577777777778;c(10.2797222222222, 10.2577777777778, 54.8197222222222, 54.8516666666667);3825,42559525933;22
22077;V;1,596016945;28;2;DEN;No;54,7008333333333;10,3291666666667;54,6941666666667;10,3716666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,6941666666667;10,3716666666667;c(10.3291666666667, 10.3716666666667, 54.7008333333333, 54.6941666666667);2838,88956245007;22
22078;V;2,225532129;33;2;DEN;No;54,9672222222222;10,1022222222222;54,9338888888889;10,1347222222222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,9338888888889;10,1347222222222;c(10.1022222222222, 10.1347222222222, 54.9672222222222, 54.9338888888889);4255,10778839132;22
22079;V;2,502682312;31;2;DEN;No;55,0858333333333;9,98555555555556;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c(9.98555555555556, 55.0858333333333);0;22
22081;V;2,400982588;28;2;DEN;No;55,1008333333333;9,99111111111111;55,0525;9,98777777777778;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,0525;9,98777777777778;c(9.99111111111111, 9.98777777777778, 55.1008333333333, 55.0525);5384,91606197862;22
22082;V;2,497195923;37;2;DEN;No;55,11;11,3180555555556;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c(11.3180555555556, 55.11);0;22
22084;V;1,941279148;33;2;DEN;No;55,1858333333333;11,0683333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c(11.0683333333333, 55.1858333333333);0;22
22085;V;2,501765966;22;2;DEN;DEN;55,6516666666667;10,5363888888889;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c(10.5363888888889, 55.6516666666667);0;22
22086;V;2,50224799;23;2;DEN;No;55,61;10,9266666666667;55,5513888888889;10,9152777777778;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5513888888889;10,9152777777778;c(10.9266666666667, 10.9152777777778, 55.61, 55.5513888888889);6564,8309174566;22
22087;V;2,244448428;38;2;DEN;No;55,5511111111111;10,8341666666667;55,5175;10,8519444444444;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5175;10,8519444444444;c(10.8341666666667, 10.8519444444444, 55.5511111111111, 55.5175);3906,77111147848;22
22089;V;2,199041787;21;2;DEN;No;55,6852777777778;10,2172222222222;55,7005555555556;10,1511111111111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,7005555555556;10,1511111111111;c(10.2172222222222, 10.1511111111111, 55.6852777777778, 55.7005555555556);4492,00662488993;22
22090;V;2,253864608;23;2;DEN;No;55,7008333333333;10,4522222222222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c(10.4522222222222, 55.7008333333333);0;22
22091;V;2,49852527;21;2;DEN;No;55,7255555555556;10,6338888888889;55,7180555555556;10,5719444444444;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,7180555555556;10,5719444444444;c(10.6338888888889, 10.5719444444444, 55.7255555555556, 55.7180555555556);3981,15776583195;22
22092;V;2,381611185;38;2;DEN;No;55,8188888888889;10,8172222222222;55,7847222222222;10,8341666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,7847222222222;10,8341666666667;c(10.8172222222222, 10.8341666666667, 55.8188888888889, 55.7847222222222);3949,68242004258;22
22094;V;2,288424957;23;2;DEN;No;56,035;10,9183333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c(10.9183333333333, 56.035);0;22
22100;V;2,057291222;45;3;DEN;No;55,7025;10,7838888888889;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c(10.7838888888889, 55.7025);0;22
22103;V;2,495294066;37;2;DEN;No;55,0588888888889;11,0394444444444;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c(11.0394444444444, 55.0588888888889);0;22
22104;V;2,490990384;22;2;DEN;DEN;55,5786111111111;10,9183333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c(10.9183333333333, 55.5786111111111);0;22
22106;V;2,501893033;18;2;DEN;No;55,6502777777778;10,2072222222222;55,6386111111111;10,2730555555556;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,6386111111111;10,2730555555556;c(10.2072222222222, 10.2730555555556, 55.6502777777778, 55.6386111111111);4343,90114231486;22
22108;V;2,501518681;22;2;GFR;No;54,4511111111111;10,6738888888889;54,4858333333333;10,6697222222222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,4858333333333;10,6697222222222;c(10.6738888888889, 10.6697222222222, 54.4511111111111, 54.4858333333333);3874,48935751428;22
22112;V;2,497536563;25;2;DEN;No;55,6675;10,4066666666667;55,6530555555556;10,4713888888889;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,6530555555556;10,4713888888889;c(10.4066666666667, 10.4713888888889, 55.6675, 55.6530555555556);4379,50396771828;22
22114;V;1,612394072;26;2;GFR;No;54,1352777777778;11,3022222222222;54,1761111111111;11,3288888888889;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,1761111111111;11,3288888888889;c(11.3022222222222, 11.3288888888889, 54.1352777777778, 54.1761111111111);4867,52408362996;22
22116;V;2,500655536;25;2;DEN;No;54,6880555555556;10,4822222222222;54,7211111111111;10,4227777777778;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,7211111111111;10,4227777777778;c(10.4822222222222, 10.4227777777778, 54.6880555555556, 54.7211111111111);5312,64760697949;22
22118;V;2,502761926;18;2;DEN;No;55,6380555555556;10,3497222222222;55,6263888888889;10,4266666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,6263888888889;10,4266666666667;c(10.3497222222222, 10.4266666666667, 55.6380555555556, 55.6263888888889);5017,31685294442;22
22121;V;2,500912712;37;2;DEN;No;55,0597222222222;11,1002777777778;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c(11.1002777777778, 55.0597222222222);0;22
22122;V;2,493024573;22;2;DEN;No;55,5469444444444;10,8538888888889;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c(10.8538888888889, 55.5469444444444);0;22
22123;V;1,499857173;20;2;GFR;No;54,4636111111111;10,5986111111111;54,4505555555556;10,6361111111111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,4505555555556;10,6361111111111;c(10.5986111111111, 10.6361111111111, 54.4636111111111, 54.4505555555556);2833,1867333399;22
22124;V;2,505677405;33;2;DEN;No;54,8244444444444;10,2980555555556;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c(10.2980555555556, 54.8244444444444);0;22
22125;V;2,494382432;22;2;DEN;No;55,4022222222222;10,8263888888889;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c(10.8263888888889, 55.4022222222222);0;22
22127;V;1,963526485;27;2;GFR;No;54,6025;11,2338888888889;54,6263888888889;11,1838888888889;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,6263888888889;11,1838888888889;c(11.2338888888889, 11.1838888888889, 54.6025, 54.6263888888889);4184,06669741035;22
22128;I;2,498661026;33;2;DEN;No;54,8230555555556;10,1513888888889;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c(10.1513888888889, 54.8230555555556);0;22
22129;I;2,496760899;37;2;DEN;No;54,7080555555556;10,7438888888889;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c(10.7438888888889, 54.7080555555556);0;22
22130;V;2,495740794;22;2;DEN;No;55,3425;10,9072222222222;55,3072222222222;10,9419444444444;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,3072222222222;10,9419444444444;c(10.9072222222222, 10.9419444444444, 55.3425, 55.3072222222222);4503,62812024649;22
22131;V;1,590010544;15;2;DEN;No;54,6186111111111;10,6588888888889;54,6030555555556;10,6591666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,6030555555556;10,6591666666667;c(10.6588888888889, 10.6591666666667, 54.6186111111111, 54.6030555555556);1731,68061532821;22
22134;V;1,906998807;22;2;GFR;No;54,585;10,7741666666667;54,685;10,755;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,685;10,755;c(10.7741666666667, 10.755, 54.585, 54.685);11200,2719545882;22
22135;V;2,237203429;28;2;GFR;No;54,6177777777778;11,0863888888889;54,5855555555556;11,1186111111111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,5855555555556;11,1186111111111;c(11.0863888888889, 11.1186111111111, 54.6177777777778, 54.5855555555556);4147,52448175165;22
22136;V;2,281219718;23;2;GFR;No;54,7347222222222;10,1858333333333;54,7013888888889;10,2188888888889;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,7013888888889;10,2188888888889;c(10.1858333333333, 10.2188888888889, 54.7347222222222, 54.7013888888889);4278,5805862357;22
