Status;NrHaul;RectangleAlpha;ICES SD;Latitude1_deg;Latitude1_dec_min;Longitude1_deg;Longitude1_dec_min;Latitude2_deg;Latitude2_dec_min;Longitude2_deg;Longitude2_dec_min;Latitude3_deg;Latitude3_dec_min;Longitude3_deg;Longitude3_dec_min;Latitude4_deg;Latitude4_dec_min;Longitude4_deg;Longitude4_dec_min;Latitude5_deg;Latitude5_dec_min;Longitude5_deg;Longitude5_dec_min;Latitude6_deg;Latitude6_dec_min;Longitude6_deg;Longitude6_dec_min;Latitude7_deg;Latitude7_dec_min;Longitude7_deg;Longitude7_dec_min;Latitude8_deg;Latitude8_dec_min;Longitude8_deg;Longitude8_dec_min;Latitude9_deg;Latitude9_dec_min;Longitude9_deg;Longitude9_dec_min;Latitude10_deg;Latitude10_dec_min;Longitude10_deg;Longitude10_dec_min;0;Mean_Depth;Depth1;Depth2;Depth3;Depth4;Depth5;Depth6;Depth7;Depth8;Depth9;Depth10;Source;EEZ;NM12;Rope;Direction;Distance;0;0;Dist;Layer;Latitude_end_deg;Latitude_end_dec_min;Longitude_end_deg;Longitude_end_dec_min;;
V;22112;40G0;22;55;39,63;10;23,84;55;39,11;10;28,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;27;28;;;;;;;;;22088,03;DEN;No;;;2,497536563;;1;2,497536563;2;55;39,11;10;28,17;;
V;22114;37G1;22;54;8,7;11;17,68;54;9,94;11;19,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;21;20;;;;;;;;;22044,04;GFR;No;;;1,612394072;;2;1,612394072;2;54;9,94;11;19,44;;
V;22115;37G1;22;54;13,048;11;20,04;54;14,54;10;20,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;21;22;;;;;;;;;22056,04;GFR;No;;1;2,499945398;;2;2,499945398;2;54;14,54;10;20,46;;
V;22116;38G0;22;54;41,17;10;28,56;54;42,76;10;25,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;21;20;;;;;;;;;22065,04;DEN;No;;1;2,500655536;;1;2,500655536;2;54;42,76;10;25,22;;
V;22117;40G0;22;55;30,3;10;41,58;55;28,23;10;44,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;28;29;;;;;;;;;22085,04;DEN;No;;;2,49550752;;1;2,49550752;2;55;28,23;10;44,04;;
V;22118;40G0;22;55;37,77;10;20,59;55;37,35;10;24,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;16;16;;;;;;;;;22028,05;DEN;No;;;2,502761926;;1;2,502761926;2;55;37,35;10;24,96;;
V;22120;38F9;22;54;54,5;9;59,37;54;55,55;9;55,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;32;32;;;;;;;;;22080,05;DEN;No;;1;2,501358347;;1;2,501358347;2;54;55,55;9;55,42;;
V;22121;38G1;22;55;2,95;11;6,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37;35;36;;;;;;;;;22082,05;DEN;No;;1;2,500912712;;1;2,500912712;2;;;;;;
V;22122;39G0;22;55;32,49;10;51,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;29;30;;;;;;;;;22085,05;DEN;No;;;2,493024573;;1;2,493024573;2;;;;;;
V;22123;37G0;22;54;27,49;10;35,55;54;27,02;10;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;13;12;;;;;;;;;22011,06;GFR;No;;;1,499857173;;2;1,499857173;2;54;27,02;10;38;;
V;22124;38F9;22;54;48,88;10;17,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;32;32;;;;;;;;;22080,06;DEN;No;;1;2,505677405;;1;2,505677405;2;;;;;;
V;22125;39G0;22;55;24,08;10;48,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;31;33;;;;;;;;;22085,07;DEN;No;;;2,494382432;;1;2,494382432;2;;;;;;
I;22126;40G0;22;55;40;10;38,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;30;30;;;;;;;;;22088,07;DEN;No;;;2,499631553;;1;2,499631553;2;;;;;;
V;22127;37G1;22;54;35,69;11;13,62;54;36,95;11;11,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;18;18;;;;;;;;;22054,08;GFR;No;;1;1,963526485;;2;1,963526485;2;54;36,95;11;11,02;;
I;22128;38F9;22;54;48,83;10;9,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;32;32;;;;;;;;;22080,08;DEN;No;;1;2,498661026;;1;2,498661026;2;;;;;;
I;22129;38G0;22;54;41,89;10;44,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37;38;39;;;;;;;;;22082,08;DEN;No;;1;2,496760899;;1;2,496760899;2;;;;;;
V;22130;39G0;22;55;19,93;10;53,86;55;17,86;10;56,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;34;36;;;;;;;;;22085,09;DEN;No;;;2,495740794;;1;2,495740794;2;55;17,86;10;56,31;;
V;22131;38G0;22;54;37,7;10;38,92;54;36,11;10;38,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;16;17;;;;;;;;;22017,1;DEN;No;;1;1,590010544;;1;1,590010544;2;54;36,11;10;38,93;;
V;22132;37G1;22;54;14,1338;11;25,1236;54;17,3858;11;25,738;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23,33333333;24;22;24;;;;;;;;German R/V;GFR;No;;;3,271739484;;1;3,271739484;2;54;17,3858;11;25,738;;
V;22134;38G0;22;54;33,126;10;46,27;54;32,546;10;43,138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;21;23;;;;;;;;;German R/V;GFR;No;;1;1,906998807;;2;1,906998807;2;54;32,546;10;43,138;;
V;22135;38G1;22;54;37,4;11;5;54;35,8;11;7,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;28;28;;;;;;;;;Havfisken;GFR;No;;;2,237203429;;2;2,237203429;2;54;35,8;11;7,7;;
V;22136;38G0;22;54;44,5;10;11,9;54;42,5;10;13,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;23;23;;;;;;;;;Havfisken;GFR;No;;;2,281219718;;2;2,281219718;2;54;42,5;10;13,8;;
V;22137;38G0;22;54;42,9;10;44,9;54;40,9;10;43,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;18;18;;;;;;;;;Havfisken;DEN;No;;1;2,081813345;;1;2,081813345;2;54;40,9;10;43,9;;
I;22138;38G0;22;54;46,8;10;25,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;23;23;23;;;;;;;;Havfisken;DEN;No;;;2,20579963;;1;2,20579963;2;;;;;;
I;22139;37G1;22;54;26;11;31,5;54;23,4;11;30,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;;;;;;;;;Solea;GFR;No;;;;;2;2,652230416;2;54;23,4;11;30,6;;
V;22140;37G1;22;54;25,9;11;37;54;24,5;11;43,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;;;;;;;;Solea;DEN;No;1;;;;1;4,142090056;2;54;24,5;11;43,7;;
V;22141;37G1;22;54;14,4;11;25,3;54;15,1;11;27,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;;;;;;;;Solea;GFR;No;1;;;;1;1,567341614;2;54;15,1;11;27,7;;
V;22142;37G1;22;54;15,9;11;30,1;54;16,4;11;32,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;;;;;;;;Solea;GFR;No;1;;;;1;1,70987683;2;54;16,4;11;32,9;;
V;22143;37G1;22;54;12,9;11;33,1;54;13,9;11;37,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;;;;;;;;;Solea;GFR;No;1;;;;2;2,705490677;2;54;13,9;11;37,4;;
V;22144;37G1;22;54;18,23;11;29,17;54;18,32;11;26,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;;;;;;;;Solea;GFR;No;1;;;;2;1,502232345;2;54;18,32;11;26,6;;
V;22145;37G1;22;54;17,9;11;31,6;54;17,5;11;34,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;;;;;;;;Solea;GFR;No;1;;;;2;1,625729429;2;54;17,5;11;34,3;;
V;22146;37G1;22;54;17,75;11;36,3;54;19,33;11;35,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;;;;;;;;;Solea;GFR;No;1;;;;2;1,60670248;2;54;19,33;11;35,8;;
V;23001;41G2;23;56;8,384;12;30,564;55;57,45;12;40,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,5;;28;25;;;;;;;;German R/V;;No;;;;;;;2;55;57,45;12;40,42;;
V;23002;40G2;23;55;56,9;12;43,294;55;46,36;12;49,312;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;28;10;;;;;;;;German R/V;;No;;;;;;;2;55;46,36;12;49,312;;
V;23003;40G2;23;55;51,408;12;45,006;55;46,312;12;51,582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;;16;10;;;;;;;;German R/V;;No;;;;;;;2;55;46,312;12;51,582;;
V;23004;40G2;23;55;44,222;12;53,27;55;39,594;12;55,516;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;18;12;;;;;;;;German R/V;;No;;;;;;;2;55;39,594;12;55,516;;
V;23005;40G2;23;55;48,54;12;47,5016;55;44,1254;12;53,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19,5;;21;18;;;;;;;;German R/V;;No;;;;;;;2;55;44,1254;12;53,18;;
V;23006;40G2;23;55;44,3744;12;52,0084;55;41,93;12;55,5766;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;16;16;;;;;;;;German R/V;;No;;;;;;;2;55;41,93;12;55,5766;;
V;23007;41G2;23;56;7,0042;12;33,1308;56;5,48;12;36,348;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;16;30;;;;;;;;German R/V;;No;;;;;;;2;56;5,48;12;36,348;;
V;23008;40G2;23;55;56,4248;12;41,54;55;55,1044;12;43,4674;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,5;;28;25;;;;;;;;German R/V;;No;;;;;;;2;55;55,1044;12;43,4674;;
V;23009;40G2;23;55;54,2838;12;44,1074;55;50,378;12;45,246;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;19;23;;;;;;;;German R/V;;No;;;;;;;2;55;50,378;12;45,246;;
V;23010;41G2;23;56;14;12;25,05;56;12;12;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23,5;;24;23;;;;;;;;Argos;;No;;;;;;;2;56;12;12;26;;
V;23011;40G2;23;55;56;12;41;55;54,05;12;42,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;;26;30;;;;;;;;Argos;;No;;;;;;;2;55;54,05;12;42,05;;
V;23012;40G2;23;55;48;12;51;55;46;12;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;18;14;;;;;;;;Argos;;No;;;;;;;2;55;46;12;52;;
V;24001;37G2;24;54;23,05;12;11,63;54;24,35;12;13,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;19;25;;;;;;;;;German R/V;GFR;No;;;1,616412896;;;1,616412896;2;54;24,35;12;13,28;;
V;24002;37G2;24;54;26,48;12;20,88;54;25,92;12;20,29;54;25,38;12;19,89;54;24,85;12;19,4;;;;;;;;;;;;;;;;;;;;;;;;;;18;15;;;;;;;;;;Solea;GFR;No;4;1;1,846594079;;;1,846594079;2;54;24,85;12;19,4;;
V;24004;37G4;24;54;29;14;45,2;54;26,61;14;46,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;21;21;;;;;;;;;Polish;POL;No;1;;2,496303573;;;2,496303573;2;54;26,61;14;46,44;;
V;24005;38G2;24;54;39,6;12;11,2;54;40,05;12;13,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;13;14;;;;;;;;;German R/V;DEN;No;1;;1,619596704;;;1,619596704;2;54;40,05;12;13,89;;
V;24006;38G2;24;54;35,31;12;27,37;54;38,55;12;27,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;14;17;;;;;;;;;German R/V;GFR;No;1;;3,241676121;;;3,241676121;2;54;38,55;12;27,55;;
V;24007;38G2;24;54;37,44;12;55,14;54;37,58;12;56,54;54;37,71;12;58,83;54;37,98;12;59,72;;;;;;;;;;;;;;;;;;;;;;;;;;15;15;;;;;;;;;;Solea;GFR;No;1;;2,736150747;;;2,736150747;2;54;37,98;12;59,72;;
V;24008;38G3;24;54;30,01;13;58,73;54;30,4;13;58,14;54;30,94;13;57,65;54;31,37;13;56,66;;;;;;;;;;;;;;;;;;;;;;;;;;18;18;;;;;;;;;;Solea;GFR;No;4;1;1,847146144;;;1,847146144;2;54;31,37;13;56,66;;
V;24009;38G3;24;54;31,54;13;57,76;54;29,51;14;2,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;18;17;;;;;;;;;German R/V;GFR;No;1;;3,253830553;;;3,253830553;2;54;29,51;14;2,14;;
V;24011;38G4;24;54;31,63;14;18,57;54;32,19;14;13,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;46;39;;;;;;;;;German R/V;GFR;No;1;1;3,091652817;;;3,091652817;2;54;32,19;14;13,33;;
V;24012;38G4;24;54;31,93;14;15,04;54;31,41;14;17,6;54;30,97;14;19,48;54;30,46;14;21,75;;;;;;;;;;;;;;;;;;;;;;;;;;17;18;;;;;;;;;;Solea;GFR;No;4;;4,163584095;;;4,163584095;2;54;30,46;14;21,75;;
V;24014;38G4;24;54;30,19;14;22,94;54;29,86;14;24,51;54;29,67;14;25,8;54;29,28;14;27,08;;;;;;;;;;;;;;;;;;;;;;;;;;17;18;;;;;;;;;;Solea;GFR;No;4;;2,582019066;;;2,582019066;2;54;29,28;14;27,08;;
V;24015;38G2;24;54;42,05;12;19,8;54;40,74;12;17,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;18;;;;;;;;;;Solea;DEN;No;1;1;1,731912957;;;1,731912957;2;54;40,74;12;17,84;;
V;24016;38G2;24;54;41,28;12;58,35;54;40,13;13;3,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;24;27;;;;;;;;;German R/V;GFR;No;;;3,240506409;;;3,240506409;2;54;40,13;13;3,59;;
V;24017;38G2;24;54;52,97;12;36,41;54;53,48;12;38,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;18;;;;;;;;;;Solea;DEN;No;4;;2,698167252;;;1,520315965;2;54;53,48;12;38,9;;
V;24018;38G2;24;54;52,13;12;37,2;54;50,68;12;40,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;18;19;;;;;;;;;German R/V;DEN;No;1;;2,496259629;;;2,496259629;2;54;50,68;12;40,73;;
V;24020;39G3;24;55;16,17;13;55,99;55;15,35;14;0,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37;37;37;;;;;;;;;S;SWE;No;1;;2,497487388;;;2,497487388;2;55;15,35;14;0,13;;
V;24021;38G3;24;54;29,57;13;43,66;54;30,75;13;47,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;22;23;;;;;;;;;German R/V;GFR;No;;;2,502231369;;;2,502231369;2;54;30,75;13;47,46;;
V;24022;37G4;24;54;26,75;14;57,3;54;27,17;14;55,03;54;27,52;14;53,25;54;27,69;14;51,77;;;;;;;;;;;;;;;;;;;;;;;;;;31;31;;;;;;;;;;Solea;POL;No;1;1;3,354320046;;;3,354320046;2;54;27,69;14;51,77;;
V;24024;38G3;24;54;34,4;13;47,6;54;32,8;13;48,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;;;;;;;;German R/V;GFR;No;1;;2,496148989;;9;1,62605551;2;54;32,8;13;48,1;;
V;24025;38G3;24;54;39,14;13;44,01;54;42,16;13;37,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39;42;36;;;;;;;;;German R/V;GFR;No;;1;4,816711991;;;4,816711991;2;54;42,16;13;37,52;;
V;24030;38G3;24;54;33,42;13;48,1;54;31,55;13;48,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;23;20;;;;;;;;;German R/V;GFR;No;;;1,918641507;;;1,918641507;2;54;31,55;13;48,84;;
V;24031;38G3;24;54;39,11;13;50,17;54;41,57;13;49,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;26;33;;;;;;;;;German R/V;GFR;No;1;1;2,503118038;;;2,503118038;2;54;41,57;13;49,37;;
V;24039;38G4;24;54;39,36;14;9,47;54;37,57;14;11,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29;39;50;;;;;;;;;German R/V;GFR;No;1;;2,157073596;;;2,157073596;2;54;37,57;14;11,55;;
V;24041;38G4;24;54;37;14;22;54;38,01;14;19,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;22;28;;;;;;;;;S;GFR;No;1;1;2,004096749;;;2,004096749;2;54;38,01;14;19,01;;
V;24046;38G4;24;54;40,2;14;30,7;54;38,7;14;31,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;;;;;;;;;;;Dana;DEN;No;;1;2,988257547;;;1,553693478;2;54;38,7;14;31,4;;
V;24047;38G4;24;54;35,4;14;27,96;54;34,47;14;30,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;31;25;;;;;;;;;German R/V;GFR;No;1;1;2,286268808;;;1,644363374;2;54;34,47;14;30,3;;
V;24055;38G4;24;54;34,16;14;43,13;54;35,7;14;39,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;28;35;;;;;;;;;German R/V;POL;No;1;1;2,500829544;;;2,500829544;2;54;35,7;14;39,73;;
V;24057;37G4;24;54;32,3;14;56,3;54;33,1;14;59,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39;40;40;;;;;;;;;Polish;POL;No;;;1,862724366;;;1,862724366;2;54;33,1;14;59,2;;
V;24058;38G2;24;54;44,48;12;18,15;54;42,46;12;15,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;20;20;;;;;;;;;German R/V;DEN;No;1;1;2,496419918;;;2,496419918;2;54;42,46;12;15,61;;
V;24059;38G2;24;54;46,77;12;21,78;54;48,43;12;21,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;15;23;;;;;;;;;German R/V;DEN;No;1;1;1,680151099;;;1,680151099;2;54;48,43;12;21,33;;
V;24062;38G3;24;54;48,24;13;0,36;54;48,23;12;56,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29;11;12;;;;;;;;;German R/V;GFR;No;1;1;2,501493696;;;2,501493696;2;54;48,23;12;56,02;;
V;24063;38G3;24;54;42,6;13;9;54;42,41;13;14,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29;27;30;;;;;;;;;German R/V;GFR;No;1;;3,490646035;;;3,200534069;2;54;42,41;13;14,53;;
V;24065;38G3;24;54;45,16;13;16,48;54;44,37;13;19,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;24;35;;;;;;;;;German R/V;GFR;No;;;1,814484232;;;1,814484232;2;54;44,37;13;19,31;;
V;24066;38G3;24;54;44,6;13;20,22;54;44,24;13;23,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39;35;42;;;;;;;;;German R/V;GFR;No;;;1,77452221;;;1,77452221;2;54;44,24;13;23,23;;
V;24067;38G3;24;54;48,79;13;25,34;54;46,77;13;27,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;30;33;;;;;;;;;German R/V;GFR;No;1;;2,501676817;;;2,501676817;3;54;46,77;13;27,9;;
V;24069;38G3;24;54;44,72;13;30,44;54;42,53;13;32,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;37;31;;;;;;;;;German R/V;GFR;No;;;2,514612406;;;2,514612406;2;54;42,53;13;32,58;;
V;24071;38G3;24;54;45,5;13;55,22;54;44,17;13;53,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;40;41;;;;;;;;;German R/V;GFR;No;1;1;2,499548512;;;2,499548512;3;54;44,17;13;53,29;;
I;24076;38G3;24;54;47,01;13;58,26;54;46,61;13;56,27;54;46,18;13;53,68;54;45,74;13;51,79;;;;;;;;;;;;;;;;;;;;;;;;;;39;39;;;;;;;;;;Solea;GFR;No;4;1;3,945775639;;;3,945775639;2;54;45,74;13;51,79;;
V;24078;38G4;24;54;41,59;14;7,13;54;40,49;14;4,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;27;28;;;;;;;;;German R/V;GFR;No;1;1;1,834669979;;;1,834669979;2;54;40,49;14;4,59;;
V;24080;38G4;24;54;40,88;14;26,16;54;41,67;14;28,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;26;28;;;;;;;;;German R/V;DEN;No;1;;1,586404733;;;1,586404733;2;54;41,67;14;28,54;;
V;24081;38G4;24;54;40,4;14;30,3;54;41,4;14;31,1;54;42,3;14;31,5;54;43,4;14;32,1;;;;;;;;;;;;;;;;;;;;;;;;;;38;34;34;34;34;;;;;;;Dana;DEN;No;;;3,184294695;;;3,184294695;2;54;43,4;14;32,1;;
V;24085;38G4;24;54;47,53;14;41,5;54;45,01;14;34,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;39;39;;;;;;;;;German R/V;DEN;No;1;1;4,932168795;;;4,932168795;3;54;45,01;14;34,15;;
V;24086;39G2;24;54;59,23;12;40,34;54;58,22;12;42,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;32;25;;;;;;;;;German R/V;DEN;No;1;;1,486274493;;;1,486274493;2;54;58,22;12;42,24;;
V;24089;38G2;24;54;54,1254;12;54;54;55;12;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;;;;;;;;;;;Dana;DEN;No;;;2,648233881;;;2,460194555;3;54;55;12;58;;
V;24092;38G4;24;54;52,3;14;57,8;54;54;14;57,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;;;;;;;;;;;Dana;DEN;No;;1;3,151512409;;;1,70097285;3;54;54;14;57,9;;
V;24093;39G2;24;55;5,9;12;47,2;55;6,9;12;48,7;55;7,8;12;50;55;8,3;12;51,3;;;;;;;;;;;;;;;;;;;;;;;;;;33;6;6;6;6;;;;;;;Dana;DEN;No;1;;3,380689107;;;3,380689107;2;55;8,3;12;51,3;;
I;24094;39G2;24;55;5;12;47;55;4,85;12;47,1;55;4,94;12;44,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;26;28;;;;;;;;;Dana;DEN;No;;;1,499694144;;;1,645820224;2;55;4,94;12;44,51;;
V;24095;39G2;24;55;5;12;50,1;55;5,1;12;53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;;;;;;;;;;;German R/V;DEN;No;1;;2,500892428;;;1,66288974;2;55;5,1;12;53;;
V;24101;39G3;24;55;6,87;13;52,47;55;5,87;13;50,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46;46;46;;;;;;;;;German R/V;SWE;No;1;1;1,661742972;;;1,661742972;3;55;5,87;13;50,15;;
V;24104;39G3;24;55;3,98;13;20,4;55;4,01;13;23,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;30;32;;;;;;;;;German R/V;SWE;No;;;1,69304397;;7;1,569276828;3;55;4,01;13;23,14;;
V;24107;39G3;24;55;16,4;13;44,6;55;15,1;13;42,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41;;;;;;;;;;;S;SWE;No;1;;2,499676131;;;1,621221675;3;55;15,1;13;42,9;;
V;24125;39G3;24;55;15,71;13;57,57;55;14,42;14;1,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39;38;38;;;;;;;;;S;SWE;No;1;;2,501420193;;;2,501420193;2;55;14,42;14;1,33;;
V;24130;39G4;24;55;16,17;14;2,63;55;16,03;14;5,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;31;34;;;;;;;;;S;SWE;No;1;;1,561661343;;;1,561661343;2;55;16,03;14;5,36;;
V;24142;39G4;24;55;16,4;14;5;55;15,62;14;9,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;31;32;;;;;;;;;S;SWE;No;1;;2,500640726;;;2,500640726;2;55;15,62;14;9,17;;
I;24147;39G3;24;55;17,9;13;51,39;55;19,33;13;50,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;32;32;;;;;;;;;S;SWE;No;1;;2,501048639;;;1,572664369;2;55;19,33;13;50,24;;
V;24150;38G4;24;54;36,77;14;46,61;54;36,7;14;45,9;54;36,7;14;45,4;54;36,61;14;44,12;;;;;;;;;;;;;;;;;;;;;;;;;;47;47;47;46;45;;;;;;;Dana;DEN;No;1;1;1,453364203;;;1,453364203;3;54;36,61;14;44,12;;
V;24151;38G3;24;54;48,56;13;10,92;54;48,41;13;12,22;54;48,27;13;13,71;54;48,19;13;14,7;;;;;;;;;;;;;;;;;;;;;;;;;;45;41;;;;;;;;;;Solea;GFR;No;1;;2,210375589;;;2,210375589;3;54;48,19;13;14,7;;
V;24152;38G3;24;54;48,52;13;17,18;54;50,23;13;20,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43;42;43;;;;;;;;;German R/V;GFR;No;;;2,501860082;;;2,501860082;3;54;50,23;13;20,35;;
V;24153;38G3;24;54;45,22;13;31,23;54;45,16;13;29,24;54;44,97;13;27,35;54;44,54;13;24,26;;;;;;;;;;;;;;;;;;;;;;;;;;44;;;;;;;;;;;Solea;GFR;No;4;1;4,091855721;;;4,091855721;3;54;44,54;13;24,26;;
V;24156;38G3;24;54;43,32;13;43,57;54;44,38;13;47,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41;44;43;;;;;;;;;German R/V;GFR;No;1;;2,499388046;;;2,499388046;3;54;44,38;13;47,49;;
V;24161;38G3;24;54;46,2;13;58,3;54;48,38;13;56,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46;44;38;;;;;;;;;German R/V;GFR;No;1;1;2,502154528;;;2,502154528;3;54;48,38;13;56,17;;
V;24162;38G4;24;54;40,85;14;50,9;54;41,06;14;46,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56;40;40;;;;;;;;;Dana;DEN;No;;1;2,500469343;;;2,500469343;3;54;41,06;14;46,59;;
V;24164;38G4;24;54;40,17;14;40,29;54;43,52;14;44,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;58;53;;;;;;;;;German R/V;DEN;No;1;;4,103217889;;;4,103217889;3;54;43,52;14;44,39;;
V;24169;38G2;24;54;54,8;12;58,5;54;55,7;12;59,6;54;56,5;13;0,5;54;57,1;13;1,3;;;;;;;;;;;;;;;;;;;;;;;;;;37;6;6;6;6;;;;;;;Dana;DEN;No;;;2,808108229;;;2,808108229;2;54;57,1;13;1,3;;
