Status;NrHaul;RectangleAlpha;ICES SD;Latitude1_deg;Latitude1_dec_min;Longitude1_deg;Longitude1_dec_min;Latitude2_deg;Latitude2_dec_min;Longitude2_deg;Longitude2_dec_min;Latitude3_deg;Latitude3_dec_min;Longitude3_deg;Longitude3_dec_min;Latitude4_deg;Latitude4_dec_min;Longitude4_deg;Longitude4_dec_min;Latitude5_deg;Latitude5_dec_min;Longitude5_deg;Longitude5_dec_min;Latitude6_deg;Latitude6_dec_min;Longitude6_deg;Longitude6_dec_min;Latitude7_deg;Latitude7_dec_min;Longitude7_deg;Longitude7_dec_min;Latitude8_deg;Latitude8_dec_min;Longitude8_deg;Longitude8_dec_min;Latitude9_deg;Latitude9_dec_min;Longitude9_deg;Longitude9_dec_min;Latitude10_deg;Latitude10_dec_min;Longitude10_deg;Longitude10_dec_min;0;Mean_Depth;Depth1;Depth2;Depth3;Depth4;Depth5;Depth6;Depth7;Depth8;Depth9;Depth10;Source;EEZ;NM12;Rope;Direction;Distance;0;0;Dist;Layer;Latitude_end_deg;Latitude_end_dec_min;Longitude_end_deg;Longitude_end_dec_min;;
V;25075;39G4;25;55;27,9;14;58,3;55;27,8;14;59,7;55;27,8;15;0,8;55;27,7;15;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;73;;;;;;;;;;;Solea;DEN;No;2;;2,167374124;;;2,167374124;4;55;27,7;15;2,1;;
V;25076;39G5;25;55;21,1;15;4,4;55;20,1;15;2,8;55;19,1;15;2,3;55;18;15;2,9;;;;;;;;;;;;;;;;;;;;;;;;;;73;42;;;;;;;;;;Solea;DEN;No;1;1;3,543429135;;;3,543429135;4;55;18;15;2,9;;
V;25080;39G6;25;55;24,3;16;44,9;55;23,8;16;43,8;55;23;16;42,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52;;;;;;;;;;;Dana;POL;No;2;1;1,815155256;;;1,815155256;3;55;23;16;42,7;;
V;25081;39G6;25;55;24,2;16;51;55;24,2;16;55,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56;52;57;;;;;;;;;Polish;POL;No;2;;2,49830165;;;2,49830165;3;55;24,2;16;55,4;;
V;25084;39G7;25;55;23;17;22;55;23,9;17;24;55;24,1;17;25,1;55;24;17;26;;;;;;;;;;;;;;;;;;;;;;;;;;56;56;56;56;56;;;;;;;Dana;POL;No;1;;2,625876814;;;2,625876814;3;55;24;17;26;;
V;25088;39G7;25;55;23,2;17;32;55;24,3;17;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75;;;;;;;;;;;Baltica;POL;No;2;;2,027962085;;;2,027962085;4;55;24,3;17;35;;
V;25089;39G7;25;55;23,4;17;45;55;23,7;17;46;55;23,9;17;47;55;24,1;17;48;;;;;;;;;;;;;;;;;;;;;;;;;;77;;;;;;;;;;;Polish;POL;No;1;;1,846431052;;;1,846431052;4;55;24,1;17;48;;
V;25099;40G4;25;55;39,3;14;54;55;39,21;14;49,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;65;;;;;;;;;;TG12 Rönnskär Feb/Mar 99;SWE;No;;1;2,500961543;;;2,500961543;4;55;39,21;14;49,57;;
V;25100;40G5;25;55;38,2;15;6,2;55;37,5;15;0,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86;;;;;;;;;;;German R/V;DEN;No;;1;3,293039535;;;3,293039535;5;55;37,5;15;0,5;;
V;25107;40G7;25;55;33,2;17;36;55;33,1;17;35;55;32,8;17;34,7;55;32,4;17;33;;;;;;;;;;;;;;;;;;;;;;;;;;40;40;60;;;;;;;;;Polish;POL;No;2;1;1,960788082;;;1,960788082;3;55;32,4;17;33;;
V;25119;40G5;25;55;41,2;15;4,2;55;41,4;15;7,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;59;41;;;;;;;;;German R/V;SWE;No;2;;1,646902405;;;1,646902405;4;55;41,4;15;7,1;;
V;25123;40G5;25;55;48,8;15;18;55;49,1;15;18,8;55;49,2;15;19,2;55;49,4;15;20,5;;;;;;;;;;;;;;;;;;;;;;;;;;55;56;56;55;55;;;;;;;Dana;SWE;No;;;1,54356393;;;1,54356393;3;55;49,4;15;20,5;;
V;25124;40G5;25;55;46,2;15;15,1;55;46,2;15;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;57;57;;;;;;;;;/171/ 1 WNW Västra Nabben;SWE;No;1;;1,631297409;;;1,631297409;3;55;46,2;15;18;;
V;25134;40G6;25;55;47,3;16;42;55;44,96;16;43,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;47;47;;;;;;;;;VG37 Ekenäs Okt 98;SWE;No;2;;2,499139232;;;2,499139232;3;55;44,96;16;43,56;;
V;25136;40G7;25;55;46,6;17;42;55;47,3;17;41,5;55;48;17;40,9;55;49,4;17;40,1;;;;;;;;;;;;;;;;;;;;;;;;;;59;59;59;61;60;;;;;;;Dana;SWE;No;1;1;3,001786035;;;3,001786035;3;55;49,4;17;40,1;;
V;25140;40G5;25;55;51,4;15;34,5;55;50,8;15;34,2;55;49,8;15;32,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;45;33;44;;;;;;;;74/1045/ Klippebank (SW Utklippan);SWE;No;1;;2,005668778;;;2,005668778;3;55;49,8;15;32,5;;
V;25142;40G5;25;55;55,2;15;34,2;55;53,99;15;30,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;47;47;;;;;;;;;S;SWE;No;1;1;2,498480097;;;2,498480097;3;55;53,99;15;30,3;;
V;25145;40G6;25;55;50,1;16;12,3;55;50,5;16;8,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;59;60;;;;;;;;;German R/V;SWE;No;1;1;2,170981392;;;2,170981392;3;55;50,5;16;8,5;;
V;25149;40G6;25;55;52,4;16;25,5;55;52,3;16;26,4;55;52,3;16;26,8;55;52,6;16;28,2;;;;;;;;;;;;;;;;;;;;;;;;;;52;51;52;53;53;;;;;;;Dana;SWE;No;1;;1,579920839;;;1,579920839;3;55;52,6;16;28,2;;
V;25161;40G7;25;55;53,3;17;43,6;55;54,2;17;44,3;55;55;17;44,7;55;56,1;17;45,4;;;;;;;;;;;;;;;;;;;;;;;;;;62;59;59;59;59;;;;;;;Dana;SWE;No;1;;2,980503775;;;2,980503775;4;55;56,1;17;45,4;;
V;25162;40G7;25;55;58;17;46;55;57,2;17;46,6;55;56,5;17;46,1;55;55;17;45;;;;;;;;;;;;;;;;;;;;;;;;;;64;59;59;59;60;;;;;;;Dana;SWE;No;2;;3,243207528;;;3,243207528;4;55;55;17;45;;
V;25167;41G7;25;56;16;17;57;56;16,1;17;55,1;56;15,6;17;53,4;56;14;17;52;;;;;;;;;;;;;;;;;;;;;;;;;;46;45;39;37;42;;;;;;;Dana;SWE;No;2;1;3,907240655;;;3,907240655;3;56;14;17;52;;
V;25169;41G6;25;56;27;16;46;56;25;16;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61;60;;;;;;;;;;S;SWE;No;1;;2;;;2;4;56;25;16;46;;
V;25171;38G5;25;54;39,2;15;4,4;54;39,22;15;8,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;65;65;;;;;;;;;German R/V;DEN;No;1;;2,499285422;;;2,499285422;4;54;39,22;15;8,72;;
V;25173;38G5;25;54;40,9;15;37,6;54;40,5;15;36,5;54;40,1;15;35,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;70;70;;;;;;;;;Polish;POL;No;1;;1,707444929;;;1,707444929;4;54;40,1;15;35,3;;
V;25175;38G5;25;54;40,6;15;38,3;54;41;15;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65;58;;;;;;;;;;Solea;POL;No;1;;1,061121475;;;1,061121475;4;54;41;15;40;;
V;25177;38G5;25;54;46,3;15;17,3;54;47,2;15;17,9;54;48;15;18,5;54;49,3;15;19,6;;;;;;;;;;;;;;;;;;;;;;;;;;66;66;66;66;67;;;;;;;Dana;DEN;No;1;;3,282133212;;;3,282133212;4;54;49,3;15;19,6;;
V;25179;38G5;25;54;46,5;15;38,8;54;47;15;42,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;72;74;;;;;;;;;German R/V;DEN;No;2;;2,360480534;;;2,360480534;4;54;47;15;42,8;;
V;25180;38G5;25;54;47,5;15;42;54;46,96;15;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71;78;78;;;;;;;;;Polish;DEN;No;;;1,812171894;;;1,812171894;4;54;46,96;15;45;;
V;25181;38G5;25;54;49,2;15;54,5;54;48;15;52,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;70;70;;;;;;;;;Polish;POL;No;;1;1,704289912;;;1,704289912;4;54;48;15;52,4;;
V;25182;38G5;25;54;53,3;15;17,5;54;50,1;15;15,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;66;70;;;;;;;;;German R/V;DEN;No;1;1;3,441409717;;;3,441409717;3;54;50,1;15;15,3;;
V;25189;38G5;25;54;52,5;15;25,9;54;51,7;15;26,4;54;51,3;15;26,7;54;51;15;27;;;;;;;;;;;;;;;;;;;;;;;;;;75;75;75;75;76;;;;;;;Dana;DEN;No;2;;1,63201119;;;1,63201119;4;54;51;15;27;;
V;25190;38G5;25;54;57;15;31;54;57,8;15;32,9;54;57,7;15;33,3;54;58;15;36;;;;;;;;;;;;;;;;;;;;;;;;;;78;82;85;81;84;;;;;;;Dana;DEN;No;2;;3,182133282;;;3,182133282;4;54;58;15;36;;
V;25192;38G5;25;54;50;15;36;54;51,7;15;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;80;80;;;;;;;;;Polish;DEN;No;;;4,909742499;;;4,909742499;5;54;51,7;15;44;;
V;25193;38G5;25;54;51;15;41,4;54;50,9;15;44,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75;74;74;372;74;;;;;;;Dana;DEN;No;1;;1,672611578;;;1,672611578;4;54;50,9;15;44,3;;
V;25195;38G5;25;54;53;15;51;54;52,4;15;51,4;54;51,4;15;51;54;50;15;50;;;;;;;;;;;;;;;;;;;;;;;;;;71;71;71;71;69;;;;;;;Dana;DEN;No;2;;3,182553975;rocky ;;3,182553975;4;54;50;15;50;;
V;25197;39G5;25;55;8;15;17;55;7,4;15;17,1;55;6,5;15;16,3;55;5;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;63;60;63;65;63;;;;;;;Dana;DEN;No;2;;3,286658165;;;3,286658165;4;55;5;15;15;;
V;25205;39G5;25;55;5,6;15;33,1;55;5,1;15;33,6;55;4,8;15;34;55;4,3;15;34,7;;;;;;;;;;;;;;;;;;;;;;;;;;72;71;73;73;75;;;;;;;Dana;DEN;No;2;;1,594258093;rocky ;;1,594258093;4;55;4,3;15;34,7;;
V;25208;39G6;25;55;3;16;9;55;4,7;16;11,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75;75;;;;;;;;;;S;POL;No;2;;2,082355936;;;2,082355936;4;55;4,7;16;11,1;;
V;25212;39G6;25;55;3,3;16;18,2;55;3,3;16;18,1;55;2,8;16;16,6;55;1,5;16;13,6;;;;;;;;;;;;;;;;;;;;;;;;;;69;71;71;73;73;;;;;;;Dana;POL;No;1;1;3,206808219;;;3,206808219;4;55;1,5;16;13,6;;
V;25214;39G6;25;55;4,5;16;23,1;55;7;16;23,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;65;67;;;;;;;;;Polish;POL;No;2;;2,500419062;;;2,500419062;4;55;7;16;23,18;;
V;25219;39G5;25;55;19,3;15;2,4;55;16,3;15;5,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;79;73;;;;;;;;;German R/V;DEN;No;1;;3,452129958;;;3,452129958;4;55;16,3;15;5,4;;
V;25221;39G5;25;55;13,7;15;10,8;55;11,9;15;12,6;55;12,26;15;12,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;62;63;63;;;;;;;;Dana;DEN;No;2;;2,498618664;;;2,498618664;4;55;12,26;15;12,2;;
I;25222;39G5;25;55;16;15;14;55;16,4;15;16,5;55;16;15;17,8;55;15;15;20;;;;;;;;;;;;;;;;;;;;;;;;;;65;57;54;59;80;;;;;;;Dana;DEN;No;;;3,924810749;;;3,924810749;4;55;15;15;20;;
V;25224;39G6;25;55;18;16;17;55;19,5;16;17,7;55;20,1;16;17,7;55;21;16;17;;;;;;;;;;;;;;;;;;;;;;;;;;70,6;68;69;70;70;;;;;;;Dana;DEN;No;2;;3,136101273;;;3,136101273;4;55;21;16;17;;
V;25229;39G6;25;55;16,7;16;52,3;55;16,9;16;56,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;;;;;;;;;;;30/1061/ Rövhålet;POL;No;2;;2,23029468;;;2,23029468;4;55;16,9;16;56,2;;
V;25231;39G7;25;55;19,3;17;17,4;55;19,2;17;16;55;19,2;17;14,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;76;77;;;;;;;;;Dana;POL;No;2;1;1,599414618;;;1,599414618;4;55;19,2;17;14,6;;
V;25232;39G7;25;55;18,7;17;20;55;20;17;24,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78;;;;;;;;;;;Baltica;POL;No;2;;2,973346391;rocky ;;2,973346391;4;55;20;17;24,7;;
V;25235;39G4;25;55;29,1;14;46,3;55;29,03;14;41,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65;68;67;;;;;;;;;S;DEN;No;2;1;2,499820043;;;2,499820043;4;55;29,03;14;41,89;;
V;25240;39G5;25;55;28,6;15;12,8;55;29,2;15;14,5;55;29,7;15;16,2;55;30,1;15;17,7;;;;;;;;;;;;;;;;;;;;;;;;;;79;86;80;140;76;;;;;;;Dana;DEN;No;;;3,159172402;;;3,159172402;4;55;30,1;15;17,7;;
V;25241;39G5;25;55;20,9;15;22,3;55;19,5;15;21,4;55;18,8;15;20,2;55;17,9;15;17,9;;;;;;;;;;;;;;;;;;;;;;;;;;61;61;;;;;;;;;;Solea;DEN;No;2;1;4,057181154;;;4,057181154;4;55;17,9;15;17,9;;
V;25243;39G6;25;55;29;16;9;55;29,1;16;9,3;55;29,6;16;9,6;55;32;16;10;;;;;;;;;;;;;;;;;;;;;;;;;;76;76;76;76;75;;;;;;;Dana;SWE;No;2;;3,135985036;;;3,135985036;4;55;32;16;10;;
V;25244;39G6;25;55;23;16;19,2;55;21,2;16;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;70;73;;;;;;;;;German R/V;DEN;No;2;1;1,80358491;;;1,80358491;4;55;21,2;16;19;;
V;25246;39G6;25;55;21;16;57;55;22,7;17;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65;60;70;;;;;;;;;Polish;POL;No;1;;2,40775439;;;2,40775439;4;55;22,7;17;0;;
V;25247;39G7;25;55;20,8;17;9,6;55;20,8;17;6,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;70;70;;;;;;;;;Polish;POL;No;2;1;1,762690058;;;1,762690058;4;55;20,8;17;6,5;;
V;25248;39G7;25;55;21,1;17;27,7;55;20,8;17;26,8;55;20,5;17;26;55;20;17;25;;;;;;;;;;;;;;;;;;;;;;;;;;76;60;80;;;;;;;;;Polish;POL;No;1;1;1,895378676;;;1,895378676;4;55;20;17;25;;
V;25250;39G7;25;55;24;17;30,3;55;23,8;17;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62;;;;;;;;;;;Baltica;POL;No;2;1;2,450007836;;;2,450007836;4;55;23,8;17;26;;
V;25252;39G7;25;55;29,8;17;48;55;29,6;17;48,4;55;28,5;17;48,7;55;28;17;49;;;;;;;;;;;;;;;;;;;;;;;;;;65;;;;;;;;;;;Polish;POL;No;2;;1,943413576;;;1,943413576;4;55;28;17;49;;
V;25253;39G7;25;55;29;17;51;55;29;17;51,5;55;30,3;17;52;55;31;17;53;;;;;;;;;;;;;;;;;;;;;;;;;;72;69;69;78;66;;;;;;;Dana;POL;No;1;;2,514177246;;;2,514177246;4;55;31;17;53;;
V;25268;40G4;25;55;37,4;14;52,2;55;38,2;14;55,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;;;;;;;;;;;German R/V;SWE;No;2;;1,87304475;;;1,87304475;4;55;38,2;14;55,2;;
V;25270;40G5;25;55;39,3;15;6,2;55;39,4;15;4,4;55;39,4;15;2,4;55;39;14;59,7;;;;;;;;;;;;;;;;;;;;;;;;;;66;;;;;;;;;;;Solea;DEN;No;2;1;3,723683463;;;3,723683463;4;55;39;14;59,7;;
V;25272;40G5;25;55;39,9;15;13,4;55;39,8;15;14,3;55;39,8;15;15,2;55;39,8;15;16;;;;;;;;;;;;;;;;;;;;;;;;;;69;69;69;69;66;;;;;;;Dana;DEN;No;;;1,476286931;;;1,476286931;4;55;39,8;15;16;;
V;25274;40G5;25;55;31,3;15;31,3;55;31,2;15;33,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;89;88;87;90;73;;;;;;;Dana;DEN;No;1;;3,564618031;;;1,586228425;5;55;31,2;15;33,9;;
V;25277;40G5;25;55;34,4;15;34,8;55;33,5;15;34,9;55;32,5;15;34,9;55;31,4;15;35;;;;;;;;;;;;;;;;;;;;;;;;;;75;73;75;76;78;;;;;;;Dana;DEN;No;1;;3,003229491;;;3,003229491;4;55;31,4;15;35;;
V;25280;40G5;25;55;37,4;15;51,6;55;36,6;15;54,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;67;69;;;;;;;;;German R/V;SWE;No;;;1,721888917;;;1,721888917;4;55;36,6;15;54,3;;
V;25282;40G6;25;55;32,1;16;10,6;55;32,8;16;10,7;55;33,6;16;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78;78;78;;;;;;;;;Dana;SWE;No;1;;1,520082101;;;1,520082101;4;55;33,6;16;11;;
V;25283;40G6;25;55;35,3;16;11,5;55;34,4;16;11,2;55;33,6;16;10,9;55;32,4;16;10,6;;;;;;;;;;;;;;;;;;;;;;;;;;75;;;;;;;;;;;Dana;SWE;No;2;1;2,945563404;;;2,945563404;4;55;32,4;16;10,6;;
V;25286;40G6;25;55;34,9;16;26,1;55;35,4;16;23,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;69;68;;;;;;;;;22/1057/ 4 SW Holgers sten;SWE;No;2;;1,767700249;;;1,767700249;4;55;35,4;16;23,1;;
V;25290;40G7;25;55;30;17;53,8;55;30,4;17;52,6;55;30,9;17;59,3;55;31;18;0;;;;;;;;;;;;;;;;;;;;;;;;;;68;64;64;66;65;;;;;;;Dana;POL;No;2;;3,024176659;;;5,024033825;4;55;31;18;0;;
V;25292;40G5;25;55;45,885;15;23,788;55;45,887;15;2. 087;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55;53;58;;;;;;;;;SIN59 Kungsö Nov/Dec 98;SWE;No;1;;2,499483945;;;2,499483945;3;55;45,887;15;2. 087;;
V;25297;40G5;25;55;43,6;15;19,2;55;45,1;15;22,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61;60;61;;;;;;;;;S;SWE;No;1;;2,498809844;;;2,498809844;4;55;45,1;15;22,75;;
V;25298;40G5;25;55;44,2;15;34;55;44,6;15;36;55;44,8;15;38,1;55;44,8;15;39;;;;;;;;;;;;;;;;;;;;;;;;;;63;64;63;63;82;;;;;;;Dana;SWE;No;1;;2,900251882;;;2,900251882;4;55;44,8;15;39;;
V;25299;40G5;25;55;47;15;56;55;47;15;59,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61;61;;;;;;;;;;S;SWE;No;1;;2,080598517;;;2,080598517;4;55;47;15;59,7;;
V;25300;40G6;25;55;43,2;16;1,3;55;43,6;16;3,2;55;43,8;16;4,7;55;44,2;16;6,3;;;;;;;;;;;;;;;;;;;;;;;;;;67;71;69;63;69;;;;;;;Dana;SWE;No;;;2,996092794;;;2,996092794;4;55;44,2;16;6,3;;
V;25301;40G6;25;55;41;16;9;55;41;16;10,9;55;40,7;16;13,1;55;40,1;16;13,9;;;;;;;;;;;;;;;;;;;;;;;;;;68;71;71;71;72;;;;;;;Dana;SWE;No;1;;3,097962803;;;3,097962803;4;55;40,1;16;13,9;;
V;25302;40G6;25;55;42,4;16;10,8;55;42,7;16;12;55;43;16;12,9;55;43,3;16;14,7;;;;;;;;;;;;;;;;;;;;;;;;;;69;69;69;68;67;;;;;;;Dana;SWE;No;2;;2,386047809;;;2,386047809;4;55;43,3;16;14,7;;
V;25303;40G6;25;55;48,3;16;12,2;55;47,6;16;15,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;60;66;;;;;;;;;German R/V;SWE;No;2;;1,825804214;;;1,825804214;4;55;47,6;16;15,2;;
V;25305;40G6;25;55;44;16;20;55;45,3;16;20,4;55;46,3;16;20,5;55;47;16;20;;;;;;;;;;;;;;;;;;;;;;;;;;61;62;61;59;58;;;;;;;Dana;SWE;No;1;;3,07530652;;;3,07530652;4;55;47;16;20;;
V;25308;40G7;25;55;44,1;17;55,7;55;44;17;57,7;55;44,6;17;58,9;55;45,2;18;0,3;;;;;;;;;;;;;;;;;;;;;;;;;;65;65;65;66;66;;;;;;;Dana;POL;No;2;;3,024437045;;;3,024437045;4;55;45,2;18;0,3;;
V;25309;40G7;25;55;50,3;17;42,4;55;52,5;17;39,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61;60;62;;;;;;;;;33(1063/ (NE) Södra Midsjöbanken;SWE;No;2;;2,770408959;;;2,770408959;4;55;52,5;17;39,4;;
V;25310;40G7;25;55;56,8;17;45,7;55;57,5;17;46,2;55;58,5;17;46,8;55;59,7;17;47,5;;;;;;;;;;;;;;;;;;;;;;;;;;63;64;63;63;62;;;;;;;Dana;SWE;No;1;;3,071053435;;;3,071053435;4;55;59,7;17;47,5;;
V;25311;41G7;25;56;2;17;43;56;3;17;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;64;;;;;;;;;;S;SWE;No;;;1,951461872;;;1,951461872;4;56;3;17;46;;
V;25313;41G7;25;56;6,22;17;50,51;56;5,39;15;26,534;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;69;69;70;70;;;;;;;Dana;SWE;No;;1;1,487914875;;;1,487914875;4;56;5,39;15;26,534;;
V;25314;41G6;25;56;21;16;58;56;23,1;16;57,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;70;;;;;;;;;;Argos;SWE;No;;1;2,118181128;;;2,118181128;4;56;23,1;16;57,5;;
V;25315;41G6;25;56;26,8;16;58,5;56;28,6;16;57,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;70;70;;;;;;;;;36/1067/ 15 NE Segerstad (14 SE Bläsinge);SWE;No;;;1,918218077;;;1,918218077;4;56;28,6;16;57,3;;
V;25316;38G5;25;54;56,4;15;39;54;56,091;15;40,214;54;55,826;15;41,444;54;55;15;42;;;;;;;;;;;;;;;;;;;;;;;;;;79;79;79,3;79,5;77;;;;;;;Dana;DEN;No;;;2,819772862;;;2,819772862;4;54;55;15;42;;
V;25318;38G5;25;54;55,8;15;41,4;54;56,5;15;38,4;54;56,22;15;39,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75;;;;;;;;;;;Dana;DEN;No;2;1;2,499261157;;;2,499261157;4;54;56,22;15;39,4;;
V;25321;39G5;25;55;5,4;15;36;55;4,94;15;40,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78;78;78;;;;;;;;;Polish;DEN;No;1;;2,498072981;;;2,498072981;4;55;4,94;15;40,29;;
V;25322;39G5;25;55;3,1;15;42,6;55;2,5;15;40,7;55;1,9;15;39,5;55;1;15;37,5;;;;;;;;;;;;;;;;;;;;;;;;;;87;90;86;84;85;;;;;;;Dana;DEN;No;2;1;3,613082471;;;3,613082471;5;55;1;15;37,5;;
V;25326;39G6;25;55;8,1;16;3,6;55;9;16;0,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92;90;94;;;;;;;;;German R/V;POL;No;;1;1,987247793;;;1,987247793;5;55;9;16;0,5;;
V;25330;39G5;25;55;15,7;15;58,7;55;14,7;15;58;55;14;15;57,4;55;13,2;15;55,6;;;;;;;;;;;;;;;;;;;;;;;;;;90,9;;;;;;;;;;;Dana;DEN;No;2;1;3,157266907;;;3,157266907;5;55;13,2;15;55,6;;
V;25331;39G6;25;55;16,1;16;3,9;55;16,2;16;2,1;55;16,2;16;1,5;55;17,1;15;59,3;;;;;;;;;;;;;;;;;;;;;;;;;;91;85;87;87;87;;;;;;;Dana;DEN;No;2;1;2,915018834;;;2,915018834;5;55;17,1;15;59,3;;
V;25333;39G6;25;55;19;16;11;55;18,3;16;9,5;55;17,7;16;8,6;55;16,9;16;6,2;;;;;;;;;;;;;;;;;;;;;;;;;;78;78;80;81;;;;;;;;Dana;DEN;No;2;1;3,476574525;;;3,476574525;4;55;16,9;16;6,2;;
V;25339;39G7;25;55;15,5;17;25,5;55;15,5;17;26,5;55;15,5;17;27,5;55;15,5;17;29;;;;;;;;;;;;;;;;;;;;;;;;;;88,8;80;100;;;;;;;;;Polish;POL;No;2;;1,994570378;;;1,994570378;5;55;15,5;17;29;;
V;25341;39G5;25;55;20,94;15;22,27;55;19,51;15;21,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81;81;80;;;;;;;;;German R/V;DEN;No;;;4,627602078;;;1,574854238;5;55;19,51;15;21,11;;
V;25342;39G5;25;55;26,7;15;32,5;55;27,1;15;32,8;55;27,6;15;32,9;55;29,7;15;34,9;;;;;;;;;;;;;;;;;;;;;;;;;;84;85;84;82;77;;;;;;;Dana;DEN;No;1;;3,324251442;;;3,324251442;5;55;29,7;15;34,9;;
V;25344;39G5;25;55;27,4;15;56,2;55;29,5;15;58,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85;87;84;;;;;;;;;26/1053/ 30 NE Svaneke;DEN;No;2;;2,360013852;;;2,360013852;5;55;29,5;15;58,1;;
V;25347;40G5;25;55;50,1;15;56,77;55;50,74;15;59,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;57;57;;;;;;;;;S;SWE;No;1;;1,507088848;;;1,507088848;3;55;50,74;15;59,2;;
V;25353;40G4;25;55;42,1;14;33;55;41,5;14;30,5;55;41,2;14;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;45;49;;;;;;;;;S;SWE;No;;1;2,428539058;;;2,428539058;3;55;41,2;14;29;;
V;25359;40G6;25;55;48,5;16;31,9;55;47,9;16;28,8;55;47,3;16;27,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;56;57;59;;;;;;;;H3// 3 W Teneriffa (8 N Holgers Sten);SWE;No;2;;2,788304559;;;2,788304559;3;55;47,3;16;27,5;;
V;25364;38G7;25;54;59,8;17;28;54;59;17;26,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;Poland, Okt04;POL;No;;;1,352126359;;;1,352126359;2;54;59;17;26,1;;
V;25380;40G6;25;55;38,5;17;37,8;55;37;17;35,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;;;;;;;;;;;Poland, Okt04;POL;No;2;;1,844059248;;;1,844059248;3;55;37;17;35,9;;
