"NrHaul";"RectangleAlpha";"ICES.SD";"Latitude1_deg";"Latitude1_dec_min";"Longitude1_deg";"Longitude1_dec_min";"Layer";"EEZ";"Latitude1_deg_dec";"Longitude1_deg_dec";"codstock";"country"
"1";26095;"39G9";26;55;14.4;19;8.5;5;"RUS";55.24;19.1416666666667;"25-32";"RUS ( 25-32 )"
"2";26108;"39G9";26;55;21.6;19;15.8;5;"RUS";55.36;19.2633333333333;"25-32";"RUS ( 25-32 )"
"3";26109;"39G9";26;55;22.2;19;29.8;5;"RUS";55.37;19.4966666666667;"25-32";"RUS ( 25-32 )"
"4";26111;"40G9";26;55;35;19;2.5;5;"RUS";55.5833333333333;19.0416666666667;"25-32";"RUS ( 25-32 )"
"5";26112;"40G9";26;55;35.2;19;22.4;5;"RUS";55.5866666666667;19.3733333333333;"25-32";"RUS ( 25-32 )"
"6";26117;"40G9";26;55;34.8;19;44.2;5;"RUS";55.58;19.7366666666667;"25-32";"RUS ( 25-32 )"
"7";26151;"39G9";26;55;19.5;19;13.1;5;"RUS";55.325;19.2183333333333;"25-32";"RUS ( 25-32 )"
"8";26154;"40G9";26;55;32.5;19;29.1;5;"RUS";55.5416666666667;19.485;"25-32";"RUS ( 25-32 )"
