"NrHaul";"RectangleAlpha";"ICES.SD";"Latitude1_deg";"Latitude1_dec_min";"Longitude1_deg";"Longitude1_dec_min";"Layer";"EEZ"
"42";24017;"38G2";24;54;52.97;12;36.41;2;"DEN"
"43";24046;"38G2";24;54;40.2;14;30.7;2;"DEN"
"44";24055;"38G2";24;54;34.16;14;43.13;2;"grey"
"45";24063;"38G3";24;54;42.6;13;9;2;"GFR"
"46";24066;"38G4";24;54;44.6;13;20.22;2;"GFR"
"47";24071;"38G4";24;54;45.5;13;55.22;3;"GFR"
"48";24078;"38G4";24;54;41.59;14;7.13;2;"GFR"
"49";24085;"38G2";24;54;47.53;14;41.5;3;"DEN"
"50";24086;"38G2";24;54;59.23;12;40.34;2;"DEN"
"51";24089;"38G3";24;54;54.1254;12;54;3;"DEN"
"52";24093;"38G3";24;55;5.9;12;47.2;2;"DEN"
"53";24101;"38G4";24;55;6.87;13;52.47;3;"SWE"
"54";24125;"38G4";24;55;15.71;13;57.57;2;"SWE"
"55";24142;"38G2";24;55;16.4;14;5;2;"SWE"
"56";24150;"38G2";24;54;36.77;14;46.61;3;"grey"
"57";24161;"39G2";24;54;46.2;13;58.3;3;"GFR"
"58";24164;"39G3";24;54;40.17;14;40.29;3;"DEN"
"59";24173;"39G3";24;54;52.58;13;13.14;3;"GFR"
"60";24183;"39G4";24;55;0;13;31.7;3;"GFR"
"61";24207;"38G3";24;54;59.2;14;9.5;3;"DEN"
"62";24228;"38G3";24;55;0.57;13;40.37;3;"GFR"
"63";24251;"38G4";24;55;5.4;14;33.14;3;"DEN"
"64";24252;"38G4";24;55;12.47;13;10.47;3;"SWE"
"65";24267;"38G5";24;55;15.4;13;59.9;2;"SWE"
"66";24278;"38G3";24;54;46.1;15;0;3;"grey"
"67";24281;"38G3";24;54;50.68;12;40.73;2;"DEN"
"68";24282;"38G3";24;54;38.42;12;10.53;2;"DEN"
"69";24295;"38G4";24;54;34.564;14;39.402;2;"DEN"
"70";24300;"39G3";24;54;51.74;14;47.68;2;"DEN"
"71";24301;"39G3";24;55;3.36;13;38.36;2;"SWE"
"72";24303;"39G3";24;55;18.83;13;55.94;2;"SWE"
"73";24311;"39G3";24;55;0.88;14;16.4;3;"DEN"
"74";24313;"39G3";24;55;2.3696;13;25.4476;3;"SWE"
"75";24321;"39G4";24;55;13.4;13;25.2;3;"SWE"
"76";24325;"39G4";24;54;36.4;12;36.15;2;"GFR"
"77";24328;"39G4";24;54;38.39;12;41.08;2;"GFR"
"78";24332;"39G3";24;54;22.6;14;11.1;2;"GFR"
"79";24335;"39G4";24;54;11.5;14;18.6;2;"GFR"
"80";24336;"39G5";24;54;51.447;13;32.482;3;"GFR"
"81";25004;"37G5";25;54;52.7;16;38.6;2;"POL"
"82";25006;"37G5";25;54;26;15;8.8;2;"POL"
"83";25008;"37G5";25;54;23;15;34;2;"POL"
"84";25009;"37G6";25;54;22.9;15;47.3;2;"POL"
"85";25010;"37G6";25;54;26.8;16;5.3;2;"POL"
"86";25011;"38G6";25;54;24.7;16;3;2;"POL"
"87";25013;"38G6";25;54;39;16;23.6;2;"POL"
"88";25014;"38G6";25;54;41.6;16;38.7;2;"POL"
"89";25016;"38G6";25;54;44.6;16;49;2;"POL"
"90";25017;"38G6";25;54;44.2;16;52.3;2;"POL"
"91";25022;"38G7";25;54;57.4;17;25;2;"POL"
"92";25024;"38G7";25;54;51;17;28;2;"POL"
"93";25038;"39G7";25;56;9;17;45;3;"SWE"
"94";25040;"40G4";25;54;27.9;15;46.8;3;"POL"
"95";25042;"37G5";25;54;32;16;0;3;"POL"
"96";25047;"37G5";25;54;37.7;15;31.6;4;"POL"
"97";25051;"38G5";25;54;38.7;15;54.8;3;"POL"
"98";25052;"38G5";25;54;38.4;16;4.5;3;"POL"
"99";25054;"38G5";25;54;42.9;15;46.7;4;"POL"
"100";25056;"38G6";25;54;44.7;15;57;3;"POL"
"101";25061;"38G6";25;54;49.5;16;2.1;3;"POL"
"102";25062;"39G6";25;54;56.3;16;14.6;3;"POL"
"103";25066;"39G4";25;55;0;16;17;3;"POL"
"104";25067;"39G4";25;55;2.6;16;24;3;"POL"
"105";25076;"39G6";25;55;21.1;15;4.4;4;"DEN"
"106";25089;"40G7";25;55;23.4;17;45;4;"POL"
"107";25100;"40G4";25;55;38.2;15;6.2;5;"DEN"
"108";25136;"40G4";25;55;46.6;17;42;3;"SWE"
"109";25162;"40G5";25;55;58;17;46;4;"SWE"
"110";25173;"40G6";25;54;40.9;15;37.6;4;"grey"
"111";25181;"40G5";25;54;49.2;15;54.5;4;"POL"
"112";25190;"40G5";25;54;57;15;31;4;"grey"
"113";25192;"40G5";25;54;50;15;36;5;"grey"
"114";25232;"38G5";25;55;18.7;17;20;4;"POL"
"115";25274;"38G5";25;55;31.3;15;31.3;5;"DEN"
"116";25286;"39G5";25;55;34.9;16;26.1;4;"SWE"
"117";25292;"39G5";25;55;45.885;15;23.788;3;"SWE"
"118";25302;"39G4";25;55;42.4;16;10.8;4;"SWE"
"119";25308;"39G5";25;55;44.1;17;55.7;4;"POL"
"120";25311;"39G6";25;56;2;17;43;4;"SWE"
"121";25321;"40G4";25;55;5.4;15;36;4;"grey"
"122";25322;"39G5";25;55;3.1;15;42.6;5;"grey"
"123";25330;"39G5";25;55;15.7;15;58.7;5;"DEN"
"124";25331;"39G6";25;55;16.1;16;3.9;5;"DEN"
"125";25339;"39G6";25;55;15.5;17;25.5;5;"POL"
"126";25344;"39G7";25;55;27.4;15;56.2;5;"DEN"
"127";25347;"39G7";25;55;50.1;15;56.77;3;"SWE"
"128";25359;"39G7";25;55;48.5;16;31.9;3;"SWE"
"129";25364;"39G7";25;54;59.8;17;28;2;"POL"
"130";25380;"39G7";25;55;38.5;17;37.8;3;"POL"
"131";25387;"39G7";25;55;24.54;14;30.28;3;"SWE"
"132";25389;"40G4";25;55;35.41;16;39.65;3;"SWE"
"133";25394;"40G4";25;54;39.4;15;9.08;4;"grey"
"134";25401;"40G4";25;55;42.15;14;22.21;2;"SWE"
"135";25403;"40G4";25;55;51.93;16;26.14;3;"SWE"
"136";25413;"40G5";25;55;50.1;15;56.8;3;"SWE"
"137";25416;"40G5";25;55;41.56;14;22.75;3;"SWE"
"138";25418;"40G6";25;55;42.4;14;22.5;2;"SWE"
"139";25419;"40G6";25;55;41.5;14;22.35;2;"SWE"
"140";25422;"40G7";25;55;41.8;14;24.6;3;"SWE"
"141";25425;"40G5";25;55;42.55;14;51;3;"SWE"
"142";25426;"40G5";25;55;49.1;15;15.6;3;"SWE"
"143";25429;"40G5";25;55;57.91;15;24.6;3;"SWE"
"144";25431;"40G6";25;55;52.2;16;1.1;3;"SWE"
"145";25433;"40G6";25;54;50.3;15;27.3;4;"grey"
"146";25438;"40G6";25;55;37.8;14;39.6;4;"SWE"
"147";25446;"40G7";25;55;32.68;15;15.36;4;"DEN"
"148";25447;"41G7";25;55;34.67;15;3.8;5;"DEN"
"149";25448;"41G7";25;55;38.55;14;44.19;4;"SWE"
"150";25449;"41G7";25;55;27.6;14;43.8;4;"DEN"
"151";25450;"41G7";25;55;40.6;16;32.3;4;"SWE"
"152";25452;"41G6";25;55;22.4;15;15.6;5;"DEN"
"153";25455;"41G6";25;55;27.4;17;17;2;"POL"
"154";25456;"41G6";25;55;23.3;17;6.7;4;"POL"
"155";25461;"39G5";25;56;4.05;17;21.87;3;"SWE"
"156";25462;"39G6";25;55;45.979;16;41.02;3;"SWE"
"157";25463;"38G6";25;55;14.2;17;18.2;5;"POL"
"158";25500;"39G6";25;55;28.42;14;39.32;4;"SWE"
"159";25502;"39G6";25;55;27.5;14;28.1;3;"SWE"
"160";25503;"39G7";25;55;9.358;16;3.988;5;"grey"
"161";25505;"39G5";25;55;43.552;16;40.632;3;"SWE"
"162";25506;"39G5";25;55;28.074;15;57.014;5;"DEN"
"163";25507;"39G5";25;55;39.285;15;47.099;4;"SWE"
"164";25508;"39G5";25;55;18.02;16;1.13;5;"DEN"
"165";25512;"40G6";25;56;5.321;17;50.755;4;"SWE"
"166";26001;"37G8";26;54;22.9;19;14.4;2;"POL"
"167";26007;"37G9";26;54;51.5;18;34;2;"POL"
"168";26014;"38G8";26;54;26.1;19;3.9;3;"POL"
"169";26015;"38G8";26;54;26.9;19;17.1;4;"POL"
"170";26019;"38G8";26;54;53.2;18;38;3;"POL"
"171";26020;"38G8";26;54;47.2;18;42.3;3;"POL"
"172";26023;"38G8";26;55;8.3;20;19.8;3;"RUS"
"173";26025;"39H0";26;55;12.4;20;9.8;3;"RUS"
"174";26026;"40H0";26;55;47;20;12.4;4;"LTU"
"175";26027;"41H0";26;55;47.4;20;23.2;3;"LAT"
"176";26028;"41G8";26;55;42.1;20;37.6;3;"LTU"
"177";26030;"41G8";26;56;7.8;19;51;3;"LAT"
"178";26032;"37G9";26;56;22;18;30.8;3;"SWE"
"179";26045;"37G9";26;55;16.7;19;5;4;"POL"
"180";26052;"39H0";26;55;30.4;20;36.6;4;"LTU"
"181";26057;"40H0";26;55;43.1;19;58;4;"LTU"
"182";26060;"40H0";26;55;59.2;19;19.3;4;"LTU"
"183";26071;"41G8";26;56;13.7;19;30.3;6;"LAT"
"184";26073;"37G8";26;56;15;19;39;4;"LAT"
"185";26081;"37G9";26;56;27;20;12;5;"LAT"
"186";26090;"38G8";26;54;42.3;19;2.2;5;"POL"
"187";26096;"38G8";26;55;10.5;19;26.3;5;"RUS"
"188";26105;"39G8";26;55;21;18;47;5;"POL"
"189";26109;"39G8";26;55;22.2;19;29.8;5;"RUS"
"190";26112;"39H0";26;55;35.2;19;22.4;5;"RUS"
"191";26117;"39G9";26;55;34.8;19;44.2;5;"RUS"
"192";26121;"39H0";26;55;47.9;19;1.4;5;"RUS"
"193";26122;"40G8";26;56;0.1;19;17.9;5;"LTU"
"194";26124;"40H0";26;56;17;18;32;5;"SWE"
"195";26125;"40H0";26;56;24;18;38.3;5;"SWE"
"196";26128;"40H0";26;55;20.8;20;39.1;2;"RUS"
"197";26129;"40H0";26;54;59.7;19;18.6;6;"RUS"
"198";26130;"40G8";26;54;48.1;19;21.9;6;"RUS"
"199";26131;"40G8";26;54;24;19;2.4;2;"POL"
"200";26133;"40H0";26;54;42.1;18;46.6;3;"POL"
"201";26135;"40H0";26;54;56.4;19;24.2;6;"RUS"
"202";26138;"40H0";26;55;52.8;18;49;6;"POL"
"203";26140;"40H0";26;56;0.4;18;54.1;6;"SWE"
"204";26141;"40G9";26;56;19;18;40;6;"LAT"
"205";26142;"40H0";26;56;12;19;28;6;"LAT"
"206";26144;"40H0";26;56;22;19;29;6;"LAT"
"207";26145;"41G8";26;56;27.9;19;49.7;6;"LAT"
"208";26150;"41G9";26;55;3.5;20;33.5;2;"RUS"
"209";26152;"41G9";26;55;10.5;19;13.2;5;"RUS"
"210";26153;"41G9";26;55;29.4;20;38.8;4;"LTU"
"211";26158;"41H0";26;55;51.7;20;6.2;4;"LTU"
"212";26160;"38G9";26;56;28.865;20;7.94;5;"LAT"
"213";26165;"38G9";26;55;26;18;34;5;"POL"
"214";26167;"38G9";26;54;59.1;18;30.3;4;"POL"
"215";26169;"38G8";26;54;46.3;18;41.5;2;"POL"
"216";26172;"38G9";26;55;31.8;18;10.7;5;"POL"
"217";26183;"39G9";26;54;51;18;36.8;2;"POL"
"218";26199;"39G9";26;56;22.8;19;42.4;6;"LAT"
"219";26200;"39G9";26;55;28.4;20;3.4;4;"RUS"
"220";26205;"39G8";26;55;45.5;20;22.2;3;"LTU"
"221";26209;"39G8";26;56;18;19;31.5;6;"LAT"
"222";26211;"39G8";26;54;30.6;19;21;4;"POL"
"223";26216;"39G8";26;54;23.9;19;16.3;2;"POL"
"224";26217;"39G9";26;54;24.7;19;17.5;3;"POL"
"225";26221;"40G8";26;55;55.2;18;35.21;6;"SWE"
"226";26224;"40G8";26;56;22.01;18;26.8;2;"SWE"
"227";26225;"40G8";26;56;18.8;18;23.29;3;"SWE"
"228";26256;"40G8";26;54;26.8;19;18.6;4;"POL"
"229";26257;"39G9";26;54;55.5;19;3;6;"POL"
"230";26258;"40G9";26;54;26.9;19;18;4;"POL"
"231";26259;"40G9";26;56;22;19;52;5;"LAT"
"232";26263;"40G9";26;54;23.7;18;59.5;2;"POL"
"233";26264;"40G9";26;54;25.2;19;2.1;3;"POL"
"234";26266;"40G8";26;54;48.2;18;32.9;2;"POL"
"235";26269;"40G9";26;54;36.7;19;9.2;5;"LAT"
"236";26270;"41G8";26;54;33.1;18;52.2;4;"POL"
"237";26271;"42G8";26;54;59.8;18;30.7;4;"POL"
"238";26274;"41H0";26;54;53.8;18;10.2;2;"POL"
"239";26286;"41G9";26;55;37.6;18;32.2;5;"POL"
"240";26291;"41G9";26;54;49.8;19;20.4;6;"RUS"
"241";27003;"43G6";27;57;24.8;17;1.5;3;"SWE"
"242";27009;"42G6";27;57;4;17;54;4;"SWE"
"243";27010;"42G6";27;57;5.8;17;17.2;5;"SWE"
"244";27012;"42G7";27;57;30;17;2;5;"SWE"
"245";27017;"43G7";27;57;30;17;43;5;"SWE"
"246";27020;"43G7";27;57;21.9;16;55.1;3;"SWE"
"247";27022;"43G7";27;56;42.2;16;59.1;4;"SWE"
"248";27025;"43G7";27;57;26.9;17;6.3;4;"SWE"
"249";27028;"44G8";27;56;39.45;16;58.76;4;"SWE"
"250";27030;"44G8";27;57;13.66;17;23.23;4;"SWE"
"251";28007;"43H1";28;57;20.6;21;18.9;3;"LAT"
"252";28009;"43H1";28;57;24.2;21;20.7;2;"LAT"
"253";28021;"42H0";28;57;14.2;21;6.1;3;"LAT"
"254";28023;"42H0";28;57;25.7;21;16.6;4;"LAT"
"255";28029;"43G8";28;57;54.8;21;30.5;3;"EST"
"256";28033;"43H0";28;56;35.4;20;22.5;4;"LAT"
"257";28039;"43H1";28;57;1.9;20;32.2;5;"LAT"
"258";28043;"43H1";28;57;11;20;43.2;4;"LAT"
"259";28051;"44G9";28;57;21.2;19;9.2;4;"SWE"
"260";28062;"42H0";28;56;31.1;20;13.8;5;"LAT"
"261";28067;"42H0";28;57;6.5;18;57.1;5;"SWE"
"262";28071;"43G8";28;57;10;19;1.4;5;"SWE"
"263";28074;"43G8";28;57;10.5;20;35.2;5;"LAT"
"264";28079;"43H0";28;56;30.8;18;40;6;"SWE"
"265";28082;"43H0";28;56;34;20;0.5;6;"LAT"
"266";28084;"43H0";28;56;36;20;20.3;5;"LAT"
"267";28088;"43H0";28;57;26.7;20;34.2;6;"LAT"
"268";28093;"43H1";28;57;29.3;21;26.2;2;"LAT"
"269";28095;"43H1";28;56;42.3;18;55.8;6;"SWE"
"270";28098;"43G9";28;57;20.2;19;8.1;5;"SWE"
"271";28106;"44G9";28;58;4.74;19;26.22;4;"SWE"
"272";28107;"44H1";28;57;3.5;18;52.2;5;"SWE"
"273";28132;"45H1";28;57;13.8;21;9.4;3;"LAT"
"274";28136;"45G9";28;57;1.86;21;5.66;2;"LAT"
"275";28138;"45G9";28;57;4.05;21;7.77;2;"LAT"
"276";28142;"42H0";28;57;19.17;20;54.99;4;"LAT"
"277";28157;"43H0";28;56;39.38;20;45.92;2;"LAT"
"278";28161;"43G9";28;56;38.1;20;43.9;2;"LAT"
"279";28167;"43G9";28;56;37.7;20;34.9;3;"LAT"
"280";28173;"43H0";28;56;38.85;20;36.28;3;"LAT"
"281";28178;"44H0";28;57;31;21;6.3;4;"LAT"
"282";28182;"42G8";28;57;46.71;19;28.85;5;"SWE"
"283";28187;"43G9";28;57;39.84;19;7.77;3;"SWE"
"284";28190;"42G9";28;57;58.9;20;58.43;5;"EST"
"285";28194;"42H0";28;56;32.03;20;15.12;6;"LAT"
"286";24067;"38G4";24;54;48.79;13;25.34;3;"GFR"
"287";24092;"38G3";24;54;52.3;14;57.8;3;"DEN"
"288";24151;"38G2";24;54;48.56;13;10.92;3;"GFR"
"289";24152;"38G2";24;54;48.52;13;17.18;3;"GFR"
"290";24153;"38G4";24;54;45.22;13;31.23;3;"GFR"
"291";24192;"39G4";24;54;51.9;13;50.1;3;"GFR"
"292";25060;"38G5";25;54;50.3;16;3.1;3;"POL"
"293";25081;"39G7";25;55;24.2;16;51;3;"POL"
"294";25399;"40G4";25;55;52.79;15;42.88;3;"SWE"
"295";25404;"40G4";25;55;49.6;15;26.4;3;"SWE"
"296";25427;"40G5";25;55;48.45;15;50.31;3;"SWE"
"297";26136;"40H0";26;55;36.5;18;22;5;"POL"
"298";26148;"41G9";26;55;4.7;19;37.1;5;"LAT"
"299";28017;"42H0";28;57;13.5;20;44.8;3;"LAT"
"300";28180;"42H0";28;57;15.16;18;55.55;3;"SWE"
"301";28188;"44H0";28;57;36.88;19;10.15;3;"SWE"
