NrHaul;RectangleAlpha;ICES.SD;Latitude1_deg;Latitude1_dec_min;Longitude1_deg;Longitude1_dec_min;Layer;EEZ;Latitude1_deg_dec;Longitude1_deg_dec;codstock;country
25399;40G5;25;55;52.79;15;42.88;3;SWE;55.88;15.71;25-32;DEN
25401;40G4;25;55;42.15;14;22.21;2;SWE;55.70;14.37;25-32;SWE
25404;40G5;25;55;49.6;15;26.4;3;SWE;55.83;15.44;25-32;SWE
25409;40G5;25;55;47.9;15;57.8;3;SWE;55.80;15.96;25-32;DEN
25418;40G4;25;55;42.4;14;22.5;2;SWE;55.71;14.38;25-32;SWE
25419;40G4;25;55;41.5;14;22.35;2;SWE;55.69;14.37;25-32;SWE
25426;40G5;25;55;49.1;15;15.6;3;SWE;55.82;15.26;25-32;SWE
25432;40G6;25;55;50.2;16;23.2;3;SWE;55.84;16.39;25-32;DEN
25439;40G4;25;55;35.9;14;33.6;4;SWE;55.60;14.56;25-32;SWE
25445;40G5;25;55;35.66;15;13.13;4;DEN;55.59;15.22;25-32;DEN
25447;40G5;25;55;34.67;15;3.8;5;DEN;55.58;15.06;25-32;DEN
25449;40G4;25;55;27.6;14;43.8;4;DEN;55.46;14.73;25-32;DEN
25451;39G6;25;55;17.2;16;1.2;5;DEN;55.29;16.02;25-32;DEN
25452;39G5;25;55;22.4;15;15.6;5;DEN;55.37;15.26;25-32;DEN
25455;39G7;25;55;27.4;17;17;2;POL;55.46;17.28;25-32;POL
25500;39G4;25;55;28.42;14;39.32;4;SWE;55.47;14.66;25-32;SWE
25502;39G4;25;55;27.5;14;28.1;3;SWE;55.46;14.47;25-32;SWE
25503;38G6;25;55;9.7;16;3.4;5;grey;55.16;16.06;25-32;DEN
25504;41G7;25;56;4.648;17;46.153;4;SWE;56.08;17.77;25-32;DEN
25506;39G5;25;55;28.074;15;57.014;5;DEN;55.47;15.95;25-32;DEN
25508;39G6;25;55;18.02;16;1.13;5;DEN;55.30;16.02;25-32;DEN
25509;40G6;25;55;43.78;16;41;4;SWE;55.73;16.68;25-32;DEN
26011;41H0;26;56;5.4;20;32.8;2;LAT;56.09;20.55;25-32;LAT
26014;38G9;26;54;26.1;19;3.9;3;POL;54.44;19.07;25-32;POL
26022;39H0;26;55;5.9;20;4.3;3;RUS;55.10;20.07;25-32;
26024;39H0;26;55;10.4;20;0;4;RUS;55.17;20.00;25-32;
26025;39H0;26;55;12.4;20;9.8;3;RUS;55.21;20.16;25-32;
26027;40H0;26;55;47.4;20;23.2;3;LTU;55.79;20.39;25-32;LTU
26030;41G9;26;56;7.8;19;51;3;LAT;56.13;19.85;25-32;LAT
26032;41G8;26;56;22;18;30.8;3;SWE;56.37;18.51;25-32;DEN
26036;38G9;26;54;49.3;19;38.9;4;RUS;54.82;19.65;25-32;
26039;39G9;26;55;0.6;19;40.4;4;RUS;55.01;19.67;25-32;
26048;39H0;26;55;28.4;20;3.4;4;RUS;55.47;20.06;25-32;
26050;40G8;26;55;38.3;18;3.6;4;POL;55.64;18.06;25-32;POL
26052;40H0;26;55;30.4;20;36.6;4;LTU;55.51;20.61;25-32;LTU
26055;40G8;26;55;48;18;8;4;POL;55.80;18.13;25-32;POL
26073;41G9;26;56;15;19;39;4;LAT;56.25;19.65;25-32;LAT
26084;38G9;26;54;40.8;19;29;5;RUS;54.68;19.48;25-32;
26087;38G8;26;54;53;18;54;5;POL;54.88;18.90;25-32;POL
26089;38G9;26;54;56.9;19;34.3;5;RUS;54.95;19.57;25-32;
26096;39G9;26;55;10.5;19;26.3;5;RUS;55.18;19.44;25-32;
26097;39G9;26;55;21.4;19;55.6;4;RUS;55.36;19.93;25-32;
26106;39G8;26;55;26.5;18;55.5;5;POL;55.44;18.93;25-32;POL
26109;39G9;26;55;22.2;19;29.8;5;RUS;55.37;19.50;25-32;
26111;40G9;26;55;35;19;2.5;5;RUS;55.58;19.04;25-32;
26130;39G9;26;54;48.1;19;21.9;6;RUS;54.80;19.37;25-32;
26134;40H0;26;55;57.08;20;28.61;2;LTU;55.95;20.48;25-32;LTU
26138;40G8;26;55;52.8;18;49;6;POL;55.88;18.82;25-32;POL
26141;41G8;26;56;19;18;40;6;SWE;56.32;18.67;25-32;DEN
26144;41G9;26;56;22;19;29;6;LAT;56.37;19.48;25-32;LAT
26147;39G9;26;55;2;19;29;5;RUS;55.03;19.48;25-32;
26150;39H0;26;55;3.5;20;33.5;2;RUS;55.06;20.56;25-32;
26156;40G9;26;55;35.5;19;50.7;5;RUS;55.59;19.85;25-32;
26158;40H0;26;55;51.7;20;6.2;4;LTU;55.86;20.10;25-32;LTU
26160;41H0;26;56;28.2;20;6.4;5;LAT;56.47;20.11;25-32;LAT
26166;39G8;26;55;22.3;18;25.6;5;POL;55.37;18.43;25-32;POL
26169;38G8;26;54;46.3;18;41.5;2;POL;54.77;18.69;25-32;POL
26182;39G8;26;55;2.8;18;18.7;4;POL;55.05;18.31;25-32;POL
26199;41G9;26;56;22.8;19;42.4;6;LAT;56.38;19.71;25-32;LAT
26209;41G9;26;56;18;19;31.5;6;LAT;56.30;19.53;25-32;LAT
26221;40G8;26;55;55.2;18;35.21;6;SWE;55.92;18.59;25-32;SWE
26224;41G8;26;56;22.01;18;26.8;2;SWE;56.37;18.45;25-32;DEN
26225;41G8;26;56;18.8;18;23.29;3;SWE;56.31;18.39;25-32;DEN
26263;37G8;26;54;23.7;18;59.5;2;POL;54.40;18.99;25-32;POL
26266;38G8;26;54;48.2;18;32.9;2;POL;54.80;18.55;25-32;POL
26267;38G8;26;54;54.6;18;36.1;3;POL;54.91;18.60;25-32;POL
26269;38G9;26;54;36.7;19;9.2;5;POL;54.61;19.15;25-32;POL
26273;39G8;26;55;7.9;18;43.4;5;POL;55.13;18.72;25-32;POL
26274;38G8;26;54;53.8;18;10.2;2;POL;54.90;18.17;25-32;POL
26275;41G8;26;56;0.4;18;8.8;3;SWE;56.01;18.15;25-32;DEN
26280;37G8;26;54;29.6;18;53.4;4;POL;54.49;18.89;25-32;POL
26286;40G8;26;55;37.6;18;32.2;5;POL;55.63;18.54;25-32;POL
26291;38G9;26;54;49.8;19;20.4;6;RUS;54.83;19.34;25-32;
27001;43G6;27;57;23.06;16;53.08;3;SWE;57.38;16.88;25-32;SWE
27003;43G7;27;57;24.8;17;1.5;3;SWE;57.41;17.03;25-32;SWE
27004;42G6;27;56;31.6;16;55;4;SWE;56.53;16.92;25-32;SWE
27011;43G7;27;57;27.5;17;32.8;4;SWE;57.46;17.55;25-32;SWE
27013;43G7;27;57;2.4;17;52.4;5;SWE;57.04;17.87;25-32;SWE
27014;44G7;27;57;37;17;6.05;5;SWE;57.62;17.10;25-32;SWE
27015;44G8;27;57;49;18;7;5;SWE;57.82;18.12;25-32;SWE
27022;42G6;27;56;42.2;16;59.1;4;SWE;56.70;16.99;25-32;SWE
27025;43G7;27;57;26.9;17;6.3;4;SWE;57.45;17.11;25-32;SWE
28001;42H0;28;56;40.4;20;44.8;3;LAT;56.67;20.75;25-32;LAT
28009;43H1;28;57;24.2;21;20.7;2;LAT;57.40;21.35;25-32;EST
28031;42H0;28;56;33.8;20;25.5;4;LAT;56.56;20.43;25-32;LAT
28042;43H0;28;57;7.8;20;43.6;4;LAT;57.13;20.73;25-32;LAT
28053;44G9;28;57;32.1;19;17.5;4;SWE;57.54;19.29;25-32;SWE
28061;45H1;28;58;27.8;21;34.6;4;EST;58.46;21.58;25-32;EST
28075;43H0;28;57;12.3;20;40.4;5;LAT;57.21;20.67;25-32;LAT
28078;45G9;28;58;3.4;19;27.9;5;SWE;58.06;19.47;25-32;SWE
28093;43H1;28;57;29.3;21;26.2;2;LAT;57.49;21.44;25-32;EST
28098;43G9;28;57;20.2;19;8.1;5;SWE;57.34;19.14;25-32;SWE
28101;43G8;28;57;2.4;18;49.2;4;SWE;57.04;18.82;25-32;SWE
28103;43G9;28;57;19.8;19;5.1;4;SWE;57.33;19.09;25-32;SWE
28121;43H1;28;57;22.11;21;15.57;3;LAT;57.37;21.26;25-32;LAT
28132;43H1;28;57;13.8;21;9.4;3;LAT;57.23;21.16;25-32;LAT
28136;43H1;28;57;1.86;21;5.66;2;LAT;57.03;21.09;25-32;LAT
28138;43H1;28;57;4.05;21;7.77;2;LAT;57.07;21.13;25-32;LAT
28157;42H0;28;56;39.38;20;45.92;2;LAT;56.66;20.77;25-32;LAT
28161;42H0;28;56;38.1;20;43.9;2;LAT;56.64;20.73;25-32;LAT
28162;42H0;28;56;39.99;20;42.4;3;LAT;56.67;20.71;25-32;LAT
28165;43H0;28;57;7.18;20;39.42;5;LAT;57.12;20.66;25-32;LAT
28177;43G8;28;57;11.07;18;48.65;3;SWE;57.18;18.81;25-32;SWE
28178;44H1;28;57;31;21;6.3;4;LAT;57.52;21.11;25-32;EST
28181;43G9;28;57;21.64;19;5.28;4;SWE;57.36;19.09;25-32;SWE
28182;44G9;28;57;46.71;19;28.85;5;SWE;57.78;19.48;25-32;SWE
28186;44G9;28;57;43.06;19;10.32;3;SWE;57.72;19.17;25-32;SWE
28187;44G9;28;57;39.84;19;7.77;3;SWE;57.66;19.13;25-32;SWE
28191;45H1;28;58;1.6;21;5.9;4;EST;58.03;21.10;25-32;EST
24092;38G4;24;54;52.3;14;57.8;3;DEN;54.87;14.96;21-24;GER
24104;39G3;24;55;3.98;13;20.4;3;SWE;55.07;13.34;21-24;GER
24156;38G3;24;54;43.32;13;43.57;3;GFR;54.72;13.73;21-24;GER
24161;38G3;24;54;46.2;13;58.3;3;GFR;54.77;13.97;21-24;GER
24190;38G3;24;54;55.58;13;40.2;3;GFR;54.93;13.67;21-24;GER
24195;38G3;24;54;57.6;13;59.1;3;GFR;54.96;13.99;21-24;GER
24210;39G3;24;55;1.02;13;18.4;3;SWE;55.02;13.31;21-24;GER
24245;39G4;24;55;5.42;14;18.55;3;DEN;55.09;14.31;21-24;GER
24289;38G3;24;54;55.9;13;15.5;3;GFR;54.93;13.26;21-24;GER
24307;38G4;24;54;43.56;14;42.5;3;DEN;54.73;14.71;21-24;GER
24310;38G3;24;54;59.327;13;52.1836;3;GFR;54.99;13.87;21-24;GER
24313;39G3;24;55;2.3696;13;25.4476;3;SWE;55.04;13.42;21-24;GER
24315;39G3;24;55;4.9;13;43.54;3;SWE;55.08;13.73;21-24;GER
24319;39G4;24;55;5;14;10.2;3;DEN;55.08;14.17;21-24;GER
24323;39G3;24;55;14.9;13;52.1;3;SWE;55.25;13.87;21-24;GER
24324;39G3;24;55;9;13;55.9;3;SWE;55.15;13.93;21-24;GER
22013;38G1;22;54;31.38;11;19.27;2;GFR;54.52;11.32;21-24;DEN
22141;37G1;22;54;14.4;11;25.3;2;GFR;54.24;11.42;21-24;GER
22145;37G1;22;54;17.9;11;31.6;2;GFR;54.30;11.53;21-24;GER
22146;37G1;22;54;17.75;11;36.3;2;GFR;54.30;11.61;21-24;GER
25049;38G5;25;54;32.5;15;46.1;3;POL;54.54;15.77;25-32;POL
25084;39G7;25;55;23;17;22;3;POL;55.38;17.37;25-32;POL
25413;40G5;25;55;50.1;15;56.8;3;SWE;55.84;15.95;25-32;DEN
25428;40G6;25;55;45.5;16;40.2;3;SWE;55.76;16.67;25-32;DEN
25431;40G6;25;55;52.2;16;1.1;3;SWE;55.87;16.02;25-32;DEN
27024;43G7;27;57;1.9;17;57.5;4;SWE;57.03;17.96;25-32;SWE
28007;43H1;28;57;20.6;21;18.9;3;LAT;57.34;21.32;25-32;LAT
22077;38G0;22;54;41.63;10;19.45;2;DEN;54.69;10.32;21-24;DEN
22079;38G0;22;54;59.72;10;1.41;2;DEN;55.00;10.02;21-24;DEN
22085;40G0;22;55;36.53;10;34.21;2;DEN;55.61;10.57;21-24;DEN
22140;37G1;22;54;25.9;11;37;2;DEN;54.43;11.62;21-24;DEN
24004;37G4;24;54;29;14;45.2;2;POL;54.48;14.75;21-24;POL
24057;38G4;24;54;32.3;14;56.3;2;POL;54.54;14.94;21-24;POL
25055;38G5;25;54;49;15;55;4;POL;54.82;15.92;25-32;POL
25248;39G7;25;55;21.1;17;27.7;4;POL;55.35;17.46;25-32;POL
25252;39G7;25;55;29.8;17;48;4;POL;55.50;17.80;25-32;POL
25253;39G7;25;55;29;17;51;4;POL;55.48;17.85;25-32;POL
25457;39G7;25;55;20.7;17;10.9;4;POL;55.35;17.18;25-32;POL
26028;40H0;26;55;42.1;20;37.6;3;LTU;55.70;20.63;25-32;LTU
26206;40H0;26;55;45.8;20;20;3;LTU;55.76;20.33;25-32;LTU
26031;41G9;26;56;11.5;19;54.8;4;LAT;56.19;19.91;25-32;LAT
26060;40G9;26;55;59.2;19;19.3;4;LAT;55.99;19.32;25-32;LAT
26064;41G9;26;56;1.5;19;26.1;4;LAT;56.03;19.44;25-32;LAT
26067;41G9;26;56;7.5;19;34.2;4;LAT;56.13;19.57;25-32;LAT
26078;41H0;26;56;21;20;2;4;LAT;56.35;20.03;25-32;LAT
