RectangleAlpha;NrHaul;Area;Layer;Dist;Mean_Depth;EEZ;NM12;Status;Source;Remark;Lat_start_deg_dec;Lon_start_deg_dec;Lat_end_deg_dec;Lon_end_deg_dec;type;Country;Pct;nation
39G3;24252;24;3;2,810025912;41;SWE;No;V;NA;NA;55,2078333333333;13,1745;55,1933333333333;13,2466666666667;Allocated;DE;NA;DE
39G3;24210;24;3;4,824880265;43;SWE;No;V;NA;NA;55,017;13,3066666666667;55,0631666666667;13,2566666666667;Allocated;DE;NA;DE
39G3;24228;24;3;2,502516324;46;GFR;No;V;NA;NA;55,0095;13,6728333333333;55,0176666666667;13,7441666666667;Allocated;DE;NA;DE
39G3;24312;24;3;1,566248847;41,33333333;SWE;No;V;NA;NA;55,0431666666667;13,4505;55,0418333333333;13,496;Mooved to new Layer;DE;NA;DE
39G4;24287;24;3;2,985098971;43;DEN;No;V;NA;NA;55,0416666666667;14,2233333333333;55;14,1783333333333;Allocated;Dana;NA;Dana
39G4;24245;24;3;1,505953776;44;DEN;No;V;NA;NA;55,0903333333333;14,3091666666667;55,0663333333333;14,2963333333333;Allocated;Dana;NA;Dana
39G4;24251;24;3;2,495905793;42;DEN;No;V;NA;NA;55,09;14,5523333333333;55,1315;14,5573333333333;Allocated;DE;NA;DE
39G4;24363;24;3;1.607;48.2;SWE;No;V;2006 DANA trawl computer;NA;55,283366;14,328766;55,300383;14,364883;Allocated;DE;NA;DE
39G4;25502;25;3;2,507187195;56;SWE;No;V;NA;NA;55,4583333333333;14,4683333333333;55,4625;14,5416666666667;Allocated;SE;NA;SE
39G4;25387;25;3;2,496846838;53;SWE;No;V;NA;NA;55,409;14,5046666666667;55,38;14,4566666666667;Allocated;Dana;NA;Dana
39G4;25501;25;4;3,516764969;72;DEN;No;V;NA;NA;55,315;14,9316666666667;55,3283333333333;15,03;Allocated;Dana;NA;Dana
39G4;25075;25;4;2,167374124;73;DEN;No;V;NA;NA;55,465;14,9716666666667;55,4616666666667;15,035;assigned manually;SE;NA;SE
38G5;24278;24;3;1,768338384;58;DEN;No;V;NA;NA;54,7683333333333;15;54,7416666666667;14,9783333333333;Allocated;Dana;NA;Dana
38G5;25539;25;3;1.5509999999999999;59;POL;No;V;2002 DANA trawl computer;NA;54,584133;15,7513;54,609833;15,747283;Allocated;Dana;NA;Dana
38G5;25051;25;3;2,726063213;52;POL;No;V;NA;NA;54,645;15,9133333333333;54,6116666666667;15,9666666666667;Allocated;PL;NA;PL
38G5;25056;25;3;3,340805743;56;POL;No;V;NA;NA;54,745;15,95;54,8;15,965;Allocated;PL;NA;PL
38G5;25049;25;3;2,159467104;55;POL;No;V;NA;NA;54,5416666666667;15,7683333333333;54,5583333333333;15,8233333333333;Allocated;PL;NA;PL
38G5;25053;25;3;3,056390015;58;DEN;No;V;NA;NA;54,8016666666667;15,0133333333333;54,805;14,9883333333333;Allocated;PL;NA;PL
38G5;25182;25;3;3,441409717;58;DEN;No;V;NA;NA;54,8883333333333;15,2916666666667;54,835;15,255;Allocated;DE;NA;DE
38G5;25517;25;3;3.677;55;POL;No;V;1988 DANA trawl computer;NA;54,571666;15,331666;54,513333;15,363333;Allocated;Dana;NA;Dana
38G5;25046;25;3;3,726507765;59;POL;No;V;NA;NA;54,5566666666667;15,44;54,5733333333333;15,4233333333333;Allocated;PL;NA;PL
38G5;25177;25;4;3,282133212;66;DEN;No;V;NA;NA;54,7716666666667;15,2883333333333;54,8216666666667;15,3266666666667;Allocated;Dana;NA;Dana
38G5;25193;25;4;1,672611578;75;DEN;No;V;NA;NA;54,85;15,69;54,8483333333333;15,7383333333333;Allocated;Dana;NA;Dana
38G5;25047;25;4;3,041874948;60;POL;No;V;NA;NA;54,6283333333333;15,5266666666667;54,5933333333333;15,59;Allocated;PL;NA;PL
38G5;25537;25;4;1.508;65;POL;No;V;2001 DANA trawl computer;NA;54,643316;15,639266;54,628233;15,6047;Allocated;Dana;NA;Dana
38G5;25394;25;4;0,144366428;61;DEN;No;V;NA;NA;54,6566666666667;15,1513333333333;54,6583333333333;15,1483333333333;Allocated;Dana;NA;Dana
39G6;25067;25;3;1,407524592;54;POL;No;V;NA;NA;55,0433333333333;16,4;55,0383333333333;16,36;Allocated;PL;NA;PL
39G6;25081;25;3;2,49830165;56;POL;No;V;NA;NA;55,4033333333333;16,85;55,4033333333333;16,9233333333333;Allocated;PL;NA;PL
39G6;25333;25;4;3,476574525;78;DEN;No;V;NA;NA;55,3166666666667;16,1833333333333;55,2816666666667;16,1033333333333;Allocated;PL;NA;PL
39G6;25214;25;4;2,500419062;68;POL;No;V;NA;NA;55,075;16,385;55,1166666666667;16,3863333333333;Allocated;Dana;NA;Dana
39G6;25246;25;4;2,40775439;65;POL;No;V;NA;NA;55,35;16,95;55,3783333333333;17;Allocated;Dana;NA;Dana
39G6;25212;25;4;3,206808219;69;POL;No;V;NA;NA;55,055;16,3033333333333;55,025;16,2266666666667;Allocated;Dana;NA;Dana
39G6;25516;25;5;3.544;80;DNK;No;V;1988 DANA trawl computer;NA;55,211666;16,258333;55,27;16,273333;Allocated;Dana;NA;Dana
39G6;25080;25;3;1,815155256;52;POL;No;V;NA;NA;55,405;16,7483333333333;55,3833333333333;16,7116666666667;Mooved to new Layer;PL;NA;PL
39G6;25224;25;4;3,136101273;70,6;DEN;No;V;NA;NA;55,3;16,2833333333333;55,35;16,2833333333333;assigned manually;PL;NA;PL
39G6;25508;25;5;1,733828676;90;DEN;No;V;NA;NA;55,3003333333333;16,0188333333333;55,3218333333333;16,0525;assigned manually;PL;NA;PL
39G7;25455;25;2;1,78309773;37;POL;No;V;NA;NA;55,4566666666667;17,2833333333333;55,4616666666667;17,335;Allocated;PL;NA;PL
39G7;25030;25;3;1,50639481;40;POL;No;V;NA;NA;55,4883333333333;17,4633333333333;55,49;17,4216666666667;Allocated;Dana;NA;Dana
39G7;25084;25;3;2,625876814;56;POL;No;V;NA;NA;55,3833333333333;17,3666666666667;55,4;17,4333333333333;Allocated;PL;NA;PL
39G7;25545;25;3;1.417;41;POL;No;V;2005 DANA trawl computer;NA;55,066383;17,094233;55,085683;17,117816;Allocated;Dana;NA;Dana
39G7;25232;25;4;2,973346391;78;POL;No;V;NA;NA;55,3116666666667;17,3333333333333;55,3333333333333;17,4116666666667;Allocated;PL;NA;PL
39G7;25339;25;5;1,994570378;88,8;POL;No;V;NA;NA;55,2583333333333;17,425;55,2583333333333;17,4833333333333;Allocated;PL;NA;PL
40G4;25416;25;2;1,965943651;41;SWE;No;V;NA;NA;55,6926666666667;14,3791666666667;55,7188333333333;14,3441666666667;Allocated;SE;NA;SE
40G4;25544;25;3;1.1140000000000001;50;SWE;No;V;2004 DANA trawl computer;NA;55,754816;14,785266;55,7579;14,75285;Allocated;Dana;NA;Dana
40G4;25425;25;3;2,098629151;55;SWE;No;V;NA;NA;55,7091666666667;14,85;55,6833333333333;14,8916666666667;Allocated;SE;NA;SE
40G4;25414;25;3;2,427447598;47;SWE;No;V;NA;NA;55,7016666666667;14,55;55,6866666666667;14,4833333333333;Allocated;SE;NA;SE
40G4;25444;25;4;1,508607948;65;SWE;No;V;NA;NA;55,6403333333333;14,8826666666667;55,6448333333333;14,9265;Allocated;Dana;NA;Dana
40G4;25449;25;4;2,247299239;71;DEN;No;V;NA;NA;55,46;14,73;55,4533333333333;14,665;Allocated;Dana;NA;Dana
40G4;25448;25;4;1,528514592;62;SWE;No;V;NA;NA;55,6425;14,7365;55,6405;14,6915;Allocated;Dana;NA;Dana
40G5;25399;25;3;2,502919273;51;SWE;No;V;NA;NA;55,8798333333333;15,7146666666667;55,8735;15,7881666666667;Allocated;SE;NA;SE
40G5;25292;25;3;2,499483945;55;SWE;No;V;NA;NA;55,76475;15,3964666666667;55,7647833333333;NA;Allocated;Dana;NA;Dana
40G5;25405;25;3;1,8;51;SWE;No;V;NA;NA;55,9116666666667;15,5683333333333;55,8816666666667;15,5683333333333;Allocated;SE;NA;SE
40G5;25429;25;3;1,683440263;46;SWE;No;V;NA;NA;55,9651666666667;15,41;55,9375;15,4016666666667;Allocated;SE;NA;SE
40G5;25124;25;3;1,631297409;57;SWE;No;V;NA;NA;55,77;15,2516666666667;55,77;15,3;Allocated;Dana;NA;Dana
40G5;25119;25;4;1,646902405;66;SWE;No;V;NA;NA;55,6866666666667;15,07;55,69;15,1183333333333;Allocated;Dana;NA;Dana
40G5;25277;25;4;3,003229491;75;DEN;No;V;NA;NA;55,5733333333333;15,58;55,5233333333333;15,5833333333333;Allocated;Dana;NA;Dana
40G5;25280;25;4;1,721888917;76;SWE;No;V;NA;NA;55,6233333333333;15,86;55,61;15,905;Allocated;Dana;NA;Dana
40G5;25533;25;4;2.871;71;SWE;No;V;1999 DANA trawl computer;NA;55,646666;15,376666;55,626666;15,453333;Allocated;Dana;NA;Dana
40G5;25272;25;4;1,476286931;69;DEN;No;V;NA;NA;55,665;15,2233333333333;55,6633333333333;15,2666666666667;Allocated;Dana;NA;Dana
40G5;25100;25;5;3,293039535;86;DEN;No;V;NA;NA;55,6366666666667;15,1033333333333;55,625;15,0083333333333;Allocated;SE;NA;SE
40G5;25274;25;5;1,586228425;89;DEN;No;V;NA;NA;55,5216666666667;15,5216666666667;55,52;15,565;Allocated;Dana;NA;Dana
40G6;25536;25;3;1.454;42;SWE;No;V;2001 DANA trawl computer;NA;55,970183;16,95835;55,9686;17,001383;Allocated;Dana;NA;Dana
40G6;25389;25;3;2,507098539;52;SWE;No;V;NA;NA;55,5901666666667;16,6608333333333;55,629;16,6878333333333;Allocated;PL;NA;PL
40G6;25134;25;3;2,499139232;47;SWE;No;V;NA;NA;55,7883333333333;16,7;55,7493333333333;16,726;Allocated;Dana;NA;Dana
40G6;25145;25;3;2,170981392;59;SWE;No;V;NA;NA;55,835;16,205;55,8416666666667;16,1416666666667;Allocated;Dana;NA;Dana
40G6;25380;25;3;1,844059248;40;POL;No;V;NA;NA;55,6416666666667;17,63;55,6166666666667;17,5983333333333;Allocated;Dana;NA;Dana
40G6;25431;25;3;2,246468531;54;SWE;No;V;NA;NA;55,87;16,0183333333333;55,8716666666667;16,085;Allocated;SE;NA;SE
40G6;25305;25;4;3,07530652;61;SWE;No;V;NA;NA;55,7333333333333;16,3333333333333;55,7833333333333;16,3333333333333;Allocated;Dana;NA;Dana
40G6;25286;25;4;1,767700249;68;SWE;No;V;NA;NA;55,5816666666667;16,435;55,59;16,385;Allocated;PL;NA;PL
40G6;25282;25;4;1,520082101;78;SWE;No;V;NA;NA;55,535;16,1766666666667;55,56;16,1833333333333;Allocated;SE;NA;SE
40G6;25511;25;4;2,723728916;73;SWE;No;V;NA;NA;55,5216666666667;16,3083333333333;55,535;16,385;Allocated;SE;NA;SE
40G8;26304;26;4;1.512;71.400000000000006;POL;No;V;2010 DANA trawl computer;NA;55,5054;18,082366;55,515933;18,042133;Allocated;PL;NA;PL
40G8;26299;26;5;3.1949999999999998;96;POL;No;V;1990 DANA trawl computer;NA;55,653333;18,626666;55,608333;18,676666;Allocated;PL;NA;PL
40G8;26172;26;5;1,584728984;81;POL;No;V;NA;NA;55,53;18,1783333333333;55,53;18,225;Allocated;PL;NA;PL
40G8;26221;26;6;4,614266473;111;SWE;No;V;NA;NA;55,92;18,5868333333333;55,9175;18,4496666666667;Allocated;LV;NA;LV
40G8;26138;26;6;2,326727342;110;POL;No;V;NA;NA;55,88;18,8166666666667;55,855;18,7666666666667;Allocated;LV;NA;LV
40G8;26050;26;4;3,244393434;65,2;POL;No;V;NA;NA;55,6383333333333;18,06;55,5916666666667;18,1083333333333;assigned manually;PL;NA;PL
40G8;26303;26;6;1.5629999999999999;102;POL;No;V;2005 DANA trawl computer;NA;55,795866;18,344666;55,781883;18,38355;assigned manually;LV;NA;LV
44H0;28190;28;5;0,823692024;91;EST;No;V;NA;NA;57,9816666666667;20,9738333333333;57,995;20,98;Allocated;EE;NA;EE
41G8;26224;26;2;3,155719115;35;SWE;No;V;NA;NA;56,3668333333333;18,4466666666667;56,4115;18,4968333333333;Allocated;PL;NA;PL
41G8;26032;26;3;3,357163136;53;SWE;No;V;NA;NA;56,3666666666667;18,5133333333333;56,3216666666667;18,4533333333333;Allocated;PL;NA;PL
41G8;26170;26;4;2,366221416;76;SWE;No;V;NA;NA;56,1648426666667;18,3378333333333;56,1286666666667;18,3096666666667;Allocated;LV;NA;LV
41G8;26141;26;4;3,09709799;78;SWE;No;V;NA;NA;56,3;18,5366666666667;56,315;18,7033333333333;Allocated;PL;NA;PL
41G8;26140;26;6;2,951523093;123;SWE;No;V;NA;NA;56,0066666666667;18,9016666666667;56,05;18,9433333333333;Allocated;LV;NA;LV
42G8;26125;26;5;3,207856625;81;SWE;No;V;NA;NA;56,4013333333333;18,608;56,3863333333333;18,5911666666667;Allocated;PL;NA;PL
