RectangleAlpha;NrHaul;Area;Layer;Dist;Mean_Depth;EEZ;NM12;Status;Source;Remark;Lat_start_deg_dec;Lon_start_deg_dec;Lat_end_deg_dec;Lon_end_deg_dec;type;Country;Pct;nation
41G2;23042;23;2;NA;24;DEN;No;V;NA;NA;56,1516666666667;12,4375;56,135;12,4495;assigned manually;Havf;100;Havf
41G2;23010;23;2;NA;23,5;NA;No;V;NA;NA;56,2333333333333;12,4175;56,2;12,4333333333333;Allocated;Havf;100;Havf
41G6;25406;25;4;2,073042869;64;SWE;No;V;NA;NA;56,4583333333333;16,7866666666667;56,4266666666667;16,7616666666667;Allocated;SE;100;SE
41G6;25315;25;4;1,918218077;70;SWE;No;V;NA;NA;56,4466666666667;16,975;56,4766666666667;16,955;Allocated;SE;100;SE
41G7;26301;26;4;3.444;59.7;SWE;No;V;1994 DANA trawl computer;NA;56,116666;18;56,066666;18,05;Mooved to new Layer;Dana;100;Dana
41G7;25038;25;3;2,501632741;51;SWE;No;V;NA;NA;56,15;17,75;56,1416666666667;17,6766666666667;Allocated;Dana;100;Dana
41G7;25410;25;4;2,492837075;65;SWE;No;V;NA;NA;56,0483333333333;17,7416666666667;56,085;17,7766666666667;Allocated;Dana;100;Dana
41G7;25461;25;3;2,502142001;40;SWE;No;V;NA;NA;56,0675;17,3645;56,0905;17,4268333333333;Allocated;Dana;100;Dana
41G7;25167;25;3;3,907240655;46;SWE;No;V;NA;NA;56,2666666666667;17,95;56,2333333333333;17,8666666666667;Allocated;Dana;100;Dana
41G9;26298;26;4;3.1120000000000001;69;LAT;No;V;1993 DANA trawl computer;NA;56,118333;19,508333;56,16;19,563333;Allocated;LV;100;LV
41G9;26030;26;3;3,155034376;57;LAT;No;V;NA;NA;56,13;19,85;56,175;19,8983333333333;Allocated;LT;100;LT
41G9;26259;26;5;3,346249377;90;LAT;No;V;NA;NA;56,3666666666667;19,8666666666667;56,4;19,9333333333333;Allocated;LV;100;LV
41G9;26073;26;4;3,212629325;72;LAT;No;V;NA;NA;56,25;19,65;56,2666666666667;19,7333333333333;assigned manually;LV;100;LV
41G9;26031;26;4;2,810878467;61;LAT;No;V;NA;NA;56,1916666666667;19,9133333333333;56,2266666666667;19,8933333333333;Allocated;LT;100;LT
41G9;26300;26;6;3.1019999999999999;124;LAT;No;V;1996 DANA trawl computer;NA;56,138333;19,19;56,098333;19,131666;Allocated;LV;100;LV
41H0;26296;26;3;3.4609999999999999;58;LAT;No;V;1989 DANA trawl computer;NA;56,365;20,218333;56,421666;20,236666;Allocated;LV;100;LV
42G6;27028;27;4;2,691168587;67;SWE;No;V;NA;NA;56,6575;16,9793333333333;56,7005;17,0025;Allocated;SE;100;SE
42H0;28094;28;5;1,670561622;85,75;LAT;No;V;NA;NA;56,94;20,3833333333333;56,9616666666667;20,415;Allocated;LV;100;LV
42H0;28161;28;2;1,642970927;39;LAT;No;V;NA;NA;56,635;20,7316666666667;56,655;20,7656666666667;Allocated;LV;100;LV
42H0;28035;28;4;3,39166631;74;LAT;No;V;NA;NA;56,635;20,4483333333333;56,6516666666667;20,4566666666667;Allocated;LV;100;LV
42H0;28173;28;3;1,530978498;54;LAT;No;V;NA;NA;56,6475;20,6046666666667;56,6258333333333;20,6291666666667;Allocated;LV;100;LV
42H0;28084;28;5;3,100633863;91;LAT;No;V;NA;NA;56,6;20,3383333333333;56,5583333333333;20,2833333333333;assigned manually;LV;100;LV
43G6;27020;27;3;2,064154781;44;SWE;No;V;NA;NA;57,365;16,9183333333333;57,3933333333333;16,8933333333333;Allocated;SE;100;SE
43G7;27031;27;3;NA;53;SWE;No;V;NA;NA;57,0210833333333;17,1327666666667;57,0455;17,145;assigned manually;SE;100;SE
43G7;27025;27;4;1,735843235;74;SWE;No;V;NA;NA;57,4483333333333;17,105;57,4716666666667;17,075;Allocated;SE;100;SE
43G7;27007;27;4;1,575471922;78;SWE;No;V;NA;NA;56,9891666666667;17,9438333333333;57,0146666666667;17,9553333333333;Allocated;SE;100;SE
43G7;27003;27;3;2,562779259;54;SWE;No;V;NA;NA;57,4133333333333;17,025;57,4516666666667;16,99;Allocated;SE;100;SE
43G7;27009;27;4;2,041991329;79;SWE;No;V;NA;NA;57,0666666666667;17,9;57,1003333333333;17,9091666666667;Allocated;SE;100;SE
43G7;27030;27;4;4,106329494;76;SWE;No;V;NA;NA;57,2276666666667;17,3871666666667;57,294;17,4151666666667;Allocated;SE;100;SE
43G8;28180;28;3;2,601802187;54;SWE;No;V;NA;NA;57,2526666666667;18,9258333333333;57,2885;18,971;Allocated;SE;100;SE
43G8;28096;28;3;2,478466246;46;SWE;No;V;NA;NA;57,1606666666667;18,8051666666667;57,1781666666667;18,8745833333333;Allocated;SE;100;SE
43H0;28165;28;5;1,517020123;86;LAT;No;V;NA;NA;57,1196666666667;20,657;57,1446666666667;20,6638333333333;Allocated;LV;100;LV
43H0;28017;28;3;2,539167993;53;LAT;No;V;NA;NA;57,225;20,7466666666667;57,1833333333333;20,76;Allocated;LV;100;LV
43H0;28074;28;5;1,561823528;99;LAT;No;V;NA;NA;57,175;20,5866666666667;57,2;20,6;Allocated;LV;100;LV
43H1;28093;28;2;1,535143958;22;LAT;No;V;NA;NA;57,4883333333333;21,4366666666667;57,5133333333333;21,4266666666667;Allocated;LV;100;LV
43H1;28023;28;4;1,5048756;64;LAT;No;V;NA;NA;57,4283333333333;21,2766666666667;57,45;21,2733333333333;Allocated;LV;100;LV
43H1;28138;28;2;1,572953177;31;LAT;No;V;NA;NA;57,0675;21,1295;57,0926666666667;21,143;Allocated;LV;100;LV
43H1;28009;28;2;1,511529885;28;LAT;No;V;NA;NA;57,4033333333333;21,345;57,4233333333333;21,3733333333333;Allocated;LV;100;LV
43H1;28049;28;3;1,408076207;45;LAT;No;V;NA;NA;57,225;21,0366666666667;57,21;21,07;Mooved to new Layer;LV;100;LV
43H1;28121;28;3;1,155150582;50;LAT;No;V;NA;NA;57,3685;21,2595;57,3813333333333;21,2808333333333;Allocated;LV;100;LV
44G9;28184;28;4;3,372211296;77;SWE;No;V;NA;NA;57,6961666666667;19,4055;57,6436666666667;19,3685;Allocated;SE;100;SE
44G9;28187;28;3;2,805024166;45;SWE;No;V;NA;NA;57,664;19,1295;57,6175;19,1205;Mooved to new Layer;SE;100;SE
44G9;28027;28;3;2,100672828;45;SWE;No;V;NA;NA;57,8666666666667;19,4;57,9016666666667;19,4016666666667;Mooved to new Layer;SE;100;SE
44H1;28091;28;3;2,50121837;42;EST;No;V;NA;NA;57,9413333333333;21,656;57,981;21,6801666666667;Mooved to new Layer;EE;100;EE
44H1;28193;28;4;1,494180586;61;EST;No;V;NA;NA;57,88;21,515;57,8551666666667;21,5185;Allocated;EE;100;EE
44H1;28029;28;3;1,643181613;58;EST;No;V;NA;NA;57,9133333333333;21,5083333333333;57,9066666666667;21,5583333333333;Allocated;EE;100;EE
45G9;28106;28;4;1,570260166;75;SWE;No;V;NA;NA;58,079;19,437;58,0533333333333;19,4466666666667;Allocated;SE;100;SE
45G9;28100;28;3;2,131151757;59;SWE;No;V;NA;NA;58,2633333333333;19,1966666666667;58,2966666666667;19,1733333333333;Allocated;SE;100;SE
45H0;28195;28;3;2.218;54;SWE;No;V;1988 DANA trawl computer;NA;58,425;20,308333;58,396666;20,263333;Mooved to new Layer;EE;100;EE
45H1;28061;28;4;1,624555809;68;EST;No;V;NA;NA;58,4633333333333;21,5766666666667;58,4616666666667;21,6283333333333;assigned manually;EE;100;EE
45H1;28191;28;4;1,35178064;61;EST;No;V;NA;NA;58,0266666666667;21,0983333333333;58,0483333333333;21,11;Allocated;EE;100;EE
37G1;22142;22;2;1,70987683;24;GFR;No;V;NA;NA;54,265;11,5016666666667;54,2733333333333;11,5483333333333;Allocated;DE;NA;DE
37G1;22012;22;2;1,63928511;25;GFR;No;V;NA;NA;54,4203333333333;11,5178333333333;54,3935;11,509;Allocated;DE;NA;DE
37G1;22003;22;2;2,402847472;19;GFR;No;V;NA;NA;54,1966666666667;11,89;54,2366666666667;11,8866666666667;Allocated;DE;NA;DE
37G1;22043;22;2;1,538497399;23;GFR;No;V;NA;NA;54,102;11,0743333333333;54,086;11,0401666666667;Allocated;DE;NA;DE
37G1;22007;22;2;3,997592151;16;GFR;No;V;NA;NA;54,4521666666667;11,3863333333333;54,3861666666667;11,3706666666667;Allocated;DE;NA;DE
37G1;22060;22;2;2,808374984;25;GFR;No;V;NA;NA;54,375;11,7873333333333;54,3761666666667;11,707;Allocated;DE;NA;DE
38G0;22064;22;2;2,696373855;21;GFR;No;V;NA;NA;54,6276666666667;10,3306666666667;54,6705;10,3541666666667;Allocated;DE;NA;DE
38G0;22065;22;2;2,503574502;25;DEN;No;V;NA;NA;54,6066666666667;10,643;54,6331666666667;10,5873333333333;Allocated;DE;NA;DE
38G0;22111;22;2;2,502894006;31;DEN;No;V;NA;NA;54,9138333333333;10,0533333333333;54,873;10,0681666666667;Allocated;DE;NA;DE
38G0;22078;22;2;2,225532129;33;DEN;No;V;NA;NA;54,97;10,1133333333333;54,9366666666667;10,1416666666667;Allocated;DE;NA;DE
38G0;22137;22;2;2,081813345;18;DEN;No;V;NA;NA;54,715;10,7483333333333;54,6816666666667;10,7316666666667;Allocated;DE;NA;DE
38G0;22116;22;2;2,500655536;25;DEN;No;V;NA;NA;54,6861666666667;10,476;54,7126666666667;10,4203333333333;Allocated;DE;NA;DE
38G1;22149;22;2;NA;22;DEN;NA;V;NA;NA;54,6283833333333;11,1482;54,64;11,085;Allocated;DE;NA;DE
38G1;22071;22;2;2,882454463;28;DEN;No;V;NA;NA;54,54;11,4066666666667;54,51;11,4683333333333;Allocated;DE;NA;DE
38G2;24016;24;2;3,240506409;21;GFR;No;V;NA;NA;54,688;12,9725;54,6688333333333;13,0598333333333;Allocated;DE;NA;DE
38G2;24347;24;2;1.153347731208;20;DEN;No;V;Havfisken trawl computer;NA;54,797666;12,361666;54,816833;12,363833;Allocated;DE;NA;DE
38G2;24325;24;2;1,63;18;GFR;No;V;NA;NA;54,6066666666667;12,6025;54,5795;12,6025;Allocated;DE;NA;DE
38G2;24350;24;2;1.119870409422;18.3;DEN;Yes;V;Havfisken trawl computer;NA;54,8895;12,581166;54,884333;12,55;Allocated;DE;NA;DE
38G2;24015;24;2;1,731912957;18;DEN;No;V;NA;NA;54,7008333333333;12,33;54,679;12,2973333333333;Allocated;Havf;NA;Havf
38G2;24089;24;3;2,460194555;48;DEN;No;V;NA;NA;54,90209;12,9;54,9166666666667;12,9666666666667;Allocated;DE;NA;DE
38G2;24344;24;2;NA;16;DEN;NA;V;NA;NA;54,6386166666667;12,1731333333333;54,61;12,1833333333333;assigned manually;DE;NA;DE
38G3;24065;24;2;1,814484232;30;GFR;No;V;NA;NA;54,7526666666667;13,2746666666667;54,7395;13,3218333333333;Allocated;DE;NA;DE
38G3;24062;24;2;2,501493696;29;GFR;No;V;NA;NA;54,804;13,006;54,8038333333333;12,9336666666667;Allocated;DE;NA;DE
38G3;24063;24;2;3,200534069;29;GFR;No;V;NA;NA;54,71;13,15;54,7068333333333;13,2421666666667;Allocated;DE;NA;DE
38G3;24182;24;3;2,501214844;48;GFR;No;V;NA;NA;54,875;13,4068333333333;54,8896666666667;13,4746666666667;Allocated;DE;NA;DE
38G3;24306;24;3;2,777221198;41;GFR;No;V;NA;NA;54,7097;13,7887333333333;54,755;13,8052;Allocated;DE;NA;DE
38G3;24171;24;3;1,459409863;42;GFR;No;V;NA;NA;54,9386666666667;13,0898333333333;54,9391666666667;13,1321666666667;Allocated;DE;NA;DE
38G3;24310;24;3;8,256366441;50,5;GFR;No;V;NA;NA;54,9887833333333;13,8697266666667;54,9245366666667;13,6578;Allocated;DE;NA;DE
38G3;24173;24;3;1,570807601;46;GFR;No;V;NA;NA;54,8763333333333;13,219;54,8766666666667;13,1735;Allocated;DE;NA;DE
38G3;24289;24;3;2,107630024;47;GFR;No;V;NA;NA;54,9316666666667;13,2583333333333;54,9666666666667;13,26;assigned manually;DE;NA;DE
38G4;24039;24;2;2,157073596;29;GFR;No;V;NA;NA;54,656;14,1578333333333;54,6261666666667;14,1925;Allocated;Dana;NA;Dana
38G4;24014;24;2;2,582019066;17;GFR;No;V;NA;NA;54,5031666666667;14,3823333333333;54,488;14,4513333333333;Allocated;DE;NA;DE
38G4;24081;24;2;3,184294695;38;DEN;No;V;NA;NA;54,6733333333333;14,505;54,7233333333333;14,535;Allocated;DE;NA;DE
38G4;24041;24;2;2,004096749;34;GFR;No;V;NA;NA;54,6166666666667;14,3666666666667;54,6335;14,3168333333333;Allocated;DE;NA;DE
38G4;24359;24;3;3.0619999999999998;52.8;DNK;No;V;1995 DANA trawl computer;NA;54,8;14,8;54,766666;14,733333;Allocated;Dana;NA;Dana
38G4;24162;24;3;2,500469343;56;DEN;No;V;NA;NA;54,6808333333333;14,8483333333333;54,6843333333333;14,7765;Allocated;DE;NA;DE
38G4;24150;24;3;1,453364203;47;DEN;No;V;NA;NA;54,6128333333333;14,7768333333333;54,6101666666667;14,7353333333333;Allocated;DE;NA;DE
38G4;24092;24;3;1,70097285;48;DEN;No;V;NA;NA;54,8716666666667;14,9633333333333;54,9;14,965;Allocated;DE;NA;DE
38G4;24360;24;3;1.4219999999999999;46;GRF;No;V;2001 DANA trawl computer;NA;54,903616;14,004066;54,906666;13,96335;Allocated;Dana;NA;Dana
39G2;23067;23;2;NA;10;DEN;No;V;NA;NA;55,4975833333333;12,4200833333333;55,49505;12,3776166666667;Allocated;Havf;NA;Havf
39G2;24086;24;2;1,486274493;25;DEN;No;V;NA;NA;54,9871666666667;12,6723333333333;54,9703333333333;12,704;Allocated;Havf;NA;Havf
39G2;24351;24;2;1.589632828032;17;DEN;Yes;V;Havfisken trawl computer;NA;55,25075;12,45795;55,236416;12,497;Allocated;Havf;NA;DE
39G2;24354;24;2;1.5399568021559999;30;DEN;No;V;Havfisken trawl computer;NA;55,089933;12,87485;55,090066;12,830033;Allocated;DE;NA;Havf
39G3;24301;24;2;1,247592889;36;SWE;No;V;NA;NA;55,056;13,6393333333333;55,054;13,6754666666667;Allocated;DE;NA;DE
39G3;24348;24;2;1.164686824071;39.5;SWE;No;V;Havfisken trawl computer;NA;55,2105;13,236333;55,210666;13,202333;Allocated;DE;NA;DE
39G3;24303;24;2;8,685750811;34;SWE;No;V;NA;NA;55,3138333333333;13,9323333333333;55,303;13,9116666666667;Allocated;DE;NA;DE
39G3;24107;24;3;1,621221675;41;SWE;No;V;NA;NA;55,2733333333333;13,7433333333333;55,2516666666667;13,715;Allocated;DE;NA;DE
