"NrHaul";"RectangleAlpha";"ICES.SD";"Latitude1_deg";"Latitude1_dec_min";"Longitude1_deg";"Longitude1_dec_min";"Layer";"EEZ";"Latitude1_deg_dec";"Longitude1_deg_dec";"codstock";"country"
"1";26128;"39H0";26;55;20.8;20;39.1;2;"RUS";55.3466666666667;20.6516666666667;"25-32";"RUS ( 25-32 )"
