;NrHaul;RectangleAlpha;ICES.SD;Latitude1_deg;Latitude1_dec_min;Longitude1_deg;Longitude1_dec_min;Layer;EEZ;Latitude1_deg_dec;Longitude1_deg_dec;codstock;country
1;22077;38G0;22;54;41.63;10;19.45;2;DEN;54.69383333;10.32416667;21-24;DEN 21-24
2;22079;38G0;22;54;59.72;10;1.41;2;DEN;54.99533333;10.0235;21-24;DEN 21-24
3;22085;40G0;22;55;36.53;10;34.21;2;DEN;55.60883333;10.57016667;21-24;DEN 21-24
4;22140;37G1;22;54;25.9;11;37;2;DEN;54.43166667;11.61666667;21-24;DEN 21-24
