;NrHaul;RectangleAlpha;ICES.SD;Latitude1_deg;Latitude1_dec_min;Longitude1_deg;Longitude1_dec_min;Layer;EEZ;Latitude1_deg_dec;Longitude1_deg_dec;codstock;country
1;24004;37G4;24;54;29;14;45.2;2;POL;54.48333333;14.75333333;21-24;( POL 21-24 )
2;24057;38G4;24;54;32.3;14;56.3;2;POL;54.53833333;14.93833333;21-24;( POL 21-24 )
