"NrHaul";"RectangleAlpha";"ICES.SD";"Latitude1_deg";"Latitude1_dec_min";"Longitude1_deg";"Longitude1_dec_min";"Layer";"EEZ";"Latitude1_deg_dec";"Longitude1_deg_dec";"codstock";"country"
"1";28029;"43G8";28;57;54.8;21;30.5;3;"EST";57.9133333333333;21.5083333333333;"25-32";"EST ( 25-32 )"
"2";28030;"43G8";28;57;54.7;21;34.7;3;"EST";57.9116666666667;21.5783333333333;"25-32";"EST ( 25-32 )"
