"Year","Index2224Q1","Index2224Q1.CV"
"1991",17360.5586083693,0.26638902960043
"1992",17669.7464083603,0.208734706207835
"1993",30515.182562288,0.243115066650385
"1994",14656.8533452051,0.202653691131159
"1995",9272.72245992646,0.228006928173119
"1996",7522.16465430124,0.31248487502448
"1997",4101.72086651892,0.203925949573335
"1998",10800.1149415608,0.197693005572953
"1999",7218.59594193678,0.190053654936903
"2000",9564.62220362503,0.210803831686025
"2001",7733.13771638633,0.170663117997159
"2002",12644.9281195579,0.18634249222125
"2003",25293.4182634119,0.193175537254484
"2004",21321.8874432112,0.194098417620357
"2005",25173.8350309802,0.152021783772428
"2006",24612.7416524345,0.165982299021186
"2007",26248.0593871714,0.182262578529681
"2008",22312.2471512844,0.149048834152135
"2009",21618.3551411915,0.154850979052158
"2010",31850.2929442988,0.154457179891563
"2011",35105.2900764329,0.157156166806031
"2012",32140.0515382672,0.172497092199168
"2013",30885.1824222616,0.164066595208
"2014",54416.5564104732,0.170790256030697
"2015",49386.2599066004,0.168965453470713
"2016",57281.0718567277,0.146482284128264
"2017",45298.1375947623,0.134636327044034
"2018",65816.7506349429,0.137957646096655
"2019",65041.8908749416,0.12767780347964
"2020",55176.5298088613,0.130158992632498
"2021",49683.7566185175,0.127941533170787
"2022",73959.8815310902,0.125696589770581
"2023",83394.312225065,0.126069744223751
"2024",69762.5193138041,0.127767234902528
"2025",70031.363372711,0.130156156692225
"2026",43381.9230120195,0.14496883277145
