"NrHaul";"RectangleAlpha";"ICES.SD";"Latitude1_deg";"Latitude1_dec_min";"Longitude1_deg";"Longitude1_dec_min";"Layer";"EEZ"
"68";24164;"38G4";24;54;40.17;14;40.29;3;"DEN"
"69";24169;"38G2";24;54;54.8;12;58.5;2;"DEN"
"70";24183;"38G3";24;55;0;13;31.7;3;"GFR"
"71";24207;"38G4";24;54;59.2;14;9.5;3;"DEN"
"72";24251;"39G4";24;55;5.4;14;33.14;3;"DEN"
"73";24252;"39G3";24;55;12.47;13;10.47;3;"SWE"
"74";24275;"39G4";24;55;11.91;14;18.7;3;"DEN"
"75";24278;"38G5";24;54;46.1;15;0;3;"DEN"
"76";24287;"39G4";24;55;2.5;14;13.4;3;"DEN"
"77";24300;"38G4";24;54;51.74;14;47.68;2;"DEN"
"78";24301;"39G3";24;55;3.36;13;38.36;2;"SWE"
"79";24303;"39G3";24;55;18.83;13;55.94;2;"SWE"
"80";24309;"38G3";24;54;52.3756;13;34.2694;3;"GFR"
"81";24310;"38G3";24;54;59.327;13;52.1836;3;"GFR"
"82";24311;"38G4";24;55;0.88;14;16.4;3;"DEN"
"83";24328;"38G2";24;54;38.39;12;41.08;2;"GFR"
"84";24329;"37G4";24;54;26;14;15.6;2;"GFR"
"85";24335;"37G4";24;54;11.5;14;18.6;2;"GFR"
"86";25004;"38G6";25;54;52.7;16;38.6;2;"POL"
"87";25006;"37G5";25;54;26;15;8.8;2;"POL"
"88";25008;"37G5";25;54;23;15;34;2;"POL"
"89";25009;"37G5";25;54;22.9;15;47.3;2;"POL"
"90";25010;"37G6";25;54;26.8;16;5.3;2;"POL"
"91";25011;"37G6";25;54;24.7;16;3;2;"POL"
"92";25013;"38G6";25;54;39;16;23.6;2;"POL"
"93";25014;"38G6";25;54;41.6;16;38.7;2;"POL"
"94";25016;"38G6";25;54;44.6;16;49;2;"POL"
"95";25017;"38G6";25;54;44.2;16;52.3;2;"POL"
"96";25022;"38G7";25;54;57.4;17;25;2;"POL"
"97";25024;"38G7";25;54;51;17;28;2;"POL"
"98";25030;"39G7";25;55;29.3;17;27.8;3;"POL"
"99";25041;"37G5";25;54;24.9;15;41;3;"POL"
"100";25042;"37G5";25;54;32;16;0;3;"POL"
"101";25046;"38G5";25;54;33.4;15;26.4;3;"POL"
"102";25048;"38G5";25;54;34.1;15;40.1;4;"POL"
"103";25049;"38G5";25;54;32.5;15;46.1;3;"POL"
"104";25052;"38G6";25;54;38.4;16;4.5;3;"POL"
"105";25053;"38G5";25;54;48.1;15;0.8;3;"DEN"
"106";25056;"38G5";25;54;44.7;15;57;3;"POL"
"107";25060;"38G5";25;54;50.3;16;3.1;3;"POL"
"108";25061;"38G6";25;54;49.5;16;2.1;3;"POL"
"109";25065;"39G5";25;55;3.6;15;20.1;4;"DEN"
"110";25066;"39G6";25;55;0;16;17;3;"POL"
"111";25067;"39G6";25;55;2.6;16;24;3;"POL"
"112";25081;"39G6";25;55;24.2;16;51;3;"POL"
"113";25136;"40G7";25;55;46.6;17;42;3;"SWE"
"114";25140;"40G5";25;55;51.4;15;34.5;3;"SWE"
"115";25161;"40G7";25;55;53.3;17;43.6;4;"SWE"
"116";25173;"38G5";25;54;40.9;15;37.6;4;"POL"
"117";25195;"38G5";25;54;53;15;51;4;"DEN"
"118";25197;"39G5";25;55;8;15;17;4;"DEN"
"119";25212;"39G6";25;55;3.3;16;18.2;4;"POL"
"120";25214;"39G6";25;55;4.5;16;23.1;4;"POL"
"121";25219;"39G5";25;55;19.3;15;2.4;4;"DEN"
"122";25232;"39G7";25;55;18.7;17;20;4;"POL"
"123";25241;"39G5";25;55;20.9;15;22.3;4;"DEN"
"124";25243;"39G6";25;55;29;16;9;4;"SWE"
"125";25246;"39G6";25;55;21;16;57;4;"POL"
"126";25274;"40G5";25;55;31.3;15;31.3;5;"DEN"
"127";25286;"40G6";25;55;34.9;16;26.1;4;"SWE"
"128";25290;"40G7";25;55;30;17;53.8;4;"POL"
"129";25300;"40G6";25;55;43.2;16;1.3;4;"SWE"
"130";25313;"41G7";25;56;6.22;17;50.51;4;"SWE"
"131";25315;"41G6";25;56;26.8;16;58.5;4;"SWE"
"132";25322;"39G5";25;55;3.1;15;42.6;5;"DEN"
"133";25326;"39G6";25;55;8.1;16;3.6;5;"POL"
"134";25330;"39G5";25;55;15.7;15;58.7;5;"DEN"
"135";25331;"39G6";25;55;16.1;16;3.9;5;"DEN"
"136";25339;"39G7";25;55;15.5;17;25.5;5;"POL"
"137";25342;"39G5";25;55;26.7;15;32.5;5;"DEN"
"138";25344;"39G5";25;55;27.4;15;56.2;5;"DEN"
"139";25359;"40G6";25;55;48.5;16;31.9;3;"SWE"
"140";25364;"38G7";25;54;59.8;17;28;2;"POL"
"141";25389;"40G6";25;55;35.41;16;39.65;3;"SWE"
"142";25391;"40G4";25;55;40.1;14;43.46;3;"SWE"
"143";25401;"40G4";25;55;42.15;14;22.21;2;"SWE"
"144";25404;"40G5";25;55;49.6;15;26.4;3;"SWE"
"145";25409;"40G5";25;55;47.9;15;57.8;3;"SWE"
"146";25418;"40G4";25;55;42.4;14;22.5;2;"SWE"
"147";25419;"40G4";25;55;41.5;14;22.35;2;"SWE"
"148";25426;"40G5";25;55;49.1;15;15.6;3;"SWE"
"149";25431;"40G6";25;55;52.2;16;1.1;3;"SWE"
"150";25438;"40G4";25;55;37.8;14;39.6;4;"SWE"
"151";25446;"40G5";25;55;32.68;15;15.36;4;"DEN"
"152";25447;"40G5";25;55;34.67;15;3.8;5;"DEN"
"153";25449;"40G4";25;55;27.6;14;43.8;4;"DEN"
"154";25452;"39G5";25;55;22.4;15;15.6;5;"DEN"
"155";25455;"39G7";25;55;27.4;17;17;2;"POL"
"156";25461;"41G7";25;56;4.05;17;21.87;3;"SWE"
"157";25462;"39G8";25;55;45.979;16;41.02;3;"SWE"
"158";25463;"39G7";25;55;14.2;17;18.2;5;"POL"
"159";25503;"38G6";25;55;9.358;16;3.988;5;"POL"
"160";25505;"40G6";25;55;43.552;16;40.632;3;"SWE"
"161";25506;"39G5";25;55;28.074;15;57.014;5;"DEN"
"162";25508;"39G6";25;55;18.02;16;1.13;5;"DEN"
"163";25509;"40G6";25;55;43.78;16;41;4;"SWE"
"164";25511;"40G6";25;55;31.3;16;18.5;4;"SWE"
"165";26001;"37G9";26;54;22.9;19;14.4;2;"POL"
"166";26005;"38G8";26;54;53.7;18;11;2;"POL"
"167";26007;"38G8";26;54;51.5;18;34;2;"POL"
"168";26013;"41G8";26;56;22;18;29;2;"SWE"
"169";26019;"38G8";26;54;53.2;18;38;3;"POL"
"170";26020;"38G8";26;54;47.2;18;42.3;3;"POL"
"171";26027;"40H0";26;55;47.4;20;23.2;3;"LTU"
"172";26031;"41G9";26;56;11.5;19;54.8;4;"LAT"
"173";26045;"39G9";26;55;16.7;19;5;4;"POL"
"174";26050;"40G8";26;55;38.3;18;3.6;4;"POL"
"175";26053;"40G8";26;55;42;18;0.7;4;"POL"
"176";26057;"40H0";26;55;43.1;19;58;4;"LTU"
"177";26060;"40G9";26;55;59.2;19;19.3;4;"LTU"
"178";26069;"41G8";26;56;13.1;18;25.2;4;"SWE"
"179";26071;"41G9";26;56;13.7;19;30.3;6;"LAT"
"180";26073;"41G9";26;56;15;19;39;4;"LAT"
"181";26076;"41G8";26;56;26;18;39;4;"SWE"
"182";26077;"41G8";26;56;27;18;40;4;"SWE"
"183";26078;"41H0";26;56;21;20;2;4;"LAT"
"184";26081;"41H0";26;56;27;20;12;5;"LAT"
"185";26091;"39G9";26;55;7;19;5;5;"POL"
"186";26093;"39G8";26;55;10.5;18;39;5;"POL"
"187";26094;"39G8";26;55;11.8;18;57;5;"POL"
"188";26099;"39G8";26;55;28.3;18;18.2;5;"POL"
"189";26105;"39G8";26;55;21;18;47;5;"POL"
"190";26107;"39G9";26;55;30.1;18;59.7;5;"POL"
"191";26110;"40G8";26;55;35;18;23;5;"POL"
"192";26122;"40G9";26;56;0.1;19;17.9;5;"LTU"
"193";26124;"41G8";26;56;17;18;32;5;"SWE"
"194";26125;"42G8";26;56;24.08;18;36.48;5;"SWE"
"195";26131;"37G9";26;54;24;19;2.4;2;"POL"
"196";26133;"38G8";26;54;42.1;18;46.6;3;"POL"
"197";26138;"40G8";26;55;52.8;18;49;6;"POL"
"198";26140;"41G8";26;56;0.4;18;54.1;6;"SWE"
"199";26141;"41G8";26;56;19;18;40;6;"SWE"
"200";26142;"41G9";26;56;12;19;28;6;"LAT"
"201";26144;"41G9";26;56;22;19;29;6;"LAT"
"202";26145;"41G9";26;56;27.9;19;49.7;6;"LAT"
"203";26161;"40G7";26;55;28.8;18;18.1;5;"POL"
"204";26165;"39G8";26;55;26;18;34;5;"POL"
"205";26170;"41G8";26;56;9.89056;18;20.27;4;"SWE"
"206";26172;"40G8";26;55;31.8;18;10.7;5;"POL"
"207";26177;"38G8";26;54;54;18;10;2;"POL"
"208";26182;"41G8";26;55;2.8;18;18.7;4;"POL"
"209";26191;"40G9";26;54;40.7;19;17.8;5;"POL"
"210";26199;"41G9";26;56;22.8;19;42.4;6;"LAT"
"211";26205;"40H0";26;55;45.5;20;22.2;3;"LTU"
"212";26206;"40H0";26;55;45.8;20;20;3;"LTU"
"213";26209;"41G9";26;56;18;19;31.5;6;"LAT"
"214";26211;"38G9";26;54;30.6;19;21;4;"POL"
"215";26216;"37G9";26;54;23.9;19;16.3;2;"POL"
"216";26219;"37G8";26;54;23.5;18;58.5;2;"POL"
"217";26220;"37G9";26;54;25.1;19;5.1;3;"POL"
"218";26221;"40G8";26;55;55.2;18;35.21;6;"SWE"
"219";26224;"41G8";26;56;22.01;18;26.8;2;"SWE"
"220";26257;"38G9";26;54;55.5;19;3;6;"POL"
"221";26258;"37G9";26;54;26.9;19;18;4;"POL"
"222";26259;"41G9";26;56;22;19;52;5;"LAT"
"223";26263;"37G8";26;54;23.7;18;59.5;2;"POL"
"224";26264;"37G9";26;54;25.2;19;2.1;3;"POL"
"225";26265;"37G9";26;54;26;19;6;3;"POL"
"226";26266;"38G8";26;54;48.2;18;32.9;2;"POL"
"227";26267;"38G8";26;54;54.6;18;36.1;3;"POL"
"228";26268;"38G8";26;54;59.3;18;31.7;4;"POL"
"229";26269;"38G9";26;54;36.7;19;9.2;5;"POL"
"230";26273;"39G8";26;55;7.9;18;43.4;5;"POL"
"231";26274;"38G8";26;54;53.8;18;10.2;2;"POL"
"232";26278;"38G8";26;54;59;18;46.2;5;"POL"
"233";26279;"38G8";26;54;32.8;18;56.6;4;"POL"
"234";26280;"38G8";26;54;29.6;18;53.4;4;"POL"
"235";26281;"37G9";26;54;26.3;19;4;3;"POL"
"236";26282;"37G9";26;54;25.3;19;3.9;3;"POL"
"237";26289;"37G9";26;54;26.1;19;6.4;3;"POL"
"238";27003;"43G7";27;57;24.8;17;1.5;3;"SWE"
"239";27005;"42G7";27;56;57.6;17;10.8;5;"SWE"
"240";27007;"43G7";27;56;59.35;17;56.63;4;"SWE"
"241";27009;"43G7";27;57;4;17;54;4;"SWE"
"242";27011;"43G7";27;57;27.5;17;32.8;5;"SWE"
"243";27017;"43G7";27;57;30;17;43;5;"SWE"
"244";27019;"44G8";27;57;42.8;18;16.2;5;"SWE"
"245";27020;"43G6";27;57;21.9;16;55.1;3;"SWE"
"246";27022;"42G6";27;56;42.2;16;59.1;4;"SWE"
"247";27029;"43G7";27;57;18.13;17;24.98;4;"SWE"
"248";28002;"42H0";28;56;36.5;20;41.3;3;"LAT"
"249";28009;"43H1";28;57;24.2;21;20.7;2;"LAT"
"250";28016;"43G8";28;57;10;18;51;3;"SWE"
"251";28017;"43H0";28;57;13.5;20;44.8;3;"LAT"
"252";28023;"43H1";28;57;25.7;21;16.6;4;"LAT"
"253";28039;"43H0";28;57;1.9;20;32.2;5;"LAT"
"254";28049;"43H1";28;57;13.5;21;2.2;3;"LAT"
"255";28051;"43G8";28;57;21.2;19;9.2;4;"SWE"
"256";28053;"44G9";28;57;32.1;19;17.5;4;"SWE"
"257";28063;"42H0";28;56;31.9;20;14.9;5;"LAT"
"258";28067;"43G8";28;57;6.5;18;57.1;5;"SWE"
"259";28071;"43G8";28;57;10;19;1.4;5;"SWE"
"260";28074;"43H0";28;57;10.5;20;35.2;5;"LAT"
"261";28077;"45H1";28;58;3;21;1;4;"EST"
"262";28078;"45G9";28;58;3.4;19;27.9;5;"SWE"
"263";28084;"42H0";28;56;36;20;20.3;5;"LAT"
"264";28085;"43H0";28;57;18.3;20;17.5;6;"LAT"
"265";28088;"43H0";28;57;26.7;20;34.2;6;"LAT"
"266";28090;"44H0";28;57;45.9;20;42.4;6;"LAT"
"267";28092;"43H0";28;57;20.4;20;35.6;5;"LAT"
"268";28093;"43H1";28;57;29.3;21;26.2;2;"LAT"
"269";28094;"42H0";28;56;56.4;20;23;5;"LAT"
"270";28096;"43G8";28;57;9.6;18;48.5;3;"SWE"
"271";28097;"44G9";28;57;52.5;19;25.6;3;"SWE"
"272";28098;"43G8";28;57;20.2;19;8.1;5;"SWE"
"273";28099;"44G9";28;57;48.8;19;32;5;"SWE"
"274";28112;"44H1";28;57;53;21;18.5;4;"EST"
"275";28136;"43H1";28;57;1.86;21;5.66;2;"LAT"
"276";28138;"43H1";28;57;4.05;21;7.77;2;"LAT"
"277";28157;"42H0";28;56;39.38;20;45.92;2;"LAT"
"278";28161;"42H0";28;56;38.1;20;43.9;2;"LAT"
"279";28190;"44H0";28;57;58.9;20;58.43;5;"EST"
"280";24008;"38G3";24;54;30.01;13;58.73;2;"GFR"
"281";24009;"38G3";24;54;31.54;13;57.76;2;"GFR"
"282";24021;"38G3";24;54;29.57;13;43.66;2;"GFR"
"283";24280;"38G2";24;54;41.32;12;11.83;2;"DEN"
"284";24281;"38G2";24;54;50.68;12;40.73;2;"DEN"
"285";25380;"40G6";25;55;38.5;17;37.8;3;"POL"
"286";25403;"40G6";25;55;51.93;16;26.14;3;"SWE"
"287";25416;"40G4";25;55;41.56;14;22.75;3;"SWE"
"288";25421;"40G4";25;55;41.2;14;27.3;3;"SWE"
"289";26086;"38G8";26;54;58.5;18;48;5;"POL"
"290";26160;"41H0";26;56;28.865;20;7.94;5;"LAT"
"291";26164;"40G8";26;55;31.7;18;33;5;"POL"
"292";26287;"38G9";26;54;36.7;19;2.1;5;"POL"
"293";28011;"42H0";28;56;37.8;20;38;3;"LAT"
"294";28160;"42H0";28;56;36.49;20;41.28;3;"LAT"
"295";28173;"42H0";28;56;38.85;20;36.28;3;"LAT"
