"Year","Index2223Q1","Index2223Q1.CV"
"1991",10747.0265091381,0.378423135490042
"1992",10101.2452128302,0.369549180614312
"1993",12952.5847412568,0.415708241756844
"1994",5522.41475362507,0.285089631361515
"1995",9086.12226975333,0.392084351848704
"1996",5172.52856337963,0.23745879331796
"1997",4580.31537379169,0.209478917201861
"1998",5178.07907942029,0.232611829207181
"1999",5252.18889124975,0.213167884478604
"2000",9467.20536823796,0.225241731002439
"2001",5569.7701155393,0.184959158283864
"2002",6158.32344309554,0.18340384605087
"2003",6319.18990091389,0.209938144391764
"2004",5059.77296724158,0.202382684172142
"2005",6745.45689227276,0.19219425361898
"2006",8421.70940941437,0.197132725030806
"2007",8129.83632074517,0.191101911296952
"2008",6169.27216678964,0.17473623461937
"2009",3996.98009753359,0.174645987488912
"2010",8570.34235365545,0.181440960653683
"2011",11346.8627492037,0.185968413053087
"2012",8137.53779766643,0.191778198784699
"2013",12116.9250291145,0.182450647843818
"2014",13707.7393665161,0.187214337143617
"2015",11279.7691610792,0.17681495506136
"2016",17427.5848740191,0.181132193529334
"2017",11154.7387904371,0.165252835763313
"2018",11565.3244477313,0.17042086973728
"2019",7810.71063317377,0.161251085907113
"2020",6153.53029194519,0.154811980710269
"2021",7469.48558524841,0.154931240670558
"2022",9868.12151580462,0.159864377019646
"2023",8306.88340842576,0.151827982695437
"2024",11318.6272967703,0.159748587655444
"2025",10457.8062386048,0.175770982280863
"2026",9925.58486047493,0.169441396910199
