"Year","Index2628Q4","Index2628Q4.CV"
"1991",195909.034752038,0.505944259989596
"1992",58907.8110477879,0.969066839176748
"1993",241506.056288169,0.479649862869263
"1994",211427.166274358,0.534437902918357
"1995",382101.038983632,0.460645537685679
"1996",126607.437888159,0.574168040163427
"1997",140433.198033685,0.27146482935922
"1998",92938.2780588513,0.383804950164734
"1999",68918.1693228831,0.260764398442971
"2000",122404.107234416,0.228772543427012
"2001",219696.51456521,0.235000629368667
"2002",257475.194299348,0.221432994768332
"2003",42598.9545444469,0.204376386027737
"2004",62181.5186919808,0.254122467428966
"2005",119400.037631258,0.18079235638807
"2006",68372.0603037513,0.213514661490893
"2007",274661.259287873,0.209302396121171
"2008",398402.073527745,0.189707974432826
"2009",126704.524407249,0.220322542910227
"2010",282262.166629264,0.172415284581779
"2011",145642.375754119,0.211812235278053
"2012",135445.902034874,0.198398156283173
"2013",103535.04437663,0.184483803614815
"2014",63566.2018230287,0.194227563969068
"2015",107664.622243361,0.208804830359795
"2016",89884.1314820013,0.14738260100914
"2017",124841.941717416,0.182338236335864
"2018",67663.3854110974,0.180324713773483
"2019",118848.397914975,0.168102499293683
"2020",66675.3600042376,0.175310893469671
"2021",60155.3335037432,0.182616641394314
"2022",105510.472108019,0.194158730494353
"2023",67209.8079689608,0.19076853666924
"2024",77623.4729182314,0.208588389953821
"2025",59872.7322656219,0.185787447453418
