"Year","Index2123Q4","Index2123Q4.CV"
"1991",4514.34186164112,0.648319264842849
"1992",5624.83206658282,0.38309738785988
"1993",7839.56128380619,0.296462299635455
"1994",3324.00763761739,0.431295254021826
"1995",3993.57440800953,0.396188092552063
"1996",5242.4036967772,0.33239885354498
"1997",6509.64570450402,0.369895235314882
"1998",3025.68304249117,0.371921439945767
"1999",3563.54038194389,0.247774606473194
"2000",4995.31687109944,0.262383838552735
"2001",4121.04309500728,0.211147089557228
"2002",7176.64927471416,0.210071961782839
"2003",4075.05712501181,0.197082664088005
"2004",6447.20508940295,0.203937721389382
"2005",3400.95295956543,0.220714897842135
"2006",5894.10902169125,0.199747197973241
"2007",7370.08442705074,0.189345643040133
"2008",8296.47495294249,0.175625566779314
"2009",9716.56269237258,0.195861945695248
"2010",12965.3390490562,0.164478416013539
"2011",13246.5190453886,0.182126239686781
"2012",11820.4525109633,0.186422321744193
"2013",14457.053674306,0.193816255202483
"2014",17159.1924869,0.181366216271763
"2015",30007.0223229177,0.161485436249666
"2016",15265.8337780105,0.172845511340694
"2017",13614.0006138303,0.17122646989775
"2018",11149.4751729207,0.160073006885972
"2019",6333.22445682263,0.164977702092407
"2020",10053.4070970939,0.16082645851014
"2021",9542.90394184349,0.167296718606635
"2022",7530.60387772558,0.151822843884191
"2023",8774.1332322278,0.162624155711203
"2024",9050.52798857041,0.151423147479844
"2025",11718.09354372,0.170609349826478
