"Year","Index2628Q1","Index2628Q1.CV"
"1991",55355.8704889556,0.217157386032591
"1992",36710.8097591353,0.230251402620123
"1993",52733.100076257,0.19109017267314
"1994",48053.5342513823,0.188934312016349
"1995",89148.8541575362,0.165244334586089
"1996",95415.7979628319,0.177095858750278
"1997",88501.3347261799,0.219923552269068
"1998",58861.5968801077,0.214523915481456
"1999",102414.399336675,0.162546284155575
"2000",134160.962779941,0.179874533575972
"2001",115960.308771244,0.135738475628433
"2002",113265.942863986,0.167189409431551
"2003",93850.0691404416,0.128794415055397
"2004",57495.5754389709,0.143087997150698
"2005",52597.5246737816,0.119796867428113
"2006",62515.7030331132,0.166358406238294
"2007",105392.363657268,0.137193314029591
"2008",154384.025400864,0.144949340584618
"2009",193741.830619085,0.163182772770033
"2010",166198.519340997,0.129044838801775
"2011",102520.608847867,0.166559582069175
"2012",98182.384244035,0.182900221689269
"2013",94030.4913285227,0.126650907061853
"2014",51362.0766598923,0.157815240525302
"2015",74858.2315157296,0.156228000377328
"2016",71369.3162550149,0.13845777465485
"2017",82228.9228267389,0.143052437204241
"2018",56210.0011360106,0.125223975639822
"2019",118453.954241974,0.149389298781212
"2020",74127.4756376773,0.159791404885298
"2021",79222.2787171249,0.133460659920325
"2022",34656.0269205926,0.143098047427603
"2023",110559.166580095,0.154306905977625
"2024",70688.4190652759,0.146782920240395
"2025",65643.0629624506,0.159416203746209
"2026",48502.7828576008,0.129676150336837
